alpha,H,He,Na,Al,Si,O,Na_1,O_1,Si_2,O_2,Al_3,O_3,amu/ion,thetaK_Al,thetaTilt_Al,thetaM_Al,thetaN_Al,3dK_Al,3dTilt_Al,3dM_Al,3dN_Al,energyK_Al,energyE_Al,thetaK_Na,thetaTilt_Na,thetaM_Na,thetaN_Na,3dK_Na,3dTilt_Na,3dM_Na,3dN_Na,energyK_Na,energyE_Na,thetaK_O,thetaTilt_O,thetaM_O,thetaN_O,3dK_O,3dTilt_O,3dM_O,3dN_O,energyK_O,energyE_O,thetaK_Si,thetaTilt_Si,thetaM_Si,thetaN_Si,3dK_Si,3dTilt_Si,3dM_Si,3dN_Si,energyK_Si,energyE_Si
3.300E+01,0.000E+00,0.000E+00,1.968E-03,0.000E+00,3.296E-03,0.000E+00,0.000E+00,2.441E-07,2.544E-03,1.097E-02,1.993E-03,4.650E-03,5.133E-01,1.718E+00,-3.611E-01,3.858E+00,1.835E+00,4.935E+00,2.374E-01,1.000E+00,1.000E+00,6.874E-02,4.308E+00,1.630E+00,-2.969E-01,3.872E+00,2.039E+00,4.935E+00,1.948E-01,1.000E+00,1.000E+00,2.942E-01,1.317E+00,1.699E+00,-3.207E-01,3.592E+00,1.880E+00,4.935E+00,2.103E-01,1.000E+00,1.000E+00,1.051E-01,3.348E+00,1.815E+00,-3.968E-01,3.824E+00,1.533E+00,4.935E+00,2.401E-01,1.000E+00,1.000E+00,5.634E-02,4.970E+00
3.400E+01,0.000E+00,0.000E+00,2.043E-03,0.000E+00,3.390E-03,0.000E+00,0.000E+00,3.052E-07,2.650E-03,1.138E-02,2.060E-03,4.771E-03,5.310E-01,1.711E+00,-3.755E-01,4.077E+00,1.849E+00,4.935E+00,2.454E-01,1.000E+00,1.000E+00,6.854E-02,4.318E+00,1.623E+00,-2.922E-01,3.809E+00,2.085E+00,4.935E+00,1.950E-01,1.000E+00,1.000E+00,2.939E-01,1.319E+00,1.695E+00,-3.234E-01,3.615E+00,1.899E+00,4.935E+00,2.136E-01,1.000E+00,1.000E+00,1.049E-01,3.353E+00,1.808E+00,-4.115E-01,4.056E+00,1.540E+00,4.935E+00,2.472E-01,1.000E+00,1.000E+00,5.617E-02,4.982E+00
3.500E+01,0.000E+00,0.000E+00,2.118E-03,0.000E+00,3.484E-03,0.000E+00,0.000E+00,3.662E-07,2.755E-03,1.180E-02,2.128E-03,4.892E-03,5.487E-01,1.704E+00,-3.900E-01,4.296E+00,1.863E+00,4.935E+00,2.534E-01,1.000E+00,1.000E+00,6.834E-02,4.327E+00,1.617E+00,-2.876E-01,3.745E+00,2.130E+00,4.935E+00,1.952E-01,1.000E+00,1.000E+00,2.935E-01,1.320E+00,1.692E+00,-3.261E-01,3.638E+00,1.918E+00,4.935E+00,2.169E-01,1.000E+00,1.000E+00,1.047E-01,3.358E+00,1.802E+00,-4.263E-01,4.287E+00,1.548E+00,4.935E+00,2.543E-01,1.000E+00,1.000E+00,5.599E-02,4.994E+00
3.600E+01,0.000E+00,0.000E+00,2.193E-03,0.000E+00,3.577E-03,0.000E+00,0.000E+00,4.272E-07,2.861E-03,1.221E-02,2.196E-03,5.013E-03,5.664E-01,1.698E+00,-4.045E-01,4.515E+00,1.877E+00,4.935E+00,2.614E-01,1.000E+00,1.000E+00,6.814E-02,4.337E+00,1.611E+00,-2.830E-01,3.682E+00,2.175E+00,4.935E+00,1.954E-01,1.000E+00,1.000E+00,2.932E-01,1.321E+00,1.689E+00,-3.288E-01,3.661E+00,1.937E+00,4.935E+00,2.202E-01,1.000E+00,1.000E+00,1.045E-01,3.364E+00,1.797E+00,-4.411E-01,4.519E+00,1.555E+00,4.935E+00,2.615E-01,1.000E+00,1.000E+00,5.581E-02,5.006E+00
3.700E+01,0.000E+00,0.000E+00,2.268E-03,0.000E+00,3.671E-03,0.000E+00,0.000E+00,4.883E-07,2.967E-03,1.262E-02,2.263E-03,5.134E-03,5.841E-01,1.693E+00,-4.189E-01,4.734E+00,1.891E+00,4.935E+00,2.694E-01,1.000E+00,1.000E+00,6.794E-02,4.347E+00,1.605E+00,-2.784E-01,3.619E+00,2.220E+00,4.935E+00,1.955E-01,1.000E+00,1.000E+00,2.929E-01,1.323E+00,1.685E+00,-3.315E-01,3.684E+00,1.956E+00,4.935E+00,2.235E-01,1.000E+00,1.000E+00,1.043E-01,3.369E+00,1.793E+00,-4.559E-01,4.751E+00,1.563E+00,4.935E+00,2.686E-01,1.000E+00,1.000E+00,5.564E-02,5.018E+00
3.800E+01,0.000E+00,0.000E+00,2.343E-03,0.000E+00,3.765E-03,0.000E+00,0.000E+00,5.493E-07,3.073E-03,1.304E-02,2.331E-03,5.255E-03,6.018E-01,1.688E+00,-4.334E-01,4.953E+00,1.905E+00,4.935E+00,2.774E-01,1.000E+00,1.000E+00,6.775E-02,4.357E+00,1.599E+00,-2.738E-01,3.556E+00,2.265E+00,4.935E+00,1.957E-01,1.000E+00,1.000E+00,2.926E-01,1.324E+00,1.682E+00,-3.342E-01,3.706E+00,1.975E+00,4.935E+00,2.268E-01,1.000E+00,1.000E+00,1.041E-01,3.374E+00,1.789E+00,-4.707E-01,4.983E+00,1.570E+00,4.935E+00,2.757E-01,1.000E+00,1.000E+00,5.546E-02,5.030E+00
3.900E+01,0.000E+00,0.000E+00,2.418E-03,0.000E+00,3.859E-03,0.000E+00,0.000E+00,6.104E-07,3.179E-03,1.345E-02,2.398E-03,5.375E-03,6.195E-01,1.684E+00,-4.479E-01,5.172E+00,1.919E+00,4.935E+00,2.854E-01,1.000E+00,1.000E+00,6.755E-02,4.367E+00,1.594E+00,-2.692E-01,3.493E+00,2.311E+00,4.935E+00,1.959E-01,1.000E+00,1.000E+00,2.922E-01,1.325E+00,1.679E+00,-3.369E-01,3.729E+00,1.993E+00,4.935E+00,2.301E-01,1.000E+00,1.000E+00,1.039E-01,3.380E+00,1.786E+00,-4.855E-01,5.215E+00,1.578E+00,4.935E+00,2.828E-01,1.000E+00,1.000E+00,5.528E-02,5.042E+00
4.000E+01,0.000E+00,0.000E+00,2.493E-03,0.000E+00,3.953E-03,0.000E+00,0.000E+00,6.714E-07,3.285E-03,1.386E-02,2.466E-03,5.496E-03,6.372E-01,1.681E+00,-4.624E-01,5.390E+00,1.933E+00,4.935E+00,2.934E-01,1.000E+00,1.000E+00,6.735E-02,4.377E+00,1.589E+00,-2.646E-01,3.430E+00,2.356E+00,4.935E+00,1.961E-01,1.000E+00,1.000E+00,2.919E-01,1.326E+00,1.676E+00,-3.395E-01,3.752E+00,2.012E+00,4.935E+00,2.335E-01,1.000E+00,1.000E+00,1.037E-01,3.385E+00,1.783E+00,-5.003E-01,5.447E+00,1.585E+00,4.935E+00,2.899E-01,1.000E+00,1.000E+00,5.511E-02,5.054E+00
4.100E+01,0.000E+00,0.000E+00,2.569E-03,0.000E+00,4.047E-03,0.000E+00,0.000E+00,7.324E-07,3.391E-03,1.428E-02,2.533E-03,5.617E-03,6.549E-01,1.677E+00,-4.768E-01,5.609E+00,1.947E+00,4.935E+00,3.014E-01,1.000E+00,1.000E+00,6.715E-02,4.386E+00,1.584E+00,-2.599E-01,3.367E+00,2.401E+00,4.935E+00,1.963E-01,1.000E+00,1.000E+00,2.916E-01,1.328E+00,1.672E+00,-3.422E-01,3.775E+00,2.031E+00,4.935E+00,2.368E-01,1.000E+00,1.000E+00,1.035E-01,3.390E+00,1.781E+00,-5.151E-01,5.679E+00,1.593E+00,4.935E+00,2.970E-01,1.000E+00,1.000E+00,5.493E-02,5.066E+00
4.200E+01,0.000E+00,0.000E+00,2.644E-03,0.000E+00,4.141E-03,0.000E+00,0.000E+00,7.935E-07,3.497E-03,1.469E-02,2.601E-03,5.738E-03,6.726E-01,1.675E+00,-4.913E-01,5.828E+00,1.960E+00,4.935E+00,3.094E-01,1.000E+00,1.000E+00,6.695E-02,4.396E+00,1.580E+00,-2.553E-01,3.304E+00,2.446E+00,4.935E+00,1.965E-01,1.000E+00,1.000E+00,2.913E-01,1.329E+00,1.669E+00,-3.449E-01,3.798E+00,2.050E+00,4.935E+00,2.401E-01,1.000E+00,1.000E+00,1.033E-01,3.396E+00,1.779E+00,-5.299E-01,5.911E+00,1.600E+00,4.935E+00,3.041E-01,1.000E+00,1.000E+00,5.476E-02,5.078E+00
4.300E+01,0.000E+00,0.000E+00,2.719E-03,0.000E+00,4.235E-03,0.000E+00,0.000E+00,8.545E-07,3.603E-03,1.510E-02,2.669E-03,5.859E-03,6.903E-01,1.672E+00,-5.058E-01,6.047E+00,1.974E+00,4.935E+00,3.174E-01,1.000E+00,1.000E+00,6.675E-02,4.406E+00,1.576E+00,-2.507E-01,3.240E+00,2.491E+00,4.935E+00,1.967E-01,1.000E+00,1.000E+00,2.909E-01,1.330E+00,1.666E+00,-3.476E-01,3.821E+00,2.069E+00,4.935E+00,2.434E-01,1.000E+00,1.000E+00,1.031E-01,3.401E+00,1.777E+00,-5.447E-01,6.143E+00,1.608E+00,4.935E+00,3.112E-01,1.000E+00,1.000E+00,5.458E-02,5.090E+00
4.400E+01,0.000E+00,0.000E+00,2.794E-03,0.000E+00,4.329E-03,0.000E+00,0.000E+00,9.155E-07,3.709E-03,1.552E-02,2.736E-03,5.980E-03,7.080E-01,1.670E+00,-5.202E-01,6.266E+00,1.988E+00,4.935E+00,3.254E-01,1.000E+00,1.000E+00,6.655E-02,4.416E+00,1.572E+00,-2.461E-01,3.177E+00,2.537E+00,4.935E+00,1.969E-01,1.000E+00,1.000E+00,2.906E-01,1.332E+00,1.663E+00,-3.503E-01,3.844E+00,2.087E+00,4.935E+00,2.467E-01,1.000E+00,1.000E+00,1.029E-01,3.406E+00,1.776E+00,-5.595E-01,6.375E+00,1.615E+00,4.935E+00,3.183E-01,1.000E+00,1.000E+00,5.440E-02,5.102E+00
4.500E+01,0.000E+00,0.000E+00,2.869E-03,0.000E+00,4.423E-03,0.000E+00,0.000E+00,9.766E-07,3.814E-03,1.593E-02,2.804E-03,6.101E-03,7.257E-01,1.668E+00,-5.347E-01,6.485E+00,2.002E+00,4.935E+00,3.334E-01,1.000E+00,1.000E+00,6.635E-02,4.426E+00,1.568E+00,-2.415E-01,3.114E+00,2.582E+00,4.935E+00,1.971E-01,1.000E+00,1.000E+00,2.903E-01,1.333E+00,1.660E+00,-3.530E-01,3.867E+00,2.106E+00,4.935E+00,2.500E-01,1.000E+00,1.000E+00,1.027E-01,3.412E+00,1.775E+00,-5.743E-01,6.607E+00,1.623E+00,4.935E+00,3.254E-01,1.000E+00,1.000E+00,5.423E-02,5.113E+00
4.600E+01,0.000E+00,0.000E+00,2.974E-03,0.000E+00,4.745E-03,0.000E+00,0.000E+00,4.883E-07,4.026E-03,1.662E-02,2.954E-03,6.631E-03,7.664E-01,1.707E+00,-5.596E-01,6.817E+00,1.836E+00,4.935E+00,3.251E-01,1.000E+00,1.000E+00,6.698E-02,4.394E+00,1.581E+00,-2.183E-01,2.749E+00,2.635E+00,4.935E+00,1.946E-01,1.000E+00,1.000E+00,2.878E-01,1.343E+00,1.662E+00,-3.674E-01,4.079E+00,2.070E+00,4.935E+00,2.511E-01,1.000E+00,1.000E+00,1.018E-01,3.438E+00,1.784E+00,-6.012E-01,7.184E+00,1.581E+00,4.935E+00,3.357E-01,1.000E+00,1.000E+00,5.383E-02,5.142E+00
4.700E+01,0.000E+00,0.000E+00,3.027E-03,0.000E+00,4.906E-03,0.000E+00,0.000E+00,2.441E-07,4.132E-03,1.697E-02,3.029E-03,6.897E-03,7.867E-01,1.729E+00,-5.721E-01,6.983E+00,1.753E+00,4.935E+00,3.210E-01,1.000E+00,1.000E+00,6.730E-02,4.378E+00,1.589E+00,-2.067E-01,2.566E+00,2.661E+00,4.935E+00,1.933E-01,1.000E+00,1.000E+00,2.866E-01,1.348E+00,1.664E+00,-3.746E-01,4.185E+00,2.052E+00,4.935E+00,2.517E-01,1.000E+00,1.000E+00,1.013E-01,3.451E+00,1.790E+00,-6.146E-01,7.472E+00,1.560E+00,4.935E+00,3.408E-01,1.000E+00,1.000E+00,5.363E-02,5.156E+00
4.800E+01,0.000E+00,0.000E+00,3.079E-03,0.000E+00,5.067E-03,0.000E+00,0.000E+00,0.000E+00,4.238E-03,1.731E-02,3.104E-03,7.162E-03,8.071E-01,1.752E+00,-5.846E-01,7.149E+00,1.670E+00,4.935E+00,3.168E-01,1.000E+00,1.000E+00,6.761E-02,4.362E+00,1.600E+00,-1.951E-01,2.383E+00,2.688E+00,4.935E+00,1.921E-01,1.000E+00,1.000E+00,2.854E-01,1.353E+00,1.665E+00,-3.818E-01,4.292E+00,2.033E+00,4.935E+00,2.523E-01,1.000E+00,1.000E+00,1.009E-01,3.464E+00,1.796E+00,-6.281E-01,7.760E+00,1.540E+00,4.935E+00,3.459E-01,1.000E+00,1.000E+00,5.344E-02,5.170E+00
4.900E+01,0.000E+00,0.000E+00,3.263E-03,0.000E+00,5.349E-03,0.000E+00,0.000E+00,0.000E+00,4.596E-03,1.888E-02,3.251E-03,7.292E-03,8.604E-01,1.678E+00,-5.160E-01,5.836E+00,2.021E+00,4.935E+00,3.206E-01,1.000E+00,1.000E+00,6.678E-02,4.404E+00,1.602E+00,-2.746E-01,3.468E+00,2.301E+00,4.935E+00,2.124E-01,1.000E+00,1.000E+00,2.817E-01,1.369E+00,1.653E+00,-3.681E-01,4.068E+00,2.130E+00,4.935E+00,2.567E-01,1.000E+00,1.000E+00,9.913E-02,3.515E+00,1.774E+00,-6.304E-01,7.879E+00,1.613E+00,4.935E+00,3.564E-01,1.000E+00,1.000E+00,5.358E-02,5.160E+00
5.000E+01,0.000E+00,0.000E+00,3.354E-03,0.000E+00,5.489E-03,0.000E+00,0.000E+00,0.000E+00,4.775E-03,1.967E-02,3.325E-03,7.358E-03,8.870E-01,1.653E+00,-4.817E-01,5.179E+00,2.196E+00,4.935E+00,3.225E-01,1.000E+00,1.000E+00,6.637E-02,4.425E+00,1.622E+00,-3.144E-01,4.010E+00,2.108E+00,4.935E+00,2.225E-01,1.000E+00,1.000E+00,2.798E-01,1.377E+00,1.647E+00,-3.612E-01,3.957E+00,2.179E+00,4.935E+00,2.590E-01,1.000E+00,1.000E+00,9.827E-02,3.540E+00,1.763E+00,-6.315E-01,7.939E+00,1.650E+00,4.935E+00,3.616E-01,1.000E+00,1.000E+00,5.365E-02,5.154E+00
5.100E+01,0.000E+00,0.000E+00,3.446E-03,0.000E+00,5.630E-03,0.000E+00,0.000E+00,0.000E+00,4.954E-03,2.045E-02,3.399E-03,7.423E-03,9.136E-01,1.636E+00,-4.475E-01,4.522E+00,2.372E+00,4.935E+00,3.244E-01,1.000E+00,1.000E+00,6.596E-02,4.446E+00,1.652E+00,-3.542E-01,4.552E+00,1.914E+00,4.935E+00,2.326E-01,1.000E+00,1.000E+00,2.779E-01,1.385E+00,1.642E+00,-3.543E-01,3.845E+00,2.227E+00,4.935E+00,2.612E-01,1.000E+00,1.000E+00,9.741E-02,3.566E+00,1.752E+00,-6.327E-01,7.998E+00,1.687E+00,4.935E+00,3.668E-01,1.000E+00,1.000E+00,5.373E-02,5.149E+00
5.200E+01,0.000E+00,0.000E+00,3.672E-03,0.000E+00,5.849E-03,0.000E+00,0.000E+00,9.766E-07,5.332E-03,2.164E-02,3.655E-03,7.942E-03,9.701E-01,1.644E+00,-5.105E-01,5.961E+00,2.155E+00,4.935E+00,3.395E-01,1.000E+00,1.000E+00,6.384E-02,4.562E+00,1.622E+00,-3.565E-01,4.671E+00,2.044E+00,4.935E+00,2.342E-01,1.000E+00,1.000E+00,2.770E-01,1.389E+00,1.642E+00,-3.596E-01,3.926E+00,2.217E+00,4.935E+00,2.623E-01,1.000E+00,1.000E+00,9.780E-02,3.554E+00,1.738E+00,-6.569E-01,8.959E+00,1.706E+00,4.935E+00,3.822E-01,1.000E+00,1.000E+00,5.361E-02,5.158E+00
5.300E+01,0.000E+00,0.000E+00,3.785E-03,0.000E+00,5.959E-03,0.000E+00,0.000E+00,1.465E-06,5.521E-03,2.224E-02,3.783E-03,8.201E-03,9.984E-01,1.657E+00,-5.421E-01,6.681E+00,2.047E+00,4.935E+00,3.470E-01,1.000E+00,1.000E+00,6.279E-02,4.620E+00,1.608E+00,-3.576E-01,4.730E+00,2.109E+00,4.935E+00,2.350E-01,1.000E+00,1.000E+00,2.765E-01,1.391E+00,1.642E+00,-3.623E-01,3.967E+00,2.212E+00,4.935E+00,2.629E-01,1.000E+00,1.000E+00,9.799E-02,3.548E+00,1.732E+00,-6.690E-01,9.440E+00,1.716E+00,4.935E+00,3.899E-01,1.000E+00,1.000E+00,5.355E-02,5.162E+00
5.400E+01,0.000E+00,0.000E+00,3.897E-03,0.000E+00,6.068E-03,0.000E+00,0.000E+00,1.953E-06,5.710E-03,2.283E-02,3.911E-03,8.461E-03,1.027E+00,1.675E+00,-5.736E-01,7.401E+00,1.938E+00,4.935E+00,3.545E-01,1.000E+00,1.000E+00,6.173E-02,4.678E+00,1.594E+00,-3.587E-01,4.789E+00,2.174E+00,4.935E+00,2.358E-01,1.000E+00,1.000E+00,2.760E-01,1.393E+00,1.642E+00,-3.649E-01,4.008E+00,2.207E+00,4.935E+00,2.635E-01,1.000E+00,1.000E+00,9.818E-02,3.542E+00,1.726E+00,-6.811E-01,9.920E+00,1.725E+00,4.935E+00,3.976E-01,1.000E+00,1.000E+00,5.349E-02,5.166E+00
5.500E+01,0.000E+00,0.000E+00,4.199E-03,0.000E+00,6.392E-03,0.000E+00,0.000E+00,9.766E-07,6.172E-03,2.428E-02,4.217E-03,9.123E-03,1.097E+00,1.684E+00,-5.789E-01,7.242E+00,1.931E+00,4.935E+00,3.635E-01,1.000E+00,1.000E+00,6.143E-02,4.695E+00,1.613E+00,-3.702E-01,4.837E+00,2.100E+00,4.935E+00,2.391E-01,1.000E+00,1.000E+00,2.725E-01,1.409E+00,1.626E+00,-3.847E-01,4.406E+00,2.228E+00,4.935E+00,2.700E-01,1.000E+00,1.000E+00,9.780E-02,3.554E+00,1.696E+00,-6.385E-01,8.233E+00,1.910E+00,4.935E+00,3.981E-01,1.000E+00,1.000E+00,5.229E-02,5.256E+00
5.600E+01,0.000E+00,0.000E+00,4.350E-03,0.000E+00,6.554E-03,0.000E+00,0.000E+00,4.883E-07,6.403E-03,2.501E-02,4.370E-03,9.453E-03,1.133E+00,1.689E+00,-5.815E-01,7.162E+00,1.928E+00,4.935E+00,3.680E-01,1.000E+00,1.000E+00,6.129E-02,4.704E+00,1.622E+00,-3.759E-01,4.861E+00,2.063E+00,4.935E+00,2.408E-01,1.000E+00,1.000E+00,2.708E-01,1.417E+00,1.619E+00,-3.946E-01,4.605E+00,2.239E+00,4.935E+00,2.733E-01,1.000E+00,1.000E+00,9.761E-02,3.560E+00,1.687E+00,-6.172E-01,7.390E+00,2.002E+00,4.935E+00,3.983E-01,1.000E+00,1.000E+00,5.170E-02,5.301E+00
5.700E+01,0.000E+00,0.000E+00,4.501E-03,0.000E+00,6.716E-03,0.000E+00,0.000E+00,0.000E+00,6.634E-03,2.573E-02,4.523E-03,9.784E-03,1.168E+00,1.694E+00,-5.842E-01,7.083E+00,1.924E+00,4.935E+00,3.725E-01,1.000E+00,1.000E+00,6.114E-02,4.712E+00,1.632E+00,-3.817E-01,4.885E+00,2.026E+00,4.935E+00,2.425E-01,1.000E+00,1.000E+00,2.691E-01,1.425E+00,1.613E+00,-4.045E-01,4.804E+00,2.250E+00,4.935E+00,2.766E-01,1.000E+00,1.000E+00,9.742E-02,3.566E+00,1.683E+00,-5.959E-01,6.546E+00,2.095E+00,4.935E+00,3.985E-01,1.000E+00,1.000E+00,5.110E-02,5.346E+00
5.800E+01,0.000E+00,0.000E+00,4.794E-03,0.000E+00,7.119E-03,0.000E+00,9.766E-07,9.766E-07,7.233E-03,2.791E-02,4.833E-03,1.035E-02,1.256E+00,1.665E+00,-5.964E-01,7.763E+00,1.997E+00,4.935E+00,3.720E-01,1.000E+00,1.000E+00,6.152E-02,4.690E+00,1.614E+00,-4.025E-01,5.530E+00,2.025E+00,4.935E+00,2.475E-01,1.000E+00,1.000E+00,2.758E-01,1.395E+00,1.615E+00,-4.352E-01,5.560E+00,2.140E+00,4.935E+00,2.794E-01,1.000E+00,1.000E+00,9.780E-02,3.554E+00,1.677E+00,-6.249E-01,7.632E+00,2.037E+00,4.935E+00,4.054E-01,1.000E+00,1.000E+00,5.112E-02,5.344E+00
5.900E+01,0.000E+00,0.000E+00,4.940E-03,0.000E+00,7.321E-03,0.000E+00,1.465E-06,1.465E-06,7.532E-03,2.900E-02,4.989E-03,1.064E-02,1.300E+00,1.652E+00,-6.025E-01,8.103E+00,2.033E+00,4.935E+00,3.718E-01,1.000E+00,1.000E+00,6.171E-02,4.679E+00,1.607E+00,-4.129E-01,5.853E+00,2.024E+00,4.935E+00,2.500E-01,1.000E+00,1.000E+00,2.792E-01,1.380E+00,1.618E+00,-4.505E-01,5.938E+00,2.085E+00,4.935E+00,2.808E-01,1.000E+00,1.000E+00,9.798E-02,3.548E+00,1.676E+00,-6.393E-01,8.176E+00,2.008E+00,4.935E+00,4.088E-01,1.000E+00,1.000E+00,5.113E-02,5.343E+00
6.000E+01,0.000E+00,0.000E+00,5.087E-03,0.000E+00,7.522E-03,0.000E+00,1.953E-06,1.953E-06,7.832E-03,3.009E-02,5.144E-03,1.092E-02,1.344E+00,1.639E+00,-6.086E-01,8.444E+00,2.070E+00,4.935E+00,3.716E-01,1.000E+00,1.000E+00,6.190E-02,4.668E+00,1.601E+00,-4.234E-01,6.176E+00,2.023E+00,4.935E+00,2.525E-01,1.000E+00,1.000E+00,2.826E-01,1.365E+00,1.624E+00,-4.659E-01,6.316E+00,2.031E+00,4.935E+00,2.822E-01,1.000E+00,1.000E+00,9.817E-02,3.543E+00,1.677E+00,-6.538E-01,8.719E+00,1.979E+00,4.935E+00,4.122E-01,1.000E+00,1.000E+00,5.114E-02,5.343E+00
6.100E+01,0.000E+00,0.000E+00,5.500E-03,0.000E+00,8.005E-03,0.000E+00,9.766E-07,1.465E-06,8.578E-03,3.250E-02,5.484E-03,1.171E-02,1.448E+00,1.617E+00,-5.905E-01,7.661E+00,2.243E+00,4.935E+00,3.795E-01,1.000E+00,1.000E+00,6.204E-02,4.660E+00,1.576E+00,-4.303E-01,6.573E+00,2.097E+00,4.918E+00,2.549E-01,1.018E+00,1.000E+00,2.833E-01,1.362E+00,1.628E+00,-4.997E-01,7.413E+00,1.928E+00,4.935E+00,2.851E-01,1.000E+00,1.000E+00,9.883E-02,3.523E+00,1.662E+00,-6.741E-01,9.575E+00,2.011E+00,4.935E+00,4.192E-01,1.000E+00,1.000E+00,5.018E-02,5.420E+00
6.200E+01,0.000E+00,0.000E+00,5.707E-03,0.000E+00,8.247E-03,0.000E+00,4.883E-07,1.221E-06,8.951E-03,3.371E-02,5.655E-03,1.211E-02,1.500E+00,1.608E+00,-5.815E-01,7.270E+00,2.330E+00,4.935E+00,3.834E-01,1.000E+00,1.000E+00,6.210E-02,4.656E+00,1.564E+00,-4.337E-01,6.772E+00,2.133E+00,4.910E+00,2.560E-01,1.026E+00,1.000E+00,2.836E-01,1.360E+00,1.633E+00,-5.166E-01,7.962E+00,1.877E+00,4.935E+00,2.866E-01,1.000E+00,1.000E+00,9.916E-02,3.513E+00,1.655E+00,-6.842E-01,1.000E+01,2.027E+00,4.935E+00,4.226E-01,1.000E+00,1.000E+00,4.969E-02,5.458E+00
6.300E+01,0.000E+00,0.000E+00,5.914E-03,0.000E+00,8.488E-03,0.000E+00,0.000E+00,9.766E-07,9.324E-03,3.492E-02,5.825E-03,1.251E-02,1.553E+00,1.600E+00,-5.724E-01,6.879E+00,2.417E+00,4.935E+00,3.873E-01,1.000E+00,1.000E+00,6.217E-02,4.652E+00,1.553E+00,-4.372E-01,6.970E+00,2.170E+00,4.902E+00,2.572E-01,1.035E+00,1.000E+00,2.840E-01,1.359E+00,1.641E+00,-5.335E-01,8.510E+00,1.826E+00,4.935E+00,2.881E-01,1.000E+00,1.000E+00,9.949E-02,3.503E+00,1.649E+00,-6.944E-01,1.043E+01,2.044E+00,4.935E+00,4.261E-01,1.000E+00,1.000E+00,4.921E-02,5.497E+00
6.400E+01,0.000E+00,0.000E+00,6.409E-03,0.000E+00,9.077E-03,0.000E+00,0.000E+00,1.465E-06,1.009E-02,3.767E-02,6.356E-03,1.338E-02,1.674E+00,1.579E+00,-5.766E-01,7.473E+00,2.449E+00,4.935E+00,3.942E-01,1.000E+00,1.000E+00,6.236E-02,4.642E+00,1.518E+00,-4.892E-01,1.001E+01,2.083E+00,4.871E+00,2.536E-01,1.068E+00,1.000E+00,2.807E-01,1.373E+00,1.604E+00,-5.390E-01,9.197E+00,1.930E+00,4.935E+00,2.943E-01,1.000E+00,1.000E+00,9.823E-02,3.541E+00,1.600E+00,-7.203E-01,1.260E+01,2.171E+00,4.935E+00,4.479E-01,1.000E+00,1.000E+00,4.945E-02,5.477E+00
6.500E+01,0.000E+00,0.000E+00,6.657E-03,0.000E+00,9.372E-03,0.000E+00,0.000E+00,1.709E-06,1.047E-02,3.905E-02,6.621E-03,1.382E-02,1.735E+00,1.568E+00,-5.787E-01,7.770E+00,2.466E+00,4.935E+00,3.976E-01,1.000E+00,1.000E+00,6.245E-02,4.637E+00,1.513E+00,-5.152E-01,1.153E+01,2.040E+00,4.856E+00,2.517E-01,1.085E+00,1.000E+00,2.791E-01,1.380E+00,1.586E+00,-5.418E-01,9.541E+00,1.982E+00,4.935E+00,2.974E-01,1.000E+00,1.000E+00,9.760E-02,3.560E+00,1.578E+00,-7.332E-01,1.368E+01,2.234E+00,4.935E+00,4.589E-01,1.000E+00,1.000E+00,4.957E-02,5.467E+00
6.600E+01,0.000E+00,0.000E+00,6.904E-03,0.000E+00,9.666E-03,0.000E+00,0.000E+00,1.953E-06,1.085E-02,4.043E-02,6.887E-03,1.426E-02,1.795E+00,1.558E+00,-5.808E-01,8.067E+00,2.482E+00,4.935E+00,4.011E-01,1.000E+00,1.000E+00,6.254E-02,4.632E+00,1.513E+00,-5.412E-01,1.305E+01,1.997E+00,4.842E+00,2.499E-01,1.102E+00,1.000E+00,2.775E-01,1.387E+00,1.569E+00,-5.446E-01,9.884E+00,2.034E+00,4.935E+00,3.005E-01,1.000E+00,1.000E+00,9.697E-02,3.579E+00,1.558E+00,-7.462E-01,1.477E+01,2.298E+00,4.935E+00,4.698E-01,1.000E+00,1.000E+00,4.969E-02,5.458E+00
6.700E+01,0.000E+00,0.000E+00,7.449E-03,0.000E+00,1.025E-02,0.000E+00,0.000E+00,1.953E-06,1.199E-02,4.381E-02,7.429E-03,1.525E-02,1.941E+00,1.496E+00,-6.611E-01,1.391E+01,2.435E+00,4.871E+00,4.319E-01,1.069E+00,1.000E+00,6.197E-02,4.664E+00,1.513E+00,-5.670E-01,1.510E+01,1.936E+00,4.845E+00,2.599E-01,1.098E+00,1.000E+00,2.763E-01,1.392E+00,1.547E+00,-5.740E-01,1.217E+01,2.015E+00,4.904E+00,3.042E-01,1.032E+00,1.000E+00,9.717E-02,3.573E+00,1.550E+00,-7.560E-01,1.608E+01,2.285E+00,4.931E+00,4.635E-01,1.004E+00,1.000E+00,4.952E-02,5.471E+00
