alpha,H,He,Na,Al,Si,O,Na_1,O_1,Si_2,O_2,Al_3,O_3,amu/ion,thetaK_Al,thetaTilt_Al,thetaM_Al,thetaN_Al,3dK_Al,3dTilt_Al,3dM_Al,3dN_Al,energyK_Al,energyE_Al,thetaK_Na,thetaTilt_Na,thetaM_Na,thetaN_Na,3dK_Na,3dTilt_Na,3dM_Na,3dN_Na,energyK_Na,energyE_Na,thetaK_O,thetaTilt_O,thetaM_O,thetaN_O,3dK_O,3dTilt_O,3dM_O,3dN_O,energyK_O,energyE_O,thetaK_Si,thetaTilt_Si,thetaM_Si,thetaN_Si,3dK_Si,3dTilt_Si,3dM_Si,3dN_Si,energyK_Si,energyE_Si
6.800E+01,0.000E+00,0.000E+00,7.721E-03,0.000E+00,1.055E-02,0.000E+00,0.000E+00,1.953E-06,1.255E-02,4.550E-02,7.700E-03,1.575E-02,2.014E+00,1.486E+00,-7.013E-01,1.682E+01,2.412E+00,4.841E+00,4.473E-01,1.103E+00,1.000E+00,6.169E-02,4.681E+00,1.516E+00,-5.799E-01,1.612E+01,1.905E+00,4.847E+00,2.648E-01,1.096E+00,1.000E+00,2.758E-01,1.395E+00,1.540E+00,-5.887E-01,1.331E+01,2.005E+00,4.889E+00,3.060E-01,1.049E+00,1.000E+00,9.726E-02,3.570E+00,1.547E+00,-7.609E-01,1.673E+01,2.279E+00,4.929E+00,4.603E-01,1.006E+00,1.000E+00,4.944E-02,5.478E+00
6.900E+01,0.000E+00,0.000E+00,7.993E-03,0.000E+00,1.084E-02,0.000E+00,0.000E+00,1.953E-06,1.312E-02,4.719E-02,7.972E-03,1.624E-02,2.087E+00,1.484E+00,-7.414E-01,1.974E+01,2.389E+00,4.811E+00,4.627E-01,1.137E+00,1.000E+00,6.140E-02,4.697E+00,1.519E+00,-5.929E-01,1.714E+01,1.874E+00,4.848E+00,2.698E-01,1.094E+00,1.000E+00,2.752E-01,1.397E+00,1.534E+00,-6.034E-01,1.445E+01,1.996E+00,4.875E+00,3.078E-01,1.065E+00,1.000E+00,9.736E-02,3.567E+00,1.544E+00,-7.658E-01,1.738E+01,2.272E+00,4.928E+00,4.572E-01,1.007E+00,1.000E+00,4.935E-02,5.485E+00
7.000E+01,0.000E+00,0.000E+00,8.714E-03,0.000E+00,1.143E-02,0.000E+00,9.766E-07,1.953E-06,1.465E-02,5.233E-02,8.689E-03,1.723E-02,2.280E+00,1.461E+00,-7.369E-01,2.069E+01,2.457E+00,4.807E+00,4.513E-01,1.142E+00,1.000E+00,6.226E-02,4.648E+00,1.461E+00,-5.630E-01,1.645E+01,2.093E+00,4.821E+00,2.680E-01,1.126E+00,1.000E+00,2.734E-01,1.405E+00,1.503E+00,-5.947E-01,1.434E+01,2.130E+00,4.836E+00,3.122E-01,1.108E+00,1.000E+00,9.519E-02,3.636E+00,1.492E+00,-7.729E-01,1.966E+01,2.449E+00,4.857E+00,4.760E-01,1.085E+00,1.000E+00,4.893E-02,5.520E+00
7.100E+01,0.000E+00,0.000E+00,9.075E-03,0.000E+00,1.172E-02,0.000E+00,1.465E-06,1.953E-06,1.542E-02,5.491E-02,9.048E-03,1.773E-02,2.377E+00,1.449E+00,-7.346E-01,2.116E+01,2.491E+00,4.805E+00,4.457E-01,1.145E+00,1.000E+00,6.270E-02,4.623E+00,1.435E+00,-5.480E-01,1.611E+01,2.202E+00,4.807E+00,2.671E-01,1.142E+00,1.000E+00,2.725E-01,1.409E+00,1.488E+00,-5.904E-01,1.428E+01,2.197E+00,4.817E+00,3.144E-01,1.130E+00,1.000E+00,9.411E-02,3.671E+00,1.469E+00,-7.764E-01,2.080E+01,2.537E+00,4.823E+00,4.854E-01,1.123E+00,1.000E+00,4.872E-02,5.538E+00
7.200E+01,0.000E+00,0.000E+00,9.436E-03,0.000E+00,1.201E-02,0.000E+00,1.953E-06,1.953E-06,1.618E-02,5.748E-02,9.406E-03,1.822E-02,2.474E+00,1.438E+00,-7.323E-01,2.163E+01,2.525E+00,4.803E+00,4.400E-01,1.147E+00,1.000E+00,6.313E-02,4.598E+00,1.410E+00,-5.331E-01,1.577E+01,2.311E+00,4.794E+00,2.662E-01,1.158E+00,1.000E+00,2.715E-01,1.413E+00,1.474E+00,-5.860E-01,1.422E+01,2.263E+00,4.799E+00,3.166E-01,1.152E+00,1.000E+00,9.302E-02,3.706E+00,1.446E+00,-7.800E-01,2.193E+01,2.625E+00,4.790E+00,4.948E-01,1.162E+00,1.000E+00,4.851E-02,5.556E+00
7.300E+01,0.000E+00,0.000E+00,9.968E-03,0.000E+00,1.268E-02,0.000E+00,1.953E-06,1.465E-06,1.740E-02,6.130E-02,9.982E-03,1.896E-02,2.627E+00,1.412E+00,-7.255E-01,2.144E+01,2.668E+00,4.728E+00,4.364E-01,1.238E+00,1.000E+00,6.150E-02,4.694E+00,1.395E+00,-5.147E-01,1.448E+01,2.427E+00,4.726E+00,2.650E-01,1.241E+00,1.000E+00,2.767E-01,1.391E+00,1.455E+00,-5.792E-01,1.408E+01,2.355E+00,4.768E+00,3.201E-01,1.189E+00,1.000E+00,9.450E-02,3.658E+00,1.425E+00,-7.777E-01,2.289E+01,2.701E+00,4.752E+00,4.955E-01,1.209E+00,1.000E+00,4.844E-02,5.562E+00
7.400E+01,0.000E+00,0.000E+00,1.050E-02,0.000E+00,1.334E-02,0.000E+00,1.953E-06,9.766E-07,1.861E-02,6.512E-02,1.056E-02,1.970E-02,2.781E+00,1.388E+00,-7.187E-01,2.124E+01,2.811E+00,4.659E+00,4.328E-01,1.329E+00,1.000E+00,5.987E-02,4.789E+00,1.384E+00,-4.964E-01,1.320E+01,2.544E+00,4.663E+00,2.637E-01,1.324E+00,1.000E+00,2.818E-01,1.368E+00,1.438E+00,-5.725E-01,1.394E+01,2.447E+00,4.738E+00,3.236E-01,1.226E+00,1.000E+00,9.598E-02,3.610E+00,1.405E+00,-7.754E-01,2.385E+01,2.777E+00,4.715E+00,4.962E-01,1.256E+00,1.000E+00,4.836E-02,5.568E+00
7.500E+01,0.000E+00,0.000E+00,1.120E-02,0.000E+00,1.357E-02,0.000E+00,3.418E-06,2.441E-06,2.026E-02,6.987E-02,1.126E-02,2.000E-02,2.950E+00,1.355E+00,-7.116E-01,2.185E+01,2.980E+00,4.620E+00,4.462E-01,1.383E+00,1.000E+00,5.906E-02,4.839E+00,1.330E+00,-4.823E-01,1.310E+01,2.878E+00,4.614E+00,2.823E-01,1.391E+00,1.000E+00,2.733E-01,1.407E+00,1.411E+00,-5.631E-01,1.376E+01,2.599E+00,4.713E+00,3.334E-01,1.257E+00,1.000E+00,9.494E-02,3.643E+00,1.364E+00,-7.634E-01,2.301E+01,3.057E+00,4.641E+00,5.066E-01,1.354E+00,1.000E+00,4.788E-02,5.610E+00
7.600E+01,0.000E+00,0.000E+00,1.190E-02,0.000E+00,1.379E-02,0.000E+00,4.883E-06,3.906E-06,2.192E-02,7.463E-02,1.197E-02,2.030E-02,3.119E+00,1.324E+00,-7.045E-01,2.246E+01,3.149E+00,4.582E+00,4.597E-01,1.436E+00,1.000E+00,5.825E-02,4.890E+00,1.283E+00,-4.682E-01,1.300E+01,3.213E+00,4.568E+00,3.008E-01,1.457E+00,1.000E+00,2.647E-01,1.445E+00,1.385E+00,-5.537E-01,1.358E+01,2.751E+00,4.689E+00,3.433E-01,1.289E+00,1.000E+00,9.391E-02,3.676E+00,1.329E+00,-7.513E-01,2.216E+01,3.338E+00,4.572E+00,5.171E-01,1.452E+00,1.000E+00,4.739E-02,5.653E+00
7.700E+01,0.000E+00,0.000E+00,1.248E-02,0.000E+00,1.415E-02,0.000E+00,5.371E-06,4.395E-06,2.344E-02,7.918E-02,1.257E-02,2.093E-02,3.284E+00,1.302E+00,-6.862E-01,1.973E+01,3.442E+00,4.530E+00,4.709E-01,1.514E+00,1.000E+00,5.760E-02,4.932E+00,1.282E+00,-4.534E-01,1.192E+01,3.306E+00,4.555E+00,2.934E-01,1.477E+00,1.000E+00,2.626E-01,1.456E+00,1.347E+00,-5.387E-01,1.316E+01,3.021E+00,4.628E+00,3.465E-01,1.371E+00,1.000E+00,9.275E-02,3.715E+00,1.303E+00,-7.453E-01,2.239E+01,3.516E+00,4.522E+00,5.222E-01,1.526E+00,1.000E+00,4.683E-02,5.702E+00
7.800E+01,0.000E+00,0.000E+00,1.306E-02,0.000E+00,1.451E-02,0.000E+00,5.859E-06,4.883E-06,2.496E-02,8.374E-02,1.317E-02,2.156E-02,3.450E+00,1.290E+00,-6.680E-01,1.699E+01,3.735E+00,4.480E+00,4.821E-01,1.592E+00,1.000E+00,5.695E-02,4.974E+00,1.284E+00,-4.387E-01,1.084E+01,3.399E+00,4.542E+00,2.860E-01,1.496E+00,1.000E+00,2.604E-01,1.466E+00,1.313E+00,-5.236E-01,1.274E+01,3.292E+00,4.570E+00,3.497E-01,1.454E+00,1.000E+00,9.159E-02,3.754E+00,1.278E+00,-7.392E-01,2.262E+01,3.694E+00,4.475E+00,5.273E-01,1.600E+00,1.000E+00,4.628E-02,5.752E+00
7.900E+01,0.000E+00,0.000E+00,1.381E-02,0.000E+00,1.455E-02,0.000E+00,6.836E-06,4.395E-06,2.682E-02,8.882E-02,1.379E-02,2.139E-02,3.616E+00,1.235E+00,-6.640E-01,1.782E+01,4.192E+00,4.306E+00,5.103E-01,1.896E+00,1.000E+00,5.534E-02,5.085E+00,1.238E+00,-4.220E-01,1.079E+01,3.784E+00,4.456E+00,2.940E-01,1.630E+00,1.000E+00,2.715E-01,1.415E+00,1.278E+00,-5.174E-01,1.253E+01,3.626E+00,4.484E+00,3.704E-01,1.586E+00,1.000E+00,9.071E-02,3.784E+00,1.220E+00,-7.211E-01,2.152E+01,4.297E+00,4.323E+00,5.433E-01,1.863E+00,1.000E+00,4.405E-02,5.973E+00
8.000E+01,0.000E+00,0.000E+00,1.456E-02,0.000E+00,1.458E-02,0.000E+00,7.813E-06,3.906E-06,2.869E-02,9.390E-02,1.441E-02,2.123E-02,3.782E+00,1.188E+00,-6.600E-01,1.866E+01,4.649E+00,4.157E+00,5.386E-01,2.200E+00,1.000E+00,5.373E-02,5.197E+00,1.198E+00,-4.053E-01,1.074E+01,4.168E+00,4.377E+00,3.020E-01,1.765E+00,1.000E+00,2.826E-01,1.365E+00,1.247E+00,-5.112E-01,1.233E+01,3.960E+00,4.405E+00,3.910E-01,1.717E+00,1.000E+00,8.982E-02,3.815E+00,1.174E+00,-7.030E-01,2.043E+01,4.901E+00,4.192E+00,5.592E-01,2.126E+00,1.000E+00,4.182E-02,6.194E+00
8.100E+01,0.000E+00,0.000E+00,1.468E-02,0.000E+00,1.406E-02,0.000E+00,6.836E-06,5.859E-06,2.976E-02,9.544E-02,1.460E-02,2.106E-02,3.827E+00,1.141E+00,-6.449E-01,1.772E+01,5.364E+00,4.060E+00,5.443E-01,2.425E+00,1.000E+00,5.256E-02,5.286E+00,1.130E+00,-3.914E-01,1.057E+01,5.102E+00,4.141E+00,3.236E-01,2.235E+00,1.000E+00,2.784E-01,1.383E+00,1.201E+00,-5.001E-01,1.202E+01,4.522E+00,4.304E+00,4.017E-01,1.900E+00,1.000E+00,8.868E-02,3.856E+00,1.137E+00,-6.992E-01,2.004E+01,5.489E+00,4.113E+00,5.715E-01,2.299E+00,1.000E+00,4.063E-02,6.328E+00
8.200E+01,0.000E+00,0.000E+00,1.479E-02,0.000E+00,1.355E-02,0.000E+00,5.859E-06,7.813E-06,3.083E-02,9.699E-02,1.479E-02,2.090E-02,3.872E+00,1.104E+00,-6.299E-01,1.679E+01,6.078E+00,3.972E+00,5.501E-01,2.650E+00,1.000E+00,5.138E-02,5.374E+00,1.077E+00,-3.775E-01,1.041E+01,6.036E+00,3.951E+00,3.453E-01,2.706E+00,1.000E+00,2.743E-01,1.401E+00,1.163E+00,-4.890E-01,1.170E+01,5.084E+00,4.212E+00,4.124E-01,2.082E+00,1.000E+00,8.753E-02,3.898E+00,1.105E+00,-6.954E-01,1.966E+01,6.077E+00,4.041E+00,5.838E-01,2.472E+00,1.000E+00,3.943E-02,6.462E+00
8.300E+01,0.000E+00,0.000E+00,1.376E-02,0.000E+00,1.223E-02,0.000E+00,4.883E-06,5.859E-06,2.942E-02,9.144E-02,1.388E-02,1.937E-02,3.633E+00,1.072E+00,-6.284E-01,1.599E+01,6.948E+00,3.899E+00,5.582E-01,2.853E+00,1.000E+00,5.054E-02,5.442E+00,1.022E+00,-3.586E-01,1.005E+01,7.360E+00,3.782E+00,3.396E-01,3.215E+00,1.000E+00,2.716E-01,1.413E+00,1.123E+00,-4.779E-01,1.123E+01,5.870E+00,4.065E+00,4.254E-01,2.413E+00,1.000E+00,8.313E-02,4.076E+00,1.057E+00,-6.855E-01,1.872E+01,7.199E+00,3.909E+00,5.957E-01,2.824E+00,1.000E+00,3.736E-02,6.730E+00
8.400E+01,0.000E+00,0.000E+00,1.273E-02,0.000E+00,1.091E-02,0.000E+00,3.906E-06,3.906E-06,2.802E-02,8.589E-02,1.297E-02,1.784E-02,3.394E+00,1.048E+00,-6.270E-01,1.520E+01,7.818E+00,3.832E+00,5.664E-01,3.055E+00,1.000E+00,4.970E-02,5.510E+00,9.798E-01,-3.398E-01,9.688E+00,8.684E+00,3.639E+00,3.340E-01,3.724E+00,1.000E+00,2.689E-01,1.426E+00,1.091E+00,-4.668E-01,1.075E+01,6.656E+00,3.938E+00,4.384E-01,2.744E+00,1.000E+00,7.872E-02,4.254E+00,1.020E+00,-6.755E-01,1.778E+01,8.321E+00,3.794E+00,6.076E-01,3.175E+00,1.000E+00,3.528E-02,6.997E+00
8.500E+01,0.000E+00,0.000E+00,9.612E-03,0.000E+00,7.717E-03,0.000E+00,3.418E-06,2.930E-06,2.140E-02,6.452E-02,9.681E-03,1.288E-02,2.538E+00,1.036E+00,-6.146E-01,1.361E+01,8.680E+00,3.785E+00,5.785E-01,3.205E+00,1.000E+00,4.306E-02,6.212E+00,9.550E-01,-3.137E-01,8.320E+00,1.069E+01,3.601E+00,3.393E-01,3.873E+00,1.000E+00,2.514E-01,1.518E+00,1.069E+00,-4.468E-01,9.525E+00,7.689E+00,3.887E+00,4.423E-01,2.887E+00,1.000E+00,7.532E-02,4.417E+00,1.028E+00,-6.659E-01,1.539E+01,8.802E+00,3.825E+00,6.139E-01,3.077E+00,1.000E+00,3.112E-02,7.717E+00
8.600E+01,0.000E+00,0.000E+00,6.497E-03,0.000E+00,4.520E-03,0.000E+00,2.930E-06,1.953E-06,1.479E-02,4.316E-02,6.396E-03,7.918E-03,1.681E+00,1.032E+00,-6.021E-01,1.202E+01,9.543E+00,3.740E+00,5.905E-01,3.354E+00,1.000E+00,3.643E-02,6.914E+00,9.504E-01,-2.875E-01,6.951E+00,1.269E+01,3.564E+00,3.446E-01,4.023E+00,1.000E+00,2.339E-01,1.610E+00,1.059E+00,-4.269E-01,8.304E+00,8.723E+00,3.839E+00,4.462E-01,3.031E+00,1.000E+00,7.191E-02,4.580E+00,1.044E+00,-6.562E-01,1.301E+01,9.283E+00,3.857E+00,6.202E-01,2.978E+00,1.000E+00,2.696E-02,8.438E+00
8.700E+01,0.000E+00,0.000E+00,3.421E-03,0.000E+00,2.272E-03,0.000E+00,1.465E-06,9.766E-07,7.577E-03,2.212E-02,3.271E-03,4.051E-03,8.622E-01,9.881E-01,-6.471E-01,1.089E+01,1.336E+01,3.766E+00,6.719E-01,3.268E+00,1.000E+00,2.996E-02,8.145E+00,1.033E+00,-3.449E-01,5.929E+00,1.190E+01,3.800E+00,4.403E-01,3.156E+00,1.000E+00,2.038E-01,1.845E+00,1.075E+00,-4.789E-01,7.928E+00,9.484E+00,3.843E+00,5.193E-01,3.019E+00,1.000E+00,6.820E-02,4.792E+00,1.010E+00,-7.201E-01,1.283E+01,1.170E+01,3.693E+00,7.028E-01,3.519E+00,1.000E+00,2.216E-02,9.860E+00
8.800E+01,0.000E+00,0.000E+00,3.447E-04,0.000E+00,2.441E-05,0.000E+00,0.000E+00,0.000E+00,3.672E-04,1.076E-03,1.455E-04,1.836E-04,4.313E-02,9.685E-01,-6.922E-01,9.754E+00,1.718E+01,3.792E+00,7.533E-01,3.181E+00,1.000E+00,2.348E-02,9.377E+00,1.125E+00,-4.023E-01,4.908E+00,1.112E+01,4.118E+00,5.359E-01,2.289E+00,1.000E+00,1.738E-01,2.079E+00,1.090E+00,-5.308E-01,7.552E+00,1.025E+01,3.847E+00,5.923E-01,3.008E+00,1.000E+00,6.449E-02,5.003E+00,9.828E-01,-7.840E-01,1.266E+01,1.411E+01,3.555E+00,7.854E-01,4.061E+00,1.000E+00,1.736E-02,1.128E+01
8.900E+01,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.930E-06,9.766E-07,9.766E-07,5.859E-06,1.953E-06,5.859E-06,2.365E-04,3.142E+00,0.000E+00,0.000E+00,0.000E+00,9.870E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.142E+00,0.000E+00,0.000E+00,0.000E+00,9.870E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.142E+00,0.000E+00,0.000E+00,0.000E+00,9.870E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.142E+00,0.000E+00,0.000E+00,0.000E+00,9.870E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
