alpha,H,He,Na,Al,Si,O,Na_1,O_1,Si_2,O_2,Al_3,O_3,amu/ion,thetaK_Al,thetaTilt_Al,thetaM_Al,thetaN_Al,3dK_Al,3dTilt_Al,3dM_Al,3dN_Al,energyK_Al,energyE_Al,thetaK_Na,thetaTilt_Na,thetaM_Na,thetaN_Na,3dK_Na,3dTilt_Na,3dM_Na,3dN_Na,energyK_Na,energyE_Na,thetaK_O,thetaTilt_O,thetaM_O,thetaN_O,3dK_O,3dTilt_O,3dM_O,3dN_O,energyK_O,energyE_O,thetaK_Si,thetaTilt_Si,thetaM_Si,thetaN_Si,3dK_Si,3dTilt_Si,3dM_Si,3dN_Si,energyK_Si,energyE_Si
26.0,0.0,0.0,0.0031478271484374374,0.0,0.0019582519531249373,0.0,0.0,3.662109375e-07,0.001156494140625,0.0049638671875,0.0032215576171875,0.0075225830078125,0.44703809951089074,1.8253342610163994,-0.370840485093977,4.04180895308385,1.3666906723187726,8.283185307179584,0.19548831182922613,1.0,1.0,0.07370687811610031,4.080219601194755,1.6376950784882696,-0.25223116541731616,3.5019831088452076,1.9583367427798584,8.283185307179584,0.15849347241224546,1.0,1.0,0.2839828185494962,1.359030816396011,1.7013230786129663,-0.2745043608258822,3.2934428555604125,1.8115312847409029,8.283185307179584,0.17129202847698677,1.0,1.0,0.10755913535555062,3.2821042200862345,1.774741598531829,-0.258698413822558,2.522671030895588,1.768644379499304,8.283185307179584,0.18467654336497474,1.0,1.0,0.06141970798548156,4.656266455652947
27.0,0.0,0.0,0.0032297363281249248,0.0,0.001999511718749925,0.0,0.0,2.44140625e-07,0.00119873046875,0.0051591796874999995,0.003292236328125,0.007697021484375,0.4588867390726583,1.8328544833748586,-0.38649212008276457,4.191115941370153,1.348675015998098,8.283185307179584,0.20396519972685667,1.0,1.0,0.07341026610573792,4.092928884176818,1.642907079586122,-0.27190639132407163,3.7276912720277404,1.9183672297156695,8.283185307179584,0.1661374157356438,1.0,1.0,0.2833198345795591,1.3618097054248723,1.6985534416193155,-0.28076890179958136,3.332750657267914,1.8333675254952722,8.283185307179584,0.17698213536003488,1.0,1.0,0.10708237887408022,3.29425876504623,1.7793783417008568,-0.2743254493116909,2.607669857850362,1.757432481927208,8.283185307179584,0.1956441137429024,1.0,1.0,0.0610300960121752,4.67850052725149
28.0,0.0,0.0,0.003311645507812412,0.0,0.0020407714843749124,0.0,0.0,1.220703125e-07,0.001240966796875,0.0053544921875,0.0033629150390625,0.0078714599609375,0.47073537863442594,1.8408110938394926,-0.4021437550715521,4.340422929656458,1.3306593596774232,8.283185307179584,0.2124420876244872,1.0,1.0,0.07311365409537554,4.105638167158881,1.6494816288354186,-0.2915816172308271,3.9533994352102733,1.878397716651481,8.283185307179584,0.17378135905904216,1.0,1.0,0.2826568506096221,1.3645885944537337,1.6958313942748773,-0.28703344277328047,3.372058458975416,1.8552037662496415,8.283185307179584,0.18267224224308298,1.0,1.0,0.10660562239260982,3.306413310006225,1.7842401027047727,-0.2899524848008238,2.6926686848051355,1.746220584355112,8.283185307179584,0.20661168412083003,1.0,1.0,0.06064048403886883,4.700734598850033
29.0,0.0,0.0,0.003352600097656156,0.0,0.0020614013671874064,0.0,0.0,6.103515625e-08,0.0012620849609375,0.0054521484375,0.00339825439453125,0.00795867919921875,0.47665969841530975,1.8449442398938314,-0.4099695725659459,4.41507642379961,1.321651531517086,8.283185307179584,0.21668053157330247,1.0,1.0,0.07296534809019434,4.111992808649912,1.6532403272682257,-0.3014192301842048,4.06625351680154,1.8584129601193866,8.283185307179584,0.17760333072074133,1.0,1.0,0.2823253586246536,1.3659780389681644,1.6944876771976158,-0.2901657132601301,3.3917123598291665,1.8661218866268259,8.283185307179584,0.18551729568460706,1.0,1.0,0.10636724415187461,3.312490582486223,1.7867487873083014,-0.29776600254539026,2.7351680982825224,1.740614635569064,8.283185307179584,0.21209546930979384,1.0,1.0,0.06044567805221565,4.711851634649305
30.0,0.0,0.0,0.0033935546874999,0.0,0.0020820312499999,0.0,0.0,0.0,0.001283203125,0.0055498046875,0.00343359375,0.0080458984375,0.4825840181961935,1.8491762638317608,-0.41779539006033967,4.489729917942762,1.3126437033567486,8.283185307179584,0.22091897552211776,1.0,1.0,0.07281704208501315,4.118347450140944,1.6572950920364002,-0.3112568431375825,4.1791075983928065,1.838428203587292,8.283185307179584,0.1814253023824405,1.0,1.0,0.281993866639685,1.367367483482595,1.6931552154817004,-0.29329798374697963,3.411366260682917,1.8770400070040105,8.283185307179584,0.18836234912613112,1.0,1.0,0.1061288659111394,3.3185678549662208,1.7893060099848441,-0.3055795202899567,2.7776675117599092,1.7350086867830157,8.283185307179584,0.21757925449875765,1.0,1.0,0.06025087206556247,4.722968670448576
31.0,0.0,0.0,0.0036478271484374127,0.0,0.0022319335937499123,0.0,0.0,0.0,0.0014169921875,0.0060438232421874995,0.0036895751953125,0.00859423828125,0.5199208645007709,1.8270453786326053,-0.4339934212132658,4.777806869866705,1.3740416862118954,8.283185307179584,0.2339705685057375,1.0,1.0,0.07224554125450905,4.144897740569098,1.652054696105548,-0.3098820460726396,4.113022302328433,1.8822228508053431,8.283185307179584,0.18461352628237288,1.0,1.0,0.2815520061234411,1.3692729652580582,1.6881855780607142,-0.3015853239329901,3.4910998693177584,1.9019015879118002,8.283185307179584,0.19596770413474385,1.0,1.0,0.10552627078796213,3.335079180040861,1.7755155262281053,-0.332103728251118,3.1041207408344498,1.744976382919806,8.283185307179584,0.23274473612272917,1.0,1.0,0.059630993198930615,4.762528407569141
32.0,0.0,0.0,0.0037749633789061687,0.0,0.002306884765624919,0.0,0.0,0.0,0.00148388671875,0.006290832519531249,0.0038175659179687503,0.008868408203125,0.5385892876530596,1.8165770604287652,-0.44209243678972887,4.921845345828677,1.4047406776394686,8.283185307179584,0.24049636499754734,1.0,1.0,0.07195979083925699,4.158172885783175,1.6495533645023983,-0.3091946475401681,4.079979654296247,1.9041201744143685,8.283185307179584,0.18620763823233907,1.0,1.0,0.2813310758653192,1.3702257061457899,1.685763099713224,-0.3057289940259953,3.530966673635179,1.9143323783656951,8.283185307179584,0.1997703816390502,1.0,1.0,0.1052249732263735,3.3433348425781806,1.7698702054420599,-0.3453658322316987,3.2673473553717196,1.749960230988201,8.283185307179584,0.2403274769347149,1.0,1.0,0.05932105376561469,4.782308276129423
33.0,0.0,0.0,0.003902099609374925,0.0,0.002381835937499925,0.0,0.0,0.0,0.00155078125,0.006537841796875,0.003945556640625,0.009142578125,0.5572577108053482,1.8064772343127231,-0.45019145236619196,5.065883821790648,1.435439669067042,8.283185307179584,0.2470221614893572,1.0,1.0,0.07167404042400494,4.171448030997253,1.647130047464258,-0.30850724900769666,4.04693700626406,1.926017498023394,8.283185307179584,0.18780175018230527,1.0,1.0,0.28111014560719727,1.3711784470335213,1.6833807315075782,-0.3098726641190005,3.5708334779526,1.92676316881959,8.283185307179584,0.20357305914335655,1.0,1.0,0.10492367566478486,3.3515905051155004,1.764940352421422,-0.35862793621227934,3.43057396990899,1.754944079056596,8.283185307179584,0.24791021774670066,1.0,1.0,0.05901111433229876,4.802088144689705
34.0,0.0,0.0,0.0040292358398436815,0.0,0.002456787109374931,0.0,0.0,0.0,0.00161767578125,0.006784851074218751,0.004073547363281251,0.009416748046875,0.5759261339576369,1.7967257134653853,-0.45829046794265504,5.20992229775262,1.4661386604946152,8.283185307179584,0.2535479579811671,1.0,1.0,0.07138829000875288,4.18472317621133,1.6447838745911385,-0.3078198504752252,4.013894358231873,1.9479148216324194,8.283185307179584,0.18939586213227147,1.0,1.0,0.2808892153490753,1.3721311879212528,1.6810374262746342,-0.3140163342120057,3.610700282270021,1.939193959273485,8.283185307179584,0.2073757366476629,1.0,1.0,0.10462237810319622,3.3598461676528206,1.7606516853313603,-0.37189004019286,3.59380058444626,1.759927927124991,8.283185307179584,0.2554929585586864,1.0,1.0,0.058701174898982834,4.821868013249987
35.0,0.0,0.0,0.0041563720703124375,0.0,0.002531738281249938,0.0,0.0,0.0,0.0016845703125,0.0070318603515625005,0.0042015380859375005,0.00969091796875,0.5945945571099256,1.7873037325032315,-0.46638948351911813,5.353960773714592,1.4968376519221884,8.283185307179584,0.2600737544729769,1.0,1.0,0.07110253959350084,4.197998321425406,1.6425140155792728,-0.30713245194275374,3.980851710199687,1.9698121452414448,8.283185307179584,0.19098997408223767,1.0,1.0,0.2806682850909534,1.3730839288089842,1.6787321674834086,-0.31816000430501096,3.650567086587442,1.9516247497273798,8.283185307179584,0.21117841415196928,1.0,1.0,0.10432108054160757,3.3681018301901404,1.7569390050724012,-0.3851521441734407,3.75702719898353,1.764911775193386,8.283185307179584,0.26307569937067216,1.0,1.0,0.05839123546566691,4.841647881810269
36.0,0.0,0.0,0.0042835083007811935,0.0,0.002606689453124944,0.0,0.0,0.0,0.00175146484375,0.00727886962890625,0.00432952880859375,0.009965087890625,0.6132629802622143,1.7781938145327083,-0.4744884990955812,5.497999249676563,1.527536643349762,8.283185307179584,0.2665995509647868,1.0,1.0,0.0708167891782488,4.211273466639483,1.6403196791968764,-0.3064450534102823,3.9478090621675004,1.9917094688504702,8.283185307179584,0.19258408603220387,1.0,1.0,0.28044735483283145,1.3740366696967157,1.6764639679721784,-0.3223036743980162,3.6904338909048624,1.9640555401812745,8.283185307179584,0.21498109165627566,1.0,1.0,0.10401978298001893,3.37635749272746,1.7537447743748806,-0.3984142481540213,3.9202538135208003,1.7698956232617813,8.283185307179584,0.27065844018265794,1.0,1.0,0.05808129603235099,4.861427750370552
