alpha,H,He,Cr,S,Cr_1,S_1,amu/ion,thetaK_Cr,thetaTilt_Cr,thetaM_Cr,thetaN_Cr,3dK_Cr,3dTilt_Cr,3dM_Cr,3dN_Cr,energyK_Cr,energyE_Cr,thetaK_S,thetaTilt_S,thetaM_S,thetaN_S,3dK_S,3dTilt_S,3dM_S,3dN_S,energyK_S,energyE_S
20.0,0.0,0.0,0.0038017578125,0.0,0.0051572265625,0.0119501953124999,0.8486855644921876,1.729315069351318,-0.07321981608193331,1.5469768635237369,1.9667844542259236,8.283185307179584,0.08985393555564627,1.0,1.0,0.05142882886127028,4.510638385299989,1.6295437540335311,-0.03414013391194297,1.47280449213056,2.5277332654594895,8.283185307179584,0.08764373821318443,1.0,1.0,0.12492767711634814,2.595848332904948
21.0,0.0,0.0,0.003913696289062499,0.0,0.005294311523437499,0.012264526367187412,0.8717967807299805,1.7337895121066782,-0.08838149057584102,1.6298741621621582,1.9273562748408064,8.283185307179584,0.09564369928286594,1.0,1.0,0.05129995455640321,4.518546168471358,1.6338721070768254,-0.04731507090810906,1.5423717179697518,2.4764452484669346,8.283185307179584,0.0937064815896019,1.0,1.0,0.12448309444128586,2.6035006575549167
22.0,0.0,0.0,0.004025634765624999,0.0,0.005431396484375,0.012578857421874924,0.8949079969677735,1.7390822019094752,-0.10354316506974873,1.7127714608005795,1.8879280954556892,8.283185307179584,0.1014334630100856,1.0,1.0,0.05117108025153613,4.526453951642727,1.6388197297355003,-0.060490007904275146,1.6119389438089438,2.4251572314743797,8.283185307179584,0.09976922496601939,1.0,1.0,0.12403851176622357,2.6111529822048856
23.0,0.0,0.0,0.0041375732421874995,0.0,0.0055684814453125,0.012893188476562437,0.9180192132055665,1.7451570614855445,-0.11870483956365643,1.795668759439001,1.848499916070572,8.283185307179584,0.10722322673730528,1.0,1.0,0.051042205946669056,4.534361734814096,1.6443780477469678,-0.07366494490044123,1.6815061696481357,2.3738692144818248,8.283185307179584,0.10583196834243687,1.0,1.0,0.12359392909116129,2.6188053068548545
24.0,0.0,0.0,0.00419354248046875,0.0,0.00563702392578125,0.013050354003906193,0.9295748213244629,1.7484773275254282,-0.1262856768106103,1.8371174087582118,1.8287858263780135,8.283185307179584,0.11011810860091512,1.0,1.0,0.05097776879423552,4.538315626399781,1.6473832737897056,-0.08025241339852428,1.7162897825677317,2.348225205985547,8.283185307179584,0.1088633400306456,1.0,1.0,0.12337163775363015,2.6226314691798387
25.0,0.0,0.0,0.00424951171875,0.0,0.005705566406249999,0.01320751953124995,0.9411304294433593,1.7519809846092707,-0.13386651405756414,1.8785660580774224,1.8090717366854547,8.283185307179584,0.11301299046452494,1.0,1.0,0.05091333164180198,4.542269517985464,1.6505376357335217,-0.08683988189660732,1.7510733954873277,2.32258119748927,8.283185307179584,0.11189471171885434,1.0,1.0,0.12314934641609901,2.626457631504823
26.0,0.0,0.0,0.0043614501953125,0.0,0.0058426513671875,0.013521850585937462,0.9642416456811522,1.7595243041351831,-0.14902818855147185,1.9614633567158437,1.7696435573003375,8.283185307179584,0.1188027541917446,1.0,1.0,0.0507844573369349,4.5501773011568325,1.6572892686356273,-0.10001481889277342,1.8206406213265196,2.271293180496715,8.283185307179584,0.11795745509527182,1.0,1.0,0.12270476374103673,2.6341099561547914
27.0,0.0,0.0,0.004473388671875,0.0,0.005979736328125,0.013836181640624974,0.9873528619189452,1.767760917883662,-0.16418986304537955,2.0443606553542653,1.7302153779152203,8.283185307179584,0.12459251791896428,1.0,1.0,0.050655583032067825,4.5580850843282015,1.664624608099023,-0.11318975588893951,1.8902078471657116,2.22000516350416,8.283185307179584,0.1240201984716893,1.0,1.0,0.12226018106597444,2.6417622808047603
28.0,0.0,0.0,0.0045853271484375,0.0,0.006116821289062499,0.014150512695312487,1.0104640781567382,1.7766682421291944,-0.17935153753928726,2.127257953992687,1.6907871985301028,8.283185307179584,0.13038228164618393,1.0,1.0,0.05052670872720075,4.5659928674995705,1.6725366374944057,-0.1263646928851056,1.9597750730049035,2.1687171465116046,8.283185307179584,0.13008294184810676,1.0,1.0,0.12181559839091216,2.649414605454729
29.0,0.0,0.0,0.00464129638671875,0.0,0.00618536376953125,0.014307678222656243,1.0220196862756348,1.7813672946701855,-0.1869323747862411,2.1687066033118976,1.6710731088375441,8.283185307179584,0.13327716350979377,1.0,1.0,0.05046227157476721,4.569946759085255,1.6767071492117527,-0.13295216138318866,1.9945586859244995,2.1430731380153274,8.283185307179584,0.1331143135363155,1.0,1.0,0.12159330705338103,2.6532407677797134
30.0,0.0,0.0,0.004697265625,0.0,0.00625390625,0.01446484375,1.033575294394531,1.786227083743693,-0.19451321203319497,2.210155252631108,1.6513590191449856,8.283185307179584,0.1361720453734036,1.0,1.0,0.05039783442233367,4.573900650670939,1.6810199354949515,-0.1395396298812717,2.0293422988440954,2.1174291295190497,8.283185307179584,0.13614568522452425,1.0,1.0,0.12137101571584989,2.6570669301046976
31.0,0.0,0.0,0.0049627685546875,1.220703125e-07,0.00664990234375,0.0153487548828125,1.0961715977191844,1.7847183556802226,-0.2216984720114174,2.4198172926537866,1.63819457992079,8.283185307179584,0.15093893766317967,1.0,1.0,0.05010595806670941,4.5927661698970415,1.6773485773286736,-0.1599360041927777,2.1872155239556665,2.1052400718664988,8.283185307179584,0.1464068046623821,1.0,1.0,0.12081706544019216,2.6671564394460927
32.0,0.0,0.0,0.00509552001953125,1.8310546875e-07,0.006847900390625,0.015790710449218752,1.127469749381511,1.784792268597574,-0.2352911020005286,2.5246483126651262,1.6316123603086923,8.283185307179584,0.1583223838080677,1.0,1.0,0.049960019888897284,4.602198929510093,1.67608118067481,-0.17013419134853072,2.2661521365114523,2.099145543040223,8.283185307179584,0.15153736438131105,1.0,1.0,0.12054009030236329,2.6722011941167905
33.0,0.0,0.0,0.005228271484375,2.44140625e-07,0.0070458984375,0.016232666015625,1.1587679010438374,1.785352761251613,-0.2488837319896398,2.629479332676466,1.6250301406965946,8.283185307179584,0.16570582995295574,1.0,1.0,0.04981408171108515,4.611631689123144,1.6751570424819318,-0.18033237850428374,2.345088749067238,2.0930510142139473,8.283185307179584,0.15666792410023997,1.0,1.0,0.12026311516453442,2.677245948787488
34.0,0.0,0.0,0.00536102294921875,3.0517578125e-07,0.007243896484375,0.01667462158203125,1.190066052706164,1.7863571730011594,-0.262476361978751,2.734310352687805,1.6184479210844969,8.283185307179584,0.17308927609784377,1.0,1.0,0.04966814353327302,4.621064448736195,1.674552388968584,-0.19053056566003673,2.4240253616230234,2.0869564853876716,8.283185307179584,0.1617984838191689,1.0,1.0,0.11998614002670555,2.682290703458185
35.0,0.0,0.0,0.0054937744140624994,3.662109375e-07,0.00744189453125,0.0171165771484375,1.2213642043684905,1.7877671968909432,-0.2760689919678623,2.8391413726991446,1.6118657014723992,8.283185307179584,0.1804727222427318,1.0,1.0,0.049522205355460897,4.630497208349247,1.6742454743076696,-0.20072875281578975,2.502961974178809,2.080861956561396,8.283185307179584,0.16692904353809784,1.0,1.0,0.11970916488887669,2.687335458128883
36.0,0.0,0.0,0.00562652587890625,4.2724609375e-07,0.007639892578125,0.01755853271484375,1.252662356030817,1.7895482842208263,-0.2896616219569735,2.943972392710484,1.6052834818603015,8.283185307179584,0.18785616838761987,1.0,1.0,0.049376267177648765,4.639929967962298,1.6742163589738648,-0.21092693997154277,2.581898586734595,2.0747674277351207,8.283185307179584,0.17205960325702677,1.0,1.0,0.11943218975104783,2.6923802127995806
37.0,0.0,0.0,0.00575927734375,4.8828125e-07,0.007837890625,0.01800048828125,1.2839605076931435,1.7916691429308411,-0.3032542519460847,3.0488034127218233,1.5987012622482037,8.283185307179584,0.1952396145325079,1.0,1.0,0.049230328999836634,4.649362727575349,1.6744467154050242,-0.22112512712729576,2.6608351992903803,2.068672898908845,8.283185307179584,0.1771901629759557,1.0,1.0,0.11915521461321896,2.697424967470278
38.0,0.0,0.0,0.00589202880859375,5.493164062500001e-07,0.008035888671875,0.018442443847656254,1.31525865935547,1.7941013129988488,-0.3168468819351959,3.1536344327331625,1.592119042636106,8.283185307179584,0.20262306067739594,1.0,1.0,0.0490843908220245,4.6587954871884,1.674919657350606,-0.23132331428304875,2.7397718118461656,2.0625783700825693,8.283185307179584,0.1823207226948846,1.0,1.0,0.11887823947539009,2.7024697221409753
39.0,0.0,0.0,0.0060247802734375005,6.103515625e-07,0.00823388671875,0.018884399414062503,1.3465568110177966,1.7968188054026464,-0.3304395119243071,3.258465452744502,1.5855368230240083,8.283185307179584,0.210006506822284,1.0,1.0,0.04893845264421237,4.668228246801451,1.6756195897511776,-0.24152150143880177,2.8187084244019514,2.056483841256294,8.283185307179584,0.18745128241381354,1.0,1.0,0.11860126433756123,2.707514476811673
40.0,0.0,0.0,0.00615753173828125,6.7138671875e-07,0.008431884765625,0.019326354980468752,1.377854962680123,1.7997977938257055,-0.34403214191341835,3.3632964727558416,1.5789546034119106,8.283185307179584,0.21738995296717203,1.0,1.0,0.04879251446640025,4.677661006414502,1.6765320764207081,-0.2517196885945548,2.897645036957737,2.0503893124300183,8.283185307179584,0.19258184213274246,1.0,1.0,0.11832428919973237,2.7125592314823708
41.0,0.0,0.0,0.006290283203125,7.32421875e-07,0.0086298828125,0.019768310546875,1.4091531143424496,1.803016350353483,-0.35762477190252956,3.468127492767181,1.572372383799813,8.283185307179584,0.22477339911206007,1.0,1.0,0.048646576288588116,4.687093766027553,1.6776437231816481,-0.2619178757503078,2.9765816495135224,2.0442947836037426,8.283185307179584,0.19771240185167138,1.0,1.0,0.1180473140619035,2.717603986153068
42.0,0.0,0.0,0.00642303466796875,7.934570312500001e-07,0.008827880859375,0.02021026611328125,1.4404512660047761,1.8064542180433083,-0.37121740189164076,3.5729585127785204,1.5657901641877152,8.283185307179584,0.2321568452569481,1.0,1.0,0.048500638110775984,4.696526525640604,1.6789420744324608,-0.2721160629060608,3.0555182620693078,2.038200254777467,8.283185307179584,0.2028429615706003,1.0,1.0,0.11777033892407462,2.722648740823766
43.0,0.0,0.0,0.0065557861328125,8.544921875e-07,0.00902587890625,0.0206522216796875,1.4717494176671027,1.8100926145520315,-0.384810031880752,3.67778953278986,1.5592079445756175,8.283185307179584,0.23954029140183614,1.0,1.0,0.04835469993296386,4.705959285253655,1.6804155214117142,-0.28231425006181377,3.1344548746250935,2.032105725951191,8.283185307179584,0.20797352128952923,1.0,1.0,0.11749336378624577,2.7276934954944636
44.0,0.0,0.0,0.0066885375976562505,9.1552734375e-07,0.009223876953125,0.021094177246093748,1.5030475693294292,1.813914062045976,-0.39840266186986323,3.782620552801199,1.5526257249635198,8.283185307179584,0.24692373754672417,1.0,1.0,0.04820876175515173,4.715392044866707,1.6820532206669503,-0.2925124372175668,3.2133914871808793,2.026011197124916,8.283185307179584,0.21310408100845818,1.0,1.0,0.11721638864841691,2.732738250165161
45.0,0.0,0.0,0.0068212890625,9.765625e-07,0.009421875,0.0215361328125,1.5343457209917557,1.8179022394536888,-0.41199529185897443,3.8874515728125387,1.5460435053514219,8.283185307179584,0.2543071836916122,1.0,1.0,0.0480628235773396,4.724824804479758,1.683845021445439,-0.3027106243733198,3.2923280997366646,2.0199166682986402,8.283185307179584,0.2182346407273871,1.0,1.0,0.11693941351058804,2.7377830048358587
46.0,0.0,0.0,0.007038085937500001,4.8828125e-07,0.00998974609375,0.02254833984375,1.6079933663133565,1.8079250182772362,-0.43263085080962455,4.095976547728867,1.5882425059628813,8.283185307179584,0.26997827426067933,1.0,1.0,0.04781072214355922,4.741861639277928,1.6797862949213775,-0.3220709627827081,3.5473125614645955,2.0052039566807323,8.283185307179584,0.22317231560374629,1.0,1.0,0.11560572396058642,2.7633584109568647
47.0,0.0,0.0,0.0071464843750000005,2.44140625e-07,0.010273681640625,0.023054443359375003,1.644817188974157,1.8032008074141577,-0.4429486302849496,4.200239035187032,1.609342006268611,8.283185307179584,0.2778138195452129,1.0,1.0,0.04768467142666903,4.750380056677012,1.678377499377894,-0.3317511319874022,3.674804792328561,1.9978476008717783,8.283185307179584,0.22564115304192586,1.0,1.0,0.11493887918558562,2.7761461140173678
48.0,0.0,0.0,0.0072548828125,0.0,0.0105576171875,0.023560546875,1.6816410116349572,1.7986366844101882,-0.45326640976027466,4.304501522645196,1.6304415065743407,8.283185307179584,0.28564936482974645,1.0,1.0,0.047558620709778836,4.758898474076097,1.6773425860549487,-0.3414313011920963,3.802297023192526,1.9904912450628243,8.283185307179584,0.22810999048010544,1.0,1.0,0.11427203441058481,2.788933817077871
49.0,0.0,0.0,0.00758837890625,4.8828125e-07,0.0111796875,0.024808105468749952,1.7710421943121553,1.7844773777523348,-0.4847875093512405,4.942336960625379,1.6327556673101147,8.283185307179584,0.2940776334597792,1.0,1.0,0.04722356253327589,4.781974121994807,1.6873005277126651,-0.3778341995375557,4.369105484418387,1.8797083459677126,8.283185307179584,0.23380087253092804,1.0,1.0,0.11302322520179789,2.813822041585831
50.0,0.0,0.0,0.007755126953125,7.32421875e-07,0.01149072265625,0.025431884765624926,1.8157427856507544,1.7792271980862968,-0.5005480591467234,5.261254679615471,1.6339127476780018,8.283185307179584,0.2982917677747956,1.0,1.0,0.04705603344502442,4.793511945954162,1.6950804604322727,-0.3960356487102854,4.652509715031318,1.8243168964201568,8.283185307179584,0.23664631355633936,1.0,1.0,0.11239882059740443,2.826266153839811
51.0,0.0,0.0,0.007921875,9.765625e-07,0.0118017578125,0.0260556640624999,1.8604433769893536,1.774990567985392,-0.5163086089422063,5.580172398605562,1.6350698280458889,8.283185307179584,0.30250590208981193,1.0,1.0,0.04688850435677295,4.805049769913516,1.7045345991750622,-0.4142370978830151,4.935913945644249,1.768925446872601,8.283185307179584,0.23949175458175065,1.0,1.0,0.11177441599301097,2.8387102660937913
52.0,0.0,0.0,0.008358886718749951,4.8828125e-07,0.01250146484374995,0.02748535156249995,1.965001314432177,1.7646244031723863,-0.5553474318166217,6.522652230599895,1.630222024392261,8.283185307179584,0.32046353905679936,1.0,1.0,0.04616012525434282,4.856996604442317,1.7148787380397787,-0.42777894405689776,5.075496037220445,1.7335739380057036,8.283185307179584,0.24946319872991837,1.0,1.0,0.11300955184483175,2.8140895182549004
53.0,0.0,0.0,0.008577392578124926,2.44140625e-07,0.012851318359374926,0.028200195312499975,2.0172802831535885,1.7616972097993577,-0.5748668432538294,6.9938921465970605,1.627798122565447,8.283185307179584,0.3294423575402931,1.0,1.0,0.04579593570312776,4.882970021706718,1.720213681433914,-0.4345498671438391,5.145287083008542,1.7158981835722549,8.283185307179584,0.2544489208040022,1.0,1.0,0.11362711977074214,2.8017791443354554
54.0,0.0,0.0,0.0087958984374999,0.0,0.0132011718749999,0.0289150390625,2.0695592518750003,1.75997885542894,-0.5943862546910371,7.465132062594227,1.6253742207386332,8.283185307179584,0.33842117602378685,1.0,1.0,0.0454317461519127,4.908943438971118,1.725656328480816,-0.4413207902307804,5.215078128796639,1.6982224291388064,8.283185307179584,0.2594346428780861,1.0,1.0,0.11424468769665254,2.78946877041601
55.0,0.0,0.0,0.009180664062499951,4.8828125e-07,0.01417089843749995,0.030790527343750002,2.200966164823803,1.7379200693362766,-0.6103130757849144,7.995038343841694,1.690491905701374,8.283185307179584,0.34929736068443606,1.0,1.0,0.04542680718262979,4.909304331634958,1.6925799931658174,-0.4136185678726194,4.708815278388922,1.8812375474668417,8.283185307179584,0.26568307590893236,1.0,1.0,0.11235347550828739,2.8275480361609757
56.0,0.0,0.0,0.009373046874999975,7.32421875e-07,0.014655761718749976,0.031728271484375,2.266669621298204,1.7275041097065809,-0.6182764863318531,8.259991484465427,1.7230507481827444,8.283185307179584,0.35473545301476067,1.0,1.0,0.04542433769798834,4.909484777966879,1.6792535980533407,-0.39976745669353897,4.455683853185064,1.9727451066308594,8.283185307179584,0.2688072924243555,1.0,1.0,0.11140786941410483,2.8465876690334584
57.0,0.0,0.0,0.0095654296875,9.765625e-07,0.015140625,0.032666015625,2.332373077772605,1.7174645858573752,-0.6262398968787917,8.52494462508916,1.7556095906641147,8.283185307179584,0.3601735453450853,1.0,1.0,0.045421868213346886,4.9096652242987995,1.668062961547708,-0.38591634551445847,4.202552427981206,2.064252665794877,8.283185307179584,0.2719315089397787,1.0,1.0,0.11046226331992225,2.865627301905941
58.0,0.0,0.0,0.0100166015625,9.765625e-07,0.016130859375,0.0346787109375,2.4717991955431247,1.6869258362015143,-0.6158588757076202,8.100343854407683,1.9070140602495171,8.283185307179584,0.3732663441024693,1.0,1.0,0.04491940315085212,4.947016989731664,1.6444474590987548,-0.40192936558601294,4.531103550311306,2.1455613024304943,8.283185307179584,0.2792640786469984,1.0,1.0,0.11098137037998593,2.854956245818024
59.0,0.0,0.0,0.0102421875,9.765625e-07,0.0166259765625,0.03568505859375,2.5415122544283846,1.6732000418307258,-0.6106683651220344,7.888043469066943,1.9827162950422184,8.283185307179584,0.37981274348116134,1.0,1.0,0.044668170619604736,4.965692872448097,1.6333943586864788,-0.4099358756217902,4.695379111476355,2.186215620748303,8.283185307179584,0.2829303635006083,1.0,1.0,0.11124092391001776,2.849620717774066
60.0,0.0,0.0,0.0104677734375,9.765625e-07,0.01712109375,0.03669140625,2.6112253133136445,1.6604379019620485,-0.6054778545364486,7.6757430837262035,2.0584185298349196,8.283185307179584,0.38635914285985334,1.0,1.0,0.04441693808835736,4.984368755164529,1.6228003654106118,-0.4179423856575674,4.859654672641405,2.2268699390661113,8.283185307179584,0.2865966483542182,1.0,1.0,0.1115004774400496,2.844285189730107
61.0,0.0,0.0,0.01113525390624995,9.765625e-07,0.018603515625,0.03946923828124995,2.811769175063108,1.6608943842851507,-0.6544911681696384,9.632675204099193,1.9596561547579048,8.283185307179584,0.403065333902631,1.0,1.0,0.04466001685368901,4.966140111471155,1.633994030708784,-0.4350192516555327,5.0633741909969405,2.1664026867518618,8.283185307179584,0.29213006701097705,1.0,1.0,0.10991445107803158,2.877433401226728
62.0,0.0,0.0,0.011468994140624925,9.765625e-07,0.0193447265625,0.04085815429687492,2.91204110593784,1.666248400358219,-0.6789978249862332,10.611141264285688,1.9102749672193973,8.283185307179584,0.41141842942401985,1.0,1.0,0.04478155623635484,4.957025789624468,1.6399324958337007,-0.4435576846545153,5.165233950174708,2.136169060594737,8.283185307179584,0.29489677633935646,1.0,1.0,0.10912143789702258,2.894007506975039
