alpha,H,He,Fe,Si,O,Fe_1,O_1,Si_2,O_2,amu/ion,thetaK_Fe,thetaTilt_Fe,thetaM_Fe,thetaN_Fe,3dK_Fe,3dTilt_Fe,3dM_Fe,3dN_Fe,energyK_Fe,energyE_Fe,thetaK_O,thetaTilt_O,thetaM_O,thetaN_O,3dK_O,3dTilt_O,3dM_O,3dN_O,energyK_O,energyE_O,thetaK_Si,thetaTilt_Si,thetaM_Si,thetaN_Si,3dK_Si,3dTilt_Si,3dM_Si,3dN_Si,energyK_Si,energyE_Si
12.0,0.0,0.0,0.004854003906249975,0.0,0.0,3.3935546875e-05,0.00011816406250000001,0.002439453124999975,0.009792724609375001,0.499838954352003,1.7540571304076276,-0.04635584329625537,1.5149092358171616,1.7078264364888827,8.283185307179584,0.05346875368380791,1.0,1.0,0.05880950913901099,4.024642159738674,1.6261886711924092,-0.04854038155050956,1.9128869781247277,2.0437331283415094,8.283185307179584,0.04914791203140767,1.0,1.0,0.1073138164733935,3.2881222656556117,1.7073631863942285,-0.022454045601057467,1.4974140088146122,1.8515659198783796,8.283185307179584,0.05075145231110824,1.0,1.0,0.05352807438316985,5.164006697243368
13.0,0.0,0.0,0.004925537109374963,0.0,0.0,3.13720703125e-05,0.00011083984375000002,0.0024887695312499625,0.0099132080078125,0.5070354081867436,1.7660359109171568,-0.0629565945680878,1.5847140274760156,1.659244641431297,8.283185307179584,0.0589901318797154,1.0,1.0,0.05882416460646732,4.023945302648204,1.6226791578576916,-0.05284252736441009,1.918859056788897,2.088445404155678,8.283185307179584,0.05428266057429357,1.0,1.0,0.10691193235050782,3.2986277461160274,1.7089415972514035,-0.032965141975922096,1.5508442441976686,1.8418295936289613,8.283185307179584,0.05544699552253074,1.0,1.0,0.05332511130873492,5.178844504666186
14.0,0.0,0.0,0.004961303710937457,0.0,0.0,3.009033203125e-05,0.00010717773437500001,0.002513427734374956,0.00997344970703125,0.5106336351041141,1.7722861613358916,-0.07125697020400402,1.6196164233054429,1.634953743902504,8.283185307179584,0.061750820977669145,1.0,1.0,0.05883149234019548,4.023596874102969,1.6209676001651006,-0.054993600271360354,1.9218450961209816,2.110801542062762,8.283185307179584,0.056850034845736516,1.0,1.0,0.10671099028906497,3.303880486346235,1.7098132262484844,-0.03822069016335441,1.5775593618891968,1.836961430504252,8.283185307179584,0.057794767128242,1.0,1.0,0.053223629771517456,5.186263408377595
15.0,0.0,0.0,0.0049970703124999506,0.0,0.0,2.880859375e-05,0.00010351562500000001,0.00253808593749995,0.01003369140625,0.5142318620214844,1.778713153426563,-0.07955734583992025,1.6545188191348699,1.6106628463737112,8.283185307179584,0.06451151007562289,1.0,1.0,0.05883882007392364,4.0232484455577335,1.6192838687276743,-0.05714467317831062,1.9248311354530665,2.1331576799698464,8.283185307179584,0.05941740911717947,1.0,1.0,0.10651004822762214,3.309133226576443,1.7107387347783596,-0.04347623835078672,1.604274479580725,1.832093267379543,8.283185307179584,0.06014253873395325,1.0,1.0,0.05312214823429998,5.193682312089004
16.0,0.0,0.0,0.005068603515624938,0.0,0.0,2.62451171875e-05,9.619140625e-05,0.0025874023437499373,0.010154174804687499,0.5214283158562252,1.7921049374448712,-0.09615809711175269,1.724323610793724,1.5620810513161254,8.283185307179584,0.07003288827153038,1.0,1.0,0.05885347554137996,4.022551588467263,1.6159970873646163,-0.061446818992211154,1.930803214117236,2.177869955784015,8.283185307179584,0.06455215766006538,1.0,1.0,0.10610816410473647,3.3196387070368587,1.7127480742906016,-0.05398733472565135,1.6577047149637814,1.8223569411301246,8.283185307179584,0.06483808194537576,1.0,1.0,0.052919185159865045,5.208520119511823
17.0,0.0,0.0,0.005140136718749926,0.0,0.0,2.3681640625e-05,8.886718750000001e-05,0.0026367187499999247,0.010274658203125,0.5286247696909658,1.8062257489775326,-0.11275884838358512,1.794128402452578,1.5134992562585396,8.283185307179584,0.07555426646743787,1.0,1.0,0.05886813100883628,4.021854731376793,1.61281341089258,-0.06574896480611168,1.9367752927814053,2.2225822315981834,8.283185307179584,0.06968690620295127,1.0,1.0,0.1057062799818508,3.3301441874972744,1.7149627172019184,-0.06449843110051598,1.7111349503468378,1.8126206148807062,8.283185307179584,0.06953362515679826,1.0,1.0,0.052716222085430114,5.22335792693464
18.0,0.0,0.0,0.005211669921874914,0.0,0.0,2.11181640625e-05,8.154296875000002e-05,0.002686035156249912,0.010395141601562501,0.5358212235257065,1.8210900034267667,-0.12935959965541755,1.863933194111432,1.4649174612009541,8.283185307179584,0.08107564466334538,1.0,1.0,0.05888278647629261,4.021157874286323,1.6097277280383944,-0.07005111062001221,1.9427473714455745,2.267294507412352,8.283185307179584,0.07482165474583717,1.0,1.0,0.10530439585896512,3.34064966795769,1.7173753922324329,-0.0750095274753806,1.7645651857298943,1.802884288631288,8.283185307179584,0.07422916836822076,1.0,1.0,0.052513259010995184,5.238195734357458
19.0,0.0,0.0,0.005247436523437407,0.0,0.0,1.9836425781249997e-05,7.788085937500001e-05,0.002710693359374906,0.010455383300781251,0.5394194504430769,1.8288056932292003,-0.13765997529133378,1.898835589940859,1.4406265636721614,8.283185307179584,0.08383633376129912,1.0,1.0,0.05889011421002077,4.020809445741088,1.60822011171421,-0.07220218352696248,1.9457334107776592,2.289650645319436,8.283185307179584,0.07738902901728012,1.0,1.0,0.10510345379752228,3.3459024081878974,1.7186536492799391,-0.08026507566281291,1.7912803034214224,1.7980161255065787,8.283185307179584,0.076576939973932,1.0,1.0,0.05241177747377772,5.245614638068867
20.0,0.0,0.0,0.0052832031249999,0.0,0.0,1.85546875e-05,7.421875000000001e-05,0.0027353515624999,0.010515625,0.5430176773604473,1.8367131819442546,-0.14596035092725,1.933737985770286,1.4163356661433684,8.283185307179584,0.08659702285925287,1.0,1.0,0.05889744194374893,4.020461017195853,1.6067351990982734,-0.07435325643391275,1.9487194501097438,2.3120067832265203,8.283185307179584,0.07995640328872307,1.0,1.0,0.10490251173607945,3.3511551484181052,1.7199785852704101,-0.08552062385024523,1.8179954211129505,1.7931479623818696,8.283185307179584,0.07892471157964326,1.0,1.0,0.05231029593656025,5.253033541780276
21.0,0.0,0.0,0.005443725585937413,0.0,0.0,2.0629882812499998e-05,8.349609375e-05,0.0028020019531249003,0.0107945556640625,0.5585776778672353,1.8303068827543343,-0.15427764016109902,1.9814294159874708,1.4439360092139877,8.283185307179584,0.09493342906965574,1.0,1.0,0.058644554853005626,4.032796318886652,1.6143847709059664,-0.0880072889768038,2.029419169398204,2.255830008729001,8.283185307179584,0.08577119193976468,1.0,1.0,0.10473426668899338,3.3557235651791846,1.7203066549446078,-0.10534817577739136,1.9443430179702568,1.7798002069507914,8.283185307179584,0.0878202467709192,1.0,1.0,0.05230399097628527,5.253506457202732
