alpha,H,He,Fe,Ti,O,Fe_1,O_1,Ti_2,O_2,amu/ion,thetaK_Fe,thetaTilt_Fe,thetaM_Fe,thetaN_Fe,3dK_Fe,3dTilt_Fe,3dM_Fe,3dN_Fe,energyK_Fe,energyE_Fe,thetaK_O,thetaTilt_O,thetaM_O,thetaN_O,3dK_O,3dTilt_O,3dM_O,3dN_O,energyK_O,energyE_O,thetaK_Ti,thetaTilt_Ti,thetaM_Ti,thetaN_Ti,3dK_Ti,3dTilt_Ti,3dM_Ti,3dN_Ti,energyK_Ti,energyE_Ti
10.0,0.0,0.0,0.0031767578125,0.001640625,0.0,0.0,0.0,0.001462890625,0.0092998046875,0.475294904751762,1.663735472109167,-0.012635436906568947,1.4850688720154308,2.081132915732798,8.283185307179584,0.02834170251674315,1.0,1.0,0.05862197774401404,4.033586554401148,1.6264666465388693,-0.050085281663429536,1.9801635931627186,1.9822442941320992,8.283185307179584,0.039301898022800257,1.0,1.0,0.10620542707684372,3.31655545099084,1.8034828541409869,-0.042931920136955105,1.544032749904102,1.4195534311805882,8.283185307179584,0.04041737188348113,1.0,1.0,0.04042466639450584,5.449145996488868
11.0,0.0,0.0,0.0032175292968749875,0.0016778564453124875,0.0,0.0,0.0,0.0014808349609375,0.0094156494140625,0.4820660425440222,1.669310633067128,-0.025840583660304537,1.5326429579946517,2.0686528378177087,8.283185307179584,0.03861994956951745,1.0,1.0,0.05852408119511128,4.038317250832476,1.625755256570276,-0.05398541448981095,1.997352204691934,1.9939450644426981,8.283185307179584,0.0430935078635835,1.0,1.0,0.1060024500028918,3.32196019741892,1.7970588977467676,-0.052854088325613904,1.5854708172591443,1.458148441694405,8.283185307179584,0.04759731485485503,1.0,1.0,0.04018265546412598,5.471905219468111
12.0,0.0,0.0,0.003258300781249975,0.001715087890624975,0.0,0.0,0.0,0.0014987792968749998,0.009531494140625,0.48883718033628243,1.674950583287711,-0.03904573041404013,1.5802170439738727,2.05617275990262,8.283185307179584,0.04889819662229174,1.0,1.0,0.05842618464620853,4.043047947263805,1.6250549896145858,-0.05788554731619237,2.0145408162211496,2.005645834753297,8.283185307179584,0.04688511770436675,1.0,1.0,0.10579947292893986,3.327364943847,1.7908304056518491,-0.0627762565142727,1.6269088846141866,1.496743452208222,8.283185307179584,0.05477725782622893,1.0,1.0,0.039940644533746114,5.4946644424473545
13.0,0.0,0.0,0.0032990722656249622,0.0017523193359374623,0.0,0.0,0.0,0.0015167236328124999,0.009647338867187499,0.49560831812854267,1.680652327890081,-0.052250877167775725,1.6277911299530936,2.043692681987531,8.283185307179584,0.05917644367506603,1.0,1.0,0.05832828809730578,4.047778643695133,1.6243655667089214,-0.061785680142573796,2.031729427750365,2.017346605063896,8.283185307179584,0.05067672754514999,1.0,1.0,0.10559649585498793,3.33276969027508,1.7847901786231688,-0.07269842470293149,1.6683469519692289,1.5353384627220388,8.283185307179584,0.06195720079760283,1.0,1.0,0.03969863360336626,5.517423665426598
14.0,0.0,0.0,0.0033194580078124564,0.0017709350585937062,0.0,0.0,0.0,0.00152569580078125,0.009705261230468748,0.4989938870246728,1.6835262643915465,-0.05885345054464352,1.651578172942704,2.0374526430299866,8.283185307179584,0.06431556720145318,1.0,1.0,0.0582793398228544,4.050143991910797,1.6240248377418298,-0.0637357465557645,2.040323733514972,2.023196990219196,8.283185307179584,0.05257253246554161,1.0,1.0,0.10549500731801197,3.33547206348912,1.7818383803850892,-0.07765950879726088,1.6890659856467498,1.5546359679789472,8.283185307179584,0.06554717228328978,1.0,1.0,0.03957762813817632,5.52880327691622
15.0,0.0,0.0,0.00333984374999995,0.00178955078124995,0.0,0.0,0.0,0.00153466796875,0.009763183593749999,0.5023794559208029,1.6864155843815345,-0.06545602392151131,1.6753652159323145,2.031212604072442,8.283185307179584,0.06945469072784033,1.0,1.0,0.058230391548403024,4.052509340126461,1.6236867201986018,-0.06568581296895522,2.04891803927958,2.0290473753744953,8.283185307179584,0.054468337385933235,1.0,1.0,0.105393518781036,3.3381744367031603,1.7789308962358867,-0.08262059289159028,1.709785019324271,1.5739334732358556,8.283185307179584,0.06913714376897673,1.0,1.0,0.03945662267298639,5.540182888405841
16.0,0.0,0.0,0.003380615234374938,0.0018267822265624375,0.0,0.0,0.0,0.0015526123046875,0.009879028320312499,0.5091505937130631,1.6922402800916139,-0.0786611706752469,1.7229393019115353,2.0187325261573528,8.283185307179584,0.07973293778061462,1.0,1.0,0.05813249499950027,4.05724003655779,1.6230181919636384,-0.06958594579533664,2.0661066508087953,2.0407481456850944,8.283185307179584,0.05825994722671648,1.0,1.0,0.10519054170708407,3.3435791831312405,1.773245165448759,-0.09254276108024909,1.751223086679313,1.6125284837496725,8.283185307179584,0.07631708674035062,1.0,1.0,0.03921461174260653,5.562942111385084
17.0,0.0,0.0,0.0034213867187499252,0.001864013671874925,0.0,0.0,0.0,0.001570556640625,0.009994873046874998,0.5159217315053234,1.6981258596423736,-0.09186631742898249,1.7705133878907562,2.0062524482422637,8.283185307179584,0.09001118483338891,1.0,1.0,0.05803459845059752,4.061970732989118,1.622359731984051,-0.07348607862171805,2.0832952623380105,2.0524489159956936,8.283185307179584,0.06205155706749972,1.0,1.0,0.10498756463313214,3.3489839295593207,1.7677255772612284,-0.10246492926890788,1.7926611540343553,1.6511234942634894,8.283185307179584,0.08349702971172451,1.0,1.0,0.03897260081222667,5.585701334364327
18.0,0.0,0.0,0.0034621582031249126,0.0019012451171874123,0.0,0.0,0.0,0.0015885009765625,0.0101107177734375,0.5226928692975836,1.7040711320704263,-0.1050714641827181,1.8180874738699773,1.9937723703271748,8.283185307179584,0.10028943188616321,1.0,1.0,0.05793670190169477,4.066701429420446,1.6217110971733049,-0.07738621144809947,2.1004838738672262,2.0641496863062927,8.283185307179584,0.06584316690828296,1.0,1.0,0.10478458755918021,3.3543886759874004,1.762364758104618,-0.11238709745756667,1.8340992213893976,1.6897185047773062,8.283185307179584,0.0906769726830984,1.0,1.0,0.03873058988184681,5.6084605573435695
19.0,0.0,0.0,0.0034825439453124063,0.0019198608398436562,0.0,0.0,0.0,0.0015974731445312501,0.01016864013671875,0.5260784381937138,1.7070656122411294,-0.11167403755958588,1.8418745168595878,1.9875323313696303,8.283185307179584,0.10542855541255036,1.0,1.0,0.05788775362724339,4.0690667776361105,1.6213903898987292,-0.07933627786129019,2.109078179631834,2.0700000714615925,8.283185307179584,0.06773897182867458,1.0,1.0,0.10468309902220424,3.3570910492014407,1.7597416029359978,-0.11734818155189607,1.8548182550669188,1.7090160100342144,8.283185307179584,0.09426694416878537,1.0,1.0,0.03860958441665688,5.619840168833191
20.0,0.0,0.0,0.0035029296874999,0.0019384765624999,0.0,0.0,0.0,0.0016064453125,0.0102265625,0.5294640070898439,1.7100742972526644,-0.11827661093645368,1.8656615598491981,1.981292292412086,8.283185307179584,0.1105676789389375,1.0,1.0,0.05783880535279201,4.071432125851775,1.621072050422605,-0.08128634427448089,2.1176724853964415,2.075850456616892,8.283185307179584,0.06963477674906621,1.0,1.0,0.10458161048522828,3.3597934224154806,1.7571554120383615,-0.12230926564622546,1.87553728874444,1.7283135152911229,8.283185307179584,0.09785691565447231,1.0,1.0,0.03848857895146694,5.631219780322813
21.0,0.0,0.0,0.003609374999999912,0.0019628906249999126,0.0,0.0,0.0,0.001679931640625,0.010519409179687488,0.5446847583747321,1.7200134286071718,-0.13118643653431095,1.9430940191654833,1.9161099235653705,8.283185307179584,0.1138541875031743,1.0,1.0,0.05784927984902782,4.070921229716829,1.6256620503594377,-0.08728870939658895,2.1253062499083972,2.075482669809788,8.283185307179584,0.0748824886587416,1.0,1.0,0.1043459797779874,3.3662561545916265,1.7588918136932192,-0.14832116697939754,2.0767126750188805,1.6797208806023955,8.283185307179584,0.1063949087211036,1.0,1.0,0.03847474732611963,5.632572790671343
