alpha,H,He,Fe,Ti,O,Fe_1,O_1,Ti_2,O_2,amu/ion,thetaK_Fe,thetaTilt_Fe,thetaM_Fe,thetaN_Fe,3dK_Fe,3dTilt_Fe,3dM_Fe,3dN_Fe,energyK_Fe,energyE_Fe,thetaK_O,thetaTilt_O,thetaM_O,thetaN_O,3dK_O,3dTilt_O,3dM_O,3dN_O,energyK_O,energyE_O,thetaK_Ti,thetaTilt_Ti,thetaM_Ti,thetaN_Ti,3dK_Ti,3dTilt_Ti,3dM_Ti,3dN_Ti,energyK_Ti,energyE_Ti
46.0,0.0,0.0,0.00657568359375,0.0025644531250000003,0.0,0.0,5.37109375e-06,0.00401074218749995,0.01986279296875,0.9998097968735828,1.7707696121527845,-0.3751282570413582,3.2624948355526167,1.8440292474103943,8.283185307179584,0.2629701029969649,1.0,1.0,0.05430312962682368,4.255792939741145,1.650842631637528,-0.21018553278438484,2.5902823368968733,2.2119399137502596,8.283185307179584,0.17355241772909114,1.0,1.0,0.09888153854869669,3.5221262757749656,1.7588544467671878,-0.4579502918180965,4.698812129802992,1.7183522660863524,8.283185307179584,0.2844901303688312,1.0,1.0,0.03592030755474525,5.895313139916942
47.0,0.0,0.0,0.006718994140625,0.0025673828125000004,0.0,0.0,6.103515625e-06,0.004172851562499975,0.020387939453125,1.0239474080056867,1.75480939392112,-0.37524366171494494,3.2477987511668234,1.9298331381909506,8.283185307179584,0.2692542779212319,1.0,1.0,0.05329482010165684,4.310114471989572,1.6503267020290284,-0.22139216022225894,2.676688740160271,2.2094284079012283,8.283185307179584,0.1769199119727219,1.0,1.0,0.09806441523076187,3.5464729921256666,1.773045915173066,-0.486044314240315,5.17058722884175,1.6376523525863411,8.283185307179584,0.288982814863016,1.0,1.0,0.035842142880918304,5.903778776610276
48.0,0.0,0.0,0.0068623046875,0.0025703125,0.0,0.0,6.8359375e-06,0.0043349609375,0.0209130859375,1.0480850191377908,1.7396920677770455,-0.3753590663885317,3.2331026667810296,2.015637028971507,8.283185307179584,0.27553845284549894,1.0,1.0,0.05228651057649,4.364436004238,1.65008400304538,-0.23259878766013306,2.7630951434236684,2.2069169020521975,8.283185307179584,0.1802874062163526,1.0,1.0,0.09724729191282705,3.570819708476368,1.791108972214367,-0.5141383366625336,5.642362327880508,1.5569524390863296,8.283185307179584,0.2934754993572008,1.0,1.0,0.03576397820709136,5.9122444133036085
49.0,0.0,0.0,0.00730029296874995,0.00271044921875,0.0,0.0,6.8359375e-06,0.0045673828125,0.02212841796875,1.109752144005323,1.7340480041611341,-0.4909752045858964,5.5718043568518905,1.7373229403708577,8.283185307179584,0.2987008975745158,1.0,1.0,0.05264671306863536,4.344100703373506,1.6535557947246429,-0.24670535584817443,2.891031429414533,2.1698192883179326,8.283185307179584,0.1899723430359485,1.0,1.0,0.09760200536649118,3.5600084638666205,1.7628385608881287,-0.5207374346529307,5.611008190596555,1.6902654909730237,8.283185307179584,0.3109429168318276,1.0,1.0,0.03514674240478853,5.98132362549544
50.0,0.0,0.0,0.007519287109374925,0.002780517578125,0.0,0.0,6.8359375e-06,0.004683593749999999,0.022736083984375002,1.1405857064390892,1.761049607062995,-0.5487832736845788,6.741155201887321,1.5981658960705332,8.283185307179584,0.3102821199390242,1.0,1.0,0.05282681431470804,4.33393305294126,1.6555766126239875,-0.2537586399421951,2.9549995724099656,2.1512704814508004,8.283185307179584,0.19481481144574647,1.0,1.0,0.09777936209332325,3.5546028415617466,1.7496616883118095,-0.5240369836481291,5.59533112195458,1.7569220169163708,8.283185307179584,0.319676625569141,1.0,1.0,0.034838124503637116,6.015863231591355
51.0,0.0,0.0,0.0077382812499999,0.0028505859375,0.0,0.0,6.8359375e-06,0.0047998046875,0.02334375,1.1714192688728555,1.8013409933171594,-0.6065913427832611,7.910506046922752,1.4590088517702084,8.283185307179584,0.32186334230353264,1.0,1.0,0.05300691556078072,4.3237654025090135,1.657779245578452,-0.2608119240362158,3.0189677154053975,2.132721674583668,8.283185307179584,0.19965727985554443,1.0,1.0,0.0979567188201553,3.5491972192568726,1.7370645665865188,-0.5273365326433277,5.579654053312603,1.8235785428597178,8.283185307179584,0.3284103343064544,1.0,1.0,0.03452950660248571,6.050402837687272
52.0,0.0,0.0,0.00828417968749995,0.0029736328125,0.0,0.0,1.025390625e-05,0.00521435546875,0.024788574218749998,1.251168690346048,1.7651451537084601,-0.6136382381911356,7.91836711549588,1.6023097993825823,8.283185307179584,0.33785956435400366,1.0,1.0,0.05283651299701825,4.33333227169693,1.6575634714141136,-0.27482069420966204,3.16673383950946,2.1149882515785308,8.283185307179584,0.2044143415606363,1.0,1.0,0.0963897974733679,3.5980238966171814,1.7337112711681035,-0.5742855557728046,6.89060806561945,1.7518269977787024,8.283185307179584,0.339349824368751,1.0,1.0,0.034228310731167666,6.085468313553928
53.0,0.0,0.0,0.008557128906249975,0.0030351562499999997,0.0,0.0,1.1962890625e-05,0.005421630859375,0.025510986328125,1.2910434010826441,1.748344842571587,-0.6171616858950728,7.922297649782445,1.6739602731887693,8.283185307179584,0.34585767537923917,1.0,1.0,0.052751311715137014,4.338115706290888,1.6577220605841252,-0.2818250792963852,3.2406169015614914,2.1061215400759616,8.283185307179584,0.20679287241318223,1.0,1.0,0.09560633679997418,3.622437235297336,1.7365368034515363,-0.5977600673375432,7.546085071772874,1.7159512252381948,8.283185307179584,0.34481956939989933,1.0,1.0,0.03407771279550864,6.103001051487257
54.0,0.0,0.0,0.008830078125,0.0030966796875,0.0,0.0,1.3671875000000002e-05,0.00562890625,0.0262333984375,1.3309181118192404,1.7323223701795403,-0.6206851335990101,7.926228184069009,1.7456107469949562,8.283185307179584,0.3538557864044746,1.0,1.0,0.05266611043325578,4.342899140884846,1.6580474460216066,-0.2888294643831083,3.3144999636135224,2.097254828573393,8.283185307179584,0.20917140326572814,1.0,1.0,0.09482287612658048,3.64685057397749,1.7417408666849454,-0.6212345789022816,8.201562077926297,1.680075452697687,8.283185307179584,0.3502893144310476,1.0,1.0,0.03392711485984962,6.120533789420586
55.0,0.0,0.0,0.0093486328125,0.00321875,0.0,0.0,1.2695312500000001e-05,0.006007812499999951,0.02767578125,1.4064522525697765,1.7250173643044853,-0.6215228332249036,8.011460655213892,1.7680558272260019,8.283185307179584,0.3573220225304695,1.0,1.0,0.05259965263493049,4.346656078090875,1.6699561399824616,-0.30105016789922806,3.4067670311701344,2.0364749512319182,8.283185307179584,0.21314242984701443,1.0,1.0,0.09548865997385828,3.6257631131844477,1.7316693578506033,-0.6442321646722986,9.118096890578332,1.6856515827505223,8.283185307179584,0.3673181908501497,1.0,1.0,0.03380148196059571,6.135435976481933
56.0,0.0,0.0,0.00960791015625,0.00327978515625,0.0,0.0,1.220703125e-05,0.0061972656249999255,0.02839697265625,1.4442193229450444,1.7214017721693864,-0.6219416830378504,8.054076890786334,1.779278367341525,8.283185307179584,0.35905514059346694,1.0,1.0,0.05256642373576784,4.34853454669389,1.6761573943318142,-0.30716051965728797,3.45290056494844,2.0060850125611807,8.283185307179584,0.21512794313765757,1.0,1.0,0.09582155189749716,3.6152193827879264,1.727637141983877,-0.6557309575573071,9.576364296904348,1.68843964777694,8.283185307179584,0.37583262905970083,1.0,1.0,0.033738665510968754,6.1428870700126055
57.0,0.0,0.0,0.0098671875,0.0033408203125,0.0,0.0,1.171875e-05,0.0063867187499999,0.0291181640625,1.4819863933203123,1.7178104389086803,-0.6223605328507972,8.096693126358774,1.7905009074570477,8.283185307179584,0.36078825865646436,1.0,1.0,0.05253319483660519,4.350413015296905,1.6825256997614106,-0.3132708714153478,3.499034098726746,1.975695073890443,8.283185307179584,0.2171134564283007,1.0,1.0,0.09615444382113607,3.6046756523914047,1.7241824622014563,-0.6672297504423156,10.034631703230366,1.6912277128033575,8.283185307179584,0.3843470672692519,1.0,1.0,0.0336758490613418,6.150338163543279
58.0,0.0,0.0,0.010490234374999949,0.0033637695312499997,0.0,0.0,1.025390625e-05,0.00704296874999995,0.03119970703125,1.583029616524354,1.6831551331771393,-0.6413776741155335,8.991477447562168,1.8908390552555394,8.283185307179584,0.37604962659246344,1.0,1.0,0.05109917177608579,4.435199826809949,1.652486970435109,-0.3415932357381509,4.055845332860061,2.0292613997208875,8.283185307179584,0.22829290499730093,1.0,1.0,0.09623628655997916,3.602118749646995,1.6780113854130163,-0.6621270563975657,9.857084128292305,1.8822215152608255,8.283185307179584,0.39733492117380476,1.0,1.0,0.03261102062680135,6.2836518378091215
59.0,0.0,0.0,0.010801757812499924,0.003375244140625,0.0,0.0,9.521484375000002e-06,0.007371093749999976,0.032240478515625,1.6335512281263749,1.6671828343333295,-0.6508862447479017,9.438869608163866,1.9410081291547852,8.283185307179584,0.383680310560463,1.0,1.0,0.05038216024582609,4.477593232566472,1.6397674566951825,-0.3557544178995525,4.334250949926719,2.0560445626361097,8.283185307179584,0.23388262928180104,1.0,1.0,0.09627720792940071,3.6008402982747905,1.6569732281895886,-0.6595757093751908,9.768310340823275,1.9777184164895594,8.283185307179584,0.4038288481260812,1.0,1.0,0.03207860640953113,6.350308674942043
60.0,0.0,0.0,0.0111132812499999,0.00338671875,0.0,0.0,8.789062500000001e-06,0.00769921875,0.03328125,1.6840728397283955,1.6520147738910982,-0.6603948153802699,9.886261768765563,1.9911772030540311,8.283185307179584,0.3913109945284625,1.0,1.0,0.04966514871556638,4.519986638322993,1.6283129501801659,-0.36991560006095403,4.612656566993377,2.082827725551332,8.283185307179584,0.23947235356630112,1.0,1.0,0.09631812929882226,3.5995618469025854,1.6371443982866074,-0.6570243623528159,9.679536553354245,2.0732153177182933,8.283185307179584,0.4103227750783577,1.0,1.0,0.03154619219226091,6.416965512074964
61.0,0.0,0.0,0.01186962890624995,0.00353662109375,0.0,0.0,1.416015625e-05,0.008358398437500001,0.035678222656249994,1.803449572957067,1.6686082352119969,-0.6740161465540842,9.92200422863694,1.9480598602285903,8.283185307179584,0.4073736044410629,1.0,1.0,0.04864451315648063,4.585030564798805,1.633586976657122,-0.3956865017649372,5.1046303800869275,2.007775081459938,8.283185307179584,0.2416018338894001,1.0,1.0,0.09540891415929724,3.628402718430493,1.6138269632164866,-0.6674558922522273,9.881604639841854,2.197621946628963,8.283185307179584,0.4295512933776696,1.0,1.0,0.031403905751325845,6.435792525977675
62.0,0.0,0.0,0.012247802734374976,0.003611572265625,0.0,0.0,1.6845703125e-05,0.00868798828125,0.03687670898437499,1.8631379395714027,1.6769652186381887,-0.6808268121409913,9.93987545857263,1.9265011888158698,8.283185307179584,0.4154049093973631,1.0,1.0,0.04813419537693775,4.617552528036711,1.637653592230036,-0.4085719526169288,5.350617286633703,1.9702487594142413,8.283185307179584,0.2426665740509496,1.0,1.0,0.09495430658953473,3.6428231541944465,1.602715015707397,-0.6726716572019331,9.982638683085657,2.259825261084298,8.283185307179584,0.4391655525273256,1.0,1.0,0.031332762530858316,6.445206032929031
63.0,0.0,0.0,0.0126259765625,0.0036865234375,0.0,0.0,1.953125e-05,0.009017578125,0.0380751953125,1.9228263061857385,1.685363281565588,-0.6876374777278985,9.957746688508319,1.9049425174031493,8.283185307179584,0.4234362143536633,1.0,1.0,0.04762387759739487,4.650074491274617,1.6425874620078058,-0.42145740346892036,5.596604193180479,1.9327224373685445,8.283185307179584,0.2437313142124991,1.0,1.0,0.09449969901977222,3.6572435899584,1.5919418380290629,-0.6778874221516389,10.083672726329462,2.322028575539633,8.283185307179584,0.4487798116769815,1.0,1.0,0.03126161931039079,6.454619539880386
64.0,0.0,0.0,0.01369921875,0.003607421875,0.0,0.0,1.8554687500000003e-05,0.010119140625,0.04120263671875,2.081914636453161,1.6319584894115535,-0.67279249426096,9.079220815451883,2.2088672555122075,8.283185307179584,0.4490574179992909,1.0,1.0,0.04711148280736194,4.684352389374252,1.6279627516526103,-0.471084182423113,7.309106496100725,1.8493619707393307,8.283185307179584,0.2509434302836926,1.0,1.0,0.09440416287067246,3.6603306017173978,1.5872796247271492,-0.6812946065257075,10.048710780032891,2.3617538928118673,8.283185307179584,0.4535707127900625,1.0,1.0,0.030716760426754343,6.529123649471918
65.0,0.0,0.0,0.01423583984375,0.00356787109375,0.0,0.0,1.8066406250000002e-05,0.010669921875,0.042766357421875,2.161458801586872,1.61009594905749,-0.6653700025274908,8.639957878923665,2.360829624566737,8.283185307179584,0.4618680198221047,1.0,1.0,0.04685528541234547,4.701491338424069,1.6279851876288416,-0.49589757190020933,8.165357647560848,1.8076817374247236,8.283185307179584,0.2545494883192893,1.0,1.0,0.0943563947961226,3.661874107596897,1.5849870722541581,-0.6829981987127418,10.031229806884605,2.3816165514479843,8.283185307179584,0.455966163346603,1.0,1.0,0.03044433098493612,6.566375704267684
66.0,0.0,0.0,0.0147724609375,0.0035283203125,0.0,0.0,1.7578125000000002e-05,0.011220703125,0.044330078125,2.2410029667205835,1.5911005234731206,-0.6579475107940216,8.200694942395447,2.5127919936212657,8.283185307179584,0.4746786216449185,1.0,1.0,0.046599088017328996,4.718630287473887,1.6316107807637654,-0.5207109613773057,9.02160879902097,1.7660015041101167,8.283185307179584,0.258155546354886,1.0,1.0,0.09430862672157272,3.6634176134763954,1.582719489553325,-0.6847017908997762,10.013748833736319,2.4014792100841014,8.283185307179584,0.4583616139031435,1.0,1.0,0.0301719015431179,6.60362775906345
67.0,0.0,0.0,0.015990234375,0.0037377929687499997,0.0,0.0,1.66015625e-05,0.0122353515625,0.047874023437499996,2.4246588099353916,1.5769004116952765,-0.6876989206319866,9.158930310098416,2.5503041181877,8.273060642415075,0.499915303573153,1.0039904288782628,1.0,0.046052659638365565,4.7564683373252645,1.6019646346834897,-0.5627616051469932,11.947467827975679,1.7492498167307666,8.283185307179584,0.27046569288717903,1.0,1.0,0.09365974019324305,3.684678387679196,1.5713009385149341,-0.685746799936386,9.352012104873596,2.55320333835275,8.283185307179584,0.488568484237758,1.0,1.0,0.028814855222773432,6.807715919092953
68.0,0.0,0.0,0.01659912109375,0.0038425292968749998,0.0,0.0,1.611328125e-05,0.01274267578125,0.04964599609375,2.5164867315427957,1.5708093032314365,-0.7025746255509691,9.6380479939499,2.5690601804709177,8.268011684551992,0.5125336445372702,1.0059856433173944,1.0,0.04577944544888385,4.775387362250954,1.5940864826092955,-0.5837869270318371,13.410397342453034,1.7408739730410916,8.283185307179584,0.27662076615332554,1.0,1.0,0.09333529692907822,3.6953087747805964,1.5665713082280934,-0.6862693044546908,9.021143740442234,2.6290654024870745,8.283185307179584,0.5036719194050652,1.0,1.0,0.0281363320626012,6.909759999107704
69.0,0.0,0.0,0.0172080078125,0.003947265625,0.0,0.0,1.5625e-05,0.01325,0.05141796875,2.6083146531502,1.5652842053128646,-0.7174503304699515,10.117165677801383,2.5878162427541347,8.262971609189146,0.5251519855013875,1.0079808577565257,1.0,0.04550623125940214,4.794306387176643,1.5894185141580879,-0.604812248916681,14.873326856930388,1.7324981293514166,8.283185307179584,0.282775839419472,1.0,1.0,0.09301085366491339,3.7059391618819966,1.562471027329782,-0.6867918089729957,8.690275376010874,2.7049274666213994,8.283185307179584,0.5187753545723724,1.0,1.0,0.027457808902428965,7.011804079122455
70.0,0.0,0.0,0.01871923828125,0.00408984375,0.0,0.0,1.8066406250000002e-05,0.014619628906250001,0.05594140625,2.8380175425154346,1.5183472173200483,-0.7540916475465993,12.983168479439659,2.6926872625552156,8.163772774964844,0.537837481178361,1.0479772347755203,1.0,0.044352183845342064,4.878927917219819,1.542486495357936,-0.5990859167397542,15.275072737147472,1.8924798605393565,8.168977511945236,0.28798622993306944,1.0458437876512081,1.0,0.0942578547777479,3.6655302426302265,1.5469143809985593,-0.7358642941124061,10.640289319658201,2.695271604070016,8.283185307179584,0.5449517239119783,1.0,1.0,0.026711087237197423,7.137150647059913
71.0,0.0,0.0,0.019474853515625,0.004161132812499999,0.0,0.0,1.9287109375000004e-05,0.015304443359375001,0.058203124999999994,2.952868987198052,1.499568792465889,-0.7724123060849233,14.416169880258796,2.745122772455756,8.115446891645043,0.5441802290168478,1.0679754232850174,1.0,0.04377516013831203,4.921238682241407,1.5204596701312536,-0.5962227506512907,15.475945677256012,1.9724707261333263,8.113554171584598,0.2905914251898682,1.0687656814768123,1.0,0.09488135533416514,3.6453257830043415,1.5423247084322722,-0.7604005366821112,11.615296291481865,2.690443672794325,8.283185307179584,0.5580399085817813,1.0,1.0,0.02633772640458165,7.199823931028642
72.0,0.0,0.0,0.02023046875,0.004232421875,0.0,0.0,2.05078125e-05,0.0159892578125,0.06046484375,3.067720431880669,1.4831315434806873,-0.7907329646232472,15.849171281077934,2.7975582823562966,8.067938986132074,0.5505229768553347,1.0879736117945147,1.0,0.043198136431281994,4.963549447262996,1.4993022264967186,-0.5933595845628273,15.676818617364553,2.052461591727296,8.059204322517486,0.29319662044666694,1.0916875753024162,1.0,0.09550485589058239,3.6251213233784565,1.539325449081468,-0.7849367792518164,12.590303263305529,2.6856157415186335,8.283185307179584,0.5711280932515843,1.0,1.0,0.025964365571965877,7.262497214997371
73.0,0.0,0.0,0.0212041015625,0.00405126953124995,0.0,0.0,2.1484375e-05,0.017184570312499953,0.06367236328125,3.2215509742641126,1.4437330060030633,-0.8453184280290065,24.445917219309123,2.745426805224423,7.913881827397709,0.5676886520067039,1.1552293833845604,1.0,0.042369004333729435,5.028672515284604,1.4722632931171722,-0.5843321746813511,15.216220287876363,2.191145358881415,7.994751553580309,0.3042912431597036,1.119456733187934,1.0,0.09392956226591052,3.6764858188866625,1.4809353805492265,-0.820353883182751,16.66691704105764,2.845634871946058,8.026613861167785,0.5916928851135677,1.1056483467206557,1.0,0.02550061660072621,7.345740829989545
74.0,0.0,0.0,0.022177734375,0.0038701171874999,0.0,0.0,2.24609375e-05,0.0183798828124999,0.0668798828125,3.3753815166475563,1.4330232753974912,-0.8999038914347658,33.04266315754031,2.693295328092549,7.768052911819388,0.5848543271580732,1.222485154974606,1.0,0.041539872236176875,5.093795583306211,1.4475802176886894,-0.5753047647998749,14.755621958388172,2.3298291260355337,7.931769057118246,0.3153858658727402,1.1472258910734519,1.0,0.09235426864123866,3.7278503143948685,1.4365899440397147,-0.8557709871136858,20.743530818809752,3.005654002373483,7.791772280953237,0.6122576769755509,1.2112966934413116,1.0,0.02503686762948654,7.428984444981719
75.0,0.0,0.0,0.0233388671875,0.00374414062499995,0.0,0.0,2.05078125e-05,0.019618652343749952,0.07023828125,3.546947524163622,1.3747802310144057,-0.8940511271181952,33.02515802288964,3.0495191797554435,7.48613313977928,0.6043148204145377,1.3634502431932387,1.0,0.04032616513964511,5.196488373838954,1.407571122553291,-0.5689388697350966,14.902655815159143,2.535201074683748,7.811684567592139,0.3259452877257176,1.2019800838429386,1.0,0.09176244816007662,3.747948517296347,1.3995788355820715,-0.8835876171695489,25.53153816151874,3.1211702383903672,7.721466198959383,0.6214335400140031,1.244751331235789,1.0,0.02458337205294785,7.514811485520607
76.0,0.0,0.0,0.0245,0.0036181640625,0.0,0.0,1.8554687500000003e-05,0.020857421875,0.0735966796875,3.718513531679688,1.3242923369263264,-0.8881983628016248,33.00765288823898,3.4057430314183383,7.232083846570926,0.623775313671002,1.5044153314118716,1.0,0.03911245804311334,5.299181164371697,1.370920409208916,-0.5625729746703183,15.049689671930116,2.740573023331962,7.696728285425129,0.3365047095786951,1.2567342766124254,1.0,0.09117062767891457,3.7680467201978254,1.3702210325136834,-0.9114042472254121,30.319545504227722,3.2366864744072514,7.652971835138453,0.6306094030524553,1.278205969030266,1.0,0.02412987647640916,7.600638526059494
77.0,0.0,0.0,0.025622070312500002,0.00337109375,0.0,0.0,1.5625e-05,0.02221874999999995,0.07689013671875,3.8867161338979015,1.284508479583503,-0.884758587852567,34.365625362006654,3.675432661587627,7.0495001647630025,0.6331089954537328,1.6150109138597855,1.0,0.03903620098793316,5.30595064785018,1.3433410201880753,-0.5498343700401553,14.412031441624212,2.951594720951482,7.542549010199212,0.34377526781547413,1.3340104918384061,1.0,0.09076000909652332,3.7822615686165415,1.3273023826814505,-0.9283258057160935,36.15060512086425,3.4272296639816737,7.415122852949475,0.6486138911008263,1.4014371006282789,1.0,0.02323887732214306,7.783576356045106
78.0,0.0,0.0,0.026744140625,0.0031240234375,0.0,0.0,1.26953125e-05,0.0235800781249999,0.08018359375,4.0549187361161145,1.2479679274723983,-0.8813188129035092,35.72359783577433,3.9451222917569155,6.87978204886149,0.6424426772364635,1.7256064963076991,1.0,0.03895994393275298,5.312720131328663,1.3189879669951727,-0.5370957654099925,13.774373211318307,3.162616418571002,7.397028928745625,0.35104582605225315,1.4112867070643866,1.0,0.09034939051413209,3.796476417035258,1.2907232371379005,-0.9452473642067747,41.98166473750077,3.6177728535560956,7.19761386860652,0.6666183791491975,1.5246682322262917,1.0,0.022347878167876964,7.966514186030718
79.0,0.0,0.0,0.0274033203125,0.0027407226562499998,0.0,0.0,1.4160156249999999e-05,0.0246689453124999,0.08237744140625,4.161286862004786,1.2015083879463293,-0.8651203893620204,33.46925515413964,4.461954457986059,6.635203432959739,0.6518290706730241,1.899800356931582,1.0,0.038353569536137416,5.367990313913053,1.2797983985570203,-0.5298725266512614,13.499442344974021,3.51962841482581,7.199372438792579,0.3697359207289546,1.5236281182517688,1.0,0.08873861898488636,3.8544906767542333,1.2313345991162734,-0.9401341327004603,43.11045123558881,4.109459611699657,6.90419475220698,0.6850063003780441,1.709206359765295,1.0,0.021312101960513585,8.207220660851455
80.0,0.0,0.0,0.0280625,0.002357421875,0.0,0.0,1.5625e-05,0.0257578124999999,0.0845712890625,4.267654987893459,1.1635027408782546,-0.8489219658205316,31.21491247250495,4.978786624215203,6.4145331000719175,0.6612154641095845,2.073994217555465,1.0,0.03774719513952185,5.423260496497443,1.2457270510451095,-0.5226492878925303,13.224511478629735,3.876640411080618,7.0163957513204585,0.3884260154056561,1.6359695294391507,1.0,0.08712784745564064,3.9125049364732085,1.1800004142626412,-0.9350209011941459,44.23923773367685,4.601146369843219,6.643281763190432,0.7033942216068907,1.893744487304298,1.0,0.02027632575315021,8.44792713567219
81.0,0.0,0.0,0.02778173828124995,0.001748046875,0.0,0.0,1.5625e-05,0.026042968749999902,0.08353857421875,4.219833196661574,1.100556738908888,-0.8339264628422105,29.449678460601717,5.982220367221558,6.108731617581893,0.6722870633800233,2.346687048001737,1.0,0.03544456375397395,5.659714989672519,1.1996819000931795,-0.505666191380457,12.667425880751935,4.432617183792174,6.6911964531231085,0.3980118318014134,1.858266055527103,1.0,0.08502399940961589,3.9941629850088627,1.1409444153199937,-0.9242140339220307,41.30490079312333,5.156826715554095,6.541246337709523,0.7123148781536038,1.9718571898128858,1.0,0.01914553450588555,8.753772797344736
82.0,0.0,0.0,0.0275009765624999,0.001138671875,0.0,0.0,1.5625e-05,0.0263281249999999,0.082505859375,4.172011405429688,1.052628356989479,-0.8189309598638893,27.684444448698486,6.985654110227913,5.842321998218961,0.6833586626504621,2.6193798784480093,1.0,0.03314193236842605,5.896169482847596,1.16173478150284,-0.48868309486838357,12.110340282874136,4.98859395650373,6.4066295538482905,0.40759764819717076,2.0805625816150553,1.0,0.08292015136359114,4.075821033544517,1.1091628958845825,-0.9134071666499155,38.37056385256981,5.7125070612649695,6.443687437439185,0.721235534700317,2.0499698923214735,1.0,0.018014743258620892,9.059618459017281
83.0,0.0,0.0,0.024632812499999948,0.00067138671875,0.0,0.0,1.171875e-05,0.0238681640624999,0.07384033203125001,3.733027738819777,1.0177778550638106,-0.8106111214689085,26.702633670466533,7.868867004898984,5.664578322673696,0.6917456026398758,2.8227858081881747,1.0,0.030370715808110106,6.25376783672243,1.1282797319444242,-0.4784367993738181,11.633420167812401,5.61875420490117,6.132037459637618,0.4177696623869653,2.32448300870266,1.0,0.08054343363192656,4.177197231544993,1.0834977130700585,-0.918191638427746,38.03178376932614,6.192334037691527,6.323550204073916,0.7363809912299777,2.151076537508545,1.0,0.016521967132310054,9.556277621206593
84.0,0.0,0.0,0.0217646484375,0.0002041015625,0.0,0.0,7.8125e-06,0.0214082031249999,0.0651748046875,3.2940440722098656,0.9889331602420026,-0.8022912830739277,25.720822892234576,8.752079899570056,5.501957614421484,0.7001325426292897,3.0261917379283405,1.0,0.027599499247794163,6.611366190597264,1.1008047793116205,-0.4681905038792527,11.156500052750667,6.248914453298609,5.889515124243567,0.4279416765767598,2.5684034357902648,1.0,0.07816671590026199,4.278573429545469,1.0606434650351555,-0.9229761102055763,37.69300368608248,6.6721610141180845,6.209783727685461,0.7515264477596385,2.252183182695617,1.0,0.015029191005999216,10.052936783395904
85.0,0.0,0.0,0.01485986328125,0.00010205078125,0.0,4.8828125e-07,7.32421875e-06,0.014731933593749899,0.0445810546875,2.2543807745521987,1.0337518895781763,-0.799604549531996,22.563645255592274,8.091557268106929,5.626951549798664,0.7016996752510729,2.8683035648642052,1.0,0.024145929518333224,7.234504513270312,1.1113825244004627,-0.45034833829817233,9.642730818264903,6.547177644848551,5.930492057958279,0.4332067466857526,2.525111489584113,1.0,0.07363467694879984,4.504862727759047,1.0904599643425659,-0.915525912631721,33.50117079559439,6.3838136112279775,6.195996063973104,0.752678505805731,2.2648099182611956,1.0,0.013042399476743377,10.970746274963973
86.0,0.0,0.0,0.007955078125,0.0,0.0,9.765625e-07,6.8359375e-06,0.0080556640624999,0.0239873046875,1.2147174768945312,1.0854619108041144,-0.7969178159900643,19.40646761894997,7.431034636643803,5.760756413946363,0.7032668078728562,2.71041539180007,1.0,0.020692359788872284,7.85764283594336,1.1303551648342571,-0.432506172717092,8.12896158377914,6.8454408363984935,5.9723237665462445,0.4384718167947454,2.4818195433779615,1.0,0.0691026379973377,4.731152025972626,1.1240798801281207,-0.9080757150578658,29.30933790510631,6.095466208337871,6.182298341676148,0.7538305638518236,2.2774366538267743,1.0,0.011055607947487537,11.888555766532043
87.0,0.0,0.0,0.0039804687500000005,0.0,0.0,1.85546875e-05,4.4921875000000006e-05,0.00404833984374995,0.01208203125,0.611224660936083,0.7404522463180523,-1.02950010196262,740.732990215502,9.24313233723626,5.436827651096638,0.7443324856351523,3.112760942687025,1.0,0.015092268912584257,9.907036888090204,1.1379330390733842,-0.6148936510673295,16.503167381041802,5.404967265231626,6.43607921325474,0.5153879376727507,2.0562084795037423,1.0,0.07674145203415503,4.3743473727939755,0.7813076652336105,-0.8890587115816199,23.502874335297278,24.46073649422886,5.085011414701167,0.769614363624636,3.638718326913387,1.0,0.010118767745654008,12.48827069068653
88.0,0.0,0.0,5.859375e-06,0.0,0.0,3.61328125e-05,8.30078125e-05,4.1015625e-05,0.0001767578125,0.0077318449776347,0.723727812018316,-1.2620823879351757,1462.059512812054,11.055230037828716,5.161591875244397,0.7853981633974483,3.51510649357398,1.0,0.009492178036296229,11.956430940237048,1.2634903053753974,-0.797281129417567,24.877373178304463,3.9644936940647577,7.024837683433712,0.5923040585507561,1.6305974156295235,1.0,0.08438026607097238,4.017542719615324,0.7294356378500582,-0.870041708105374,17.696410765488242,42.826006780119855,4.417698830495779,0.7853981633974483,5.0,1.0,0.009181927543820481,13.087985614841019
89.0,0.0,0.0,0.0,0.0,0.0,0.0,9.765625e-07,0.0,1.953125e-06,-0.000324531064453,3.141592653589793,0.0,0.0,0.0,9.869604401089358,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,0.0,0.0,9.869604401089358,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,0.0,0.0,9.869604401089358,0.0,0.0,0.0,0.0,0.0
