alpha,H,He,Fe,Si,O,Fe_1,O_1,Si_2,O_2,amu/ion,thetaK_Fe,thetaTilt_Fe,thetaM_Fe,thetaN_Fe,3dK_Fe,3dTilt_Fe,3dM_Fe,3dN_Fe,energyK_Fe,energyE_Fe,thetaK_O,thetaTilt_O,thetaM_O,thetaN_O,3dK_O,3dTilt_O,3dM_O,3dN_O,energyK_O,energyE_O,thetaK_Si,thetaTilt_Si,thetaM_Si,thetaN_Si,3dK_Si,3dTilt_Si,3dM_Si,3dN_Si,energyK_Si,energyE_Si
3.800E+01,0.000E+00,0.000E+00,5.765E-03,5.441E-04,0.000E+00,0.000E+00,8.850E-06,5.257E-03,1.725E-02,7.617E-01,1.848E+00,-3.607E-01,3.244E+00,1.474E+00,4.935E+00,2.169E-01,1.000E+00,1.000E+00,5.495E-02,4.218E+00,1.672E+00,-2.445E-01,2.996E+00,1.988E+00,4.935E+00,1.749E-01,1.000E+00,1.000E+00,1.010E-01,3.461E+00,1.748E+00,-3.423E-01,3.453E+00,1.769E+00,4.935E+00,2.237E-01,1.000E+00,1.000E+00,5.196E-02,5.282E+00
3.900E+01,0.000E+00,0.000E+00,5.911E-03,5.272E-04,0.000E+00,0.000E+00,9.399E-06,5.423E-03,1.768E-02,7.810E-01,1.846E+00,-3.639E-01,3.256E+00,1.488E+00,4.935E+00,2.210E-01,1.000E+00,1.000E+00,5.489E-02,4.222E+00,1.674E+00,-2.516E-01,3.050E+00,1.978E+00,4.935E+00,1.786E-01,1.000E+00,1.000E+00,1.007E-01,3.469E+00,1.748E+00,-3.493E-01,3.514E+00,1.774E+00,4.935E+00,2.284E-01,1.000E+00,1.000E+00,5.175E-02,5.298E+00
4.000E+01,0.000E+00,0.000E+00,6.058E-03,5.103E-04,0.000E+00,0.000E+00,9.949E-06,5.590E-03,1.811E-02,8.003E-01,1.843E+00,-3.671E-01,3.267E+00,1.502E+00,4.935E+00,2.252E-01,1.000E+00,1.000E+00,5.482E-02,4.225E+00,1.676E+00,-2.587E-01,3.104E+00,1.968E+00,4.935E+00,1.824E-01,1.000E+00,1.000E+00,1.004E-01,3.478E+00,1.747E+00,-3.564E-01,3.575E+00,1.778E+00,4.935E+00,2.332E-01,1.000E+00,1.000E+00,5.155E-02,5.314E+00
4.100E+01,0.000E+00,0.000E+00,6.205E-03,4.934E-04,0.000E+00,0.000E+00,1.050E-05,5.756E-03,1.855E-02,8.196E-01,1.841E+00,-3.703E-01,3.279E+00,1.515E+00,4.935E+00,2.294E-01,1.000E+00,1.000E+00,5.476E-02,4.229E+00,1.679E+00,-2.657E-01,3.158E+00,1.958E+00,4.935E+00,1.862E-01,1.000E+00,1.000E+00,1.001E-01,3.486E+00,1.747E+00,-3.634E-01,3.636E+00,1.783E+00,4.935E+00,2.379E-01,1.000E+00,1.000E+00,5.134E-02,5.329E+00
4.200E+01,0.000E+00,0.000E+00,6.351E-03,4.765E-04,0.000E+00,0.000E+00,1.105E-05,5.923E-03,1.898E-02,8.389E-01,1.839E+00,-3.735E-01,3.290E+00,1.529E+00,4.935E+00,2.336E-01,1.000E+00,1.000E+00,5.469E-02,4.232E+00,1.681E+00,-2.728E-01,3.212E+00,1.948E+00,4.935E+00,1.900E-01,1.000E+00,1.000E+00,9.981E-02,3.495E+00,1.746E+00,-3.704E-01,3.697E+00,1.788E+00,4.935E+00,2.427E-01,1.000E+00,1.000E+00,5.113E-02,5.345E+00
4.300E+01,0.000E+00,0.000E+00,6.498E-03,4.596E-04,0.000E+00,0.000E+00,1.160E-05,6.089E-03,1.941E-02,8.582E-01,1.837E+00,-3.767E-01,3.302E+00,1.543E+00,4.935E+00,2.377E-01,1.000E+00,1.000E+00,5.463E-02,4.235E+00,1.684E+00,-2.799E-01,3.266E+00,1.937E+00,4.935E+00,1.938E-01,1.000E+00,1.000E+00,9.951E-02,3.503E+00,1.746E+00,-3.775E-01,3.758E+00,1.792E+00,4.935E+00,2.474E-01,1.000E+00,1.000E+00,5.092E-02,5.361E+00
4.400E+01,0.000E+00,0.000E+00,6.644E-03,4.427E-04,0.000E+00,0.000E+00,1.215E-05,6.255E-03,1.985E-02,8.776E-01,1.835E+00,-3.798E-01,3.313E+00,1.556E+00,4.935E+00,2.419E-01,1.000E+00,1.000E+00,5.456E-02,4.239E+00,1.686E+00,-2.869E-01,3.320E+00,1.927E+00,4.935E+00,1.975E-01,1.000E+00,1.000E+00,9.921E-02,3.512E+00,1.745E+00,-3.845E-01,3.819E+00,1.797E+00,4.935E+00,2.522E-01,1.000E+00,1.000E+00,5.072E-02,5.376E+00
4.500E+01,0.000E+00,0.000E+00,6.791E-03,4.258E-04,0.000E+00,0.000E+00,1.270E-05,6.422E-03,2.028E-02,8.969E-01,1.833E+00,-3.830E-01,3.325E+00,1.570E+00,4.935E+00,2.461E-01,1.000E+00,1.000E+00,5.450E-02,4.242E+00,1.689E+00,-2.940E-01,3.374E+00,1.917E+00,4.935E+00,2.013E-01,1.000E+00,1.000E+00,9.891E-02,3.521E+00,1.745E+00,-3.916E-01,3.880E+00,1.801E+00,4.935E+00,2.569E-01,1.000E+00,1.000E+00,5.051E-02,5.392E+00
4.600E+01,0.000E+00,0.000E+00,7.188E-03,2.998E-04,0.000E+00,0.000E+00,1.270E-05,6.890E-03,2.136E-02,9.454E-01,1.808E+00,-4.533E-01,4.477E+00,1.553E+00,4.935E+00,2.696E-01,1.000E+00,1.000E+00,5.341E-02,4.302E+00,1.668E+00,-2.768E-01,3.145E+00,2.077E+00,4.935E+00,2.017E-01,1.000E+00,1.000E+00,9.905E-02,3.516E+00,1.756E+00,-4.480E-01,4.591E+00,1.725E+00,4.935E+00,2.805E-01,1.000E+00,1.000E+00,4.895E-02,5.522E+00
4.700E+01,0.000E+00,0.000E+00,7.386E-03,2.368E-04,0.000E+00,0.000E+00,1.270E-05,7.124E-03,2.190E-02,9.696E-01,1.804E+00,-4.884E-01,5.054E+00,1.545E+00,4.935E+00,2.814E-01,1.000E+00,1.000E+00,5.287E-02,4.332E+00,1.658E+00,-2.681E-01,3.030E+00,2.156E+00,4.935E+00,2.019E-01,1.000E+00,1.000E+00,9.912E-02,3.514E+00,1.765E+00,-4.762E-01,4.947E+00,1.687E+00,4.935E+00,2.923E-01,1.000E+00,1.000E+00,4.818E-02,5.587E+00
4.800E+01,0.000E+00,0.000E+00,7.584E-03,1.738E-04,0.000E+00,0.000E+00,1.270E-05,7.357E-03,2.245E-02,9.939E-01,1.803E+00,-5.236E-01,5.630E+00,1.536E+00,4.935E+00,2.932E-01,1.000E+00,1.000E+00,5.232E-02,4.362E+00,1.650E+00,-2.595E-01,2.916E+00,2.236E+00,4.935E+00,2.020E-01,1.000E+00,1.000E+00,9.918E-02,3.512E+00,1.776E+00,-5.044E-01,5.303E+00,1.649E+00,4.935E+00,3.042E-01,1.000E+00,1.000E+00,4.740E-02,5.652E+00
4.900E+01,0.000E+00,0.000E+00,7.973E-03,1.108E-04,0.000E+00,0.000E+00,1.465E-05,7.811E-03,2.379E-02,1.048E+00,1.798E+00,-5.367E-01,5.768E+00,1.567E+00,4.935E+00,3.066E-01,1.000E+00,1.000E+00,5.185E-02,4.390E+00,1.662E+00,-2.784E-01,3.135E+00,2.123E+00,4.935E+00,2.050E-01,1.000E+00,1.000E+00,9.811E-02,3.545E+00,1.748E+00,-5.075E-01,5.450E+00,1.747E+00,4.935E+00,3.137E-01,1.000E+00,1.000E+00,4.812E-02,5.590E+00
5.000E+01,0.000E+00,0.000E+00,8.167E-03,7.935E-05,0.000E+00,0.000E+00,1.563E-05,8.038E-03,2.447E-02,1.076E+00,1.795E+00,-5.433E-01,5.837E+00,1.582E+00,4.935E+00,3.132E-01,1.000E+00,1.000E+00,5.161E-02,4.404E+00,1.669E+00,-2.879E-01,3.245E+00,2.067E+00,4.935E+00,2.064E-01,1.000E+00,1.000E+00,9.758E-02,3.561E+00,1.734E+00,-5.090E-01,5.524E+00,1.796E+00,4.935E+00,3.184E-01,1.000E+00,1.000E+00,4.848E-02,5.559E+00
5.100E+01,0.000E+00,0.000E+00,8.361E-03,4.785E-05,0.000E+00,0.000E+00,1.660E-05,8.265E-03,2.514E-02,1.103E+00,1.792E+00,-5.498E-01,5.906E+00,1.598E+00,4.935E+00,3.199E-01,1.000E+00,1.000E+00,5.137E-02,4.417E+00,1.676E+00,-2.973E-01,3.354E+00,2.010E+00,4.935E+00,2.079E-01,1.000E+00,1.000E+00,9.704E-02,3.577E+00,1.721E+00,-5.105E-01,5.597E+00,1.845E+00,4.935E+00,3.232E-01,1.000E+00,1.000E+00,4.885E-02,5.527E+00
5.200E+01,0.000E+00,0.000E+00,8.888E-03,3.662E-05,0.000E+00,0.000E+00,2.490E-05,8.685E-03,2.643E-02,1.165E+00,1.784E+00,-5.623E-01,6.006E+00,1.646E+00,4.935E+00,3.364E-01,1.000E+00,1.000E+00,5.189E-02,4.387E+00,1.673E+00,-3.233E-01,3.680E+00,1.989E+00,4.935E+00,2.198E-01,1.000E+00,1.000E+00,9.706E-02,3.576E+00,1.713E+00,-5.184E-01,5.774E+00,1.869E+00,4.935E+00,3.251E-01,1.000E+00,1.000E+00,4.759E-02,5.637E+00
5.300E+01,0.000E+00,0.000E+00,9.151E-03,3.101E-05,0.000E+00,0.000E+00,2.905E-05,8.895E-03,2.708E-02,1.196E+00,1.779E+00,-5.685E-01,6.056E+00,1.671E+00,4.935E+00,3.447E-01,1.000E+00,1.000E+00,5.216E-02,4.372E+00,1.673E+00,-3.362E-01,3.843E+00,1.979E+00,4.935E+00,2.258E-01,1.000E+00,1.000E+00,9.708E-02,3.576E+00,1.710E+00,-5.223E-01,5.863E+00,1.881E+00,4.935E+00,3.261E-01,1.000E+00,1.000E+00,4.697E-02,5.692E+00
5.400E+01,0.000E+00,0.000E+00,9.414E-03,2.539E-05,0.000E+00,0.000E+00,3.320E-05,9.104E-03,2.772E-02,1.227E+00,1.775E+00,-5.748E-01,6.106E+00,1.695E+00,4.935E+00,3.529E-01,1.000E+00,1.000E+00,5.242E-02,4.357E+00,1.673E+00,-3.492E-01,4.006E+00,1.968E+00,4.935E+00,2.318E-01,1.000E+00,1.000E+00,9.709E-02,3.576E+00,1.706E+00,-5.263E-01,5.952E+00,1.893E+00,4.935E+00,3.271E-01,1.000E+00,1.000E+00,4.634E-02,5.747E+00
5.500E+01,0.000E+00,0.000E+00,1.006E-02,1.563E-05,0.000E+00,1.465E-06,3.418E-05,9.792E-03,2.973E-02,1.314E+00,1.777E+00,-5.954E-01,6.507E+00,1.678E+00,4.935E+00,3.582E-01,1.000E+00,1.000E+00,5.221E-02,4.369E+00,1.665E+00,-3.455E-01,3.901E+00,2.037E+00,4.935E+00,2.366E-01,1.000E+00,1.000E+00,9.651E-02,3.594E+00,1.707E+00,-5.419E-01,6.024E+00,1.918E+00,4.935E+00,3.478E-01,1.000E+00,1.000E+00,4.638E-02,5.743E+00
5.600E+01,0.000E+00,0.000E+00,1.039E-02,1.074E-05,0.000E+00,2.197E-06,3.467E-05,1.014E-02,3.074E-02,1.358E+00,1.779E+00,-6.057E-01,6.707E+00,1.670E+00,4.935E+00,3.608E-01,1.000E+00,1.000E+00,5.210E-02,4.375E+00,1.661E+00,-3.437E-01,3.849E+00,2.071E+00,4.935E+00,2.390E-01,1.000E+00,1.000E+00,9.623E-02,3.602E+00,1.708E+00,-5.498E-01,6.060E+00,1.931E+00,4.935E+00,3.582E-01,1.000E+00,1.000E+00,4.640E-02,5.741E+00
5.700E+01,0.000E+00,0.000E+00,1.072E-02,5.859E-06,0.000E+00,2.930E-06,3.516E-05,1.048E-02,3.174E-02,1.401E+00,1.780E+00,-6.160E-01,6.907E+00,1.662E+00,4.935E+00,3.634E-01,1.000E+00,1.000E+00,5.200E-02,4.381E+00,1.657E+00,-3.418E-01,3.796E+00,2.106E+00,4.935E+00,2.415E-01,1.000E+00,1.000E+00,9.594E-02,3.611E+00,1.708E+00,-5.576E-01,6.096E+00,1.944E+00,4.935E+00,3.685E-01,1.000E+00,1.000E+00,4.643E-02,5.739E+00
5.800E+01,0.000E+00,0.000E+00,1.140E-02,2.930E-06,0.000E+00,2.930E-06,4.395E-05,1.126E-02,3.388E-02,1.495E+00,1.753E+00,-6.569E-01,8.295E+00,1.711E+00,4.935E+00,3.866E-01,1.000E+00,1.000E+00,4.988E-02,4.511E+00,1.653E+00,-3.841E-01,4.632E+00,1.999E+00,4.935E+00,2.453E-01,1.000E+00,1.000E+00,9.631E-02,3.600E+00,1.691E+00,-5.941E-01,7.341E+00,1.930E+00,4.935E+00,3.774E-01,1.000E+00,1.000E+00,4.518E-02,5.857E+00
5.900E+01,0.000E+00,0.000E+00,1.174E-02,1.465E-06,0.000E+00,2.930E-06,4.834E-05,1.165E-02,3.495E-02,1.542E+00,1.741E+00,-6.773E-01,8.989E+00,1.735E+00,4.935E+00,3.982E-01,1.000E+00,1.000E+00,4.882E-02,4.576E+00,1.655E+00,-4.052E-01,5.050E+00,1.945E+00,4.935E+00,2.472E-01,1.000E+00,1.000E+00,9.649E-02,3.594E+00,1.685E+00,-6.123E-01,7.964E+00,1.923E+00,4.935E+00,3.818E-01,1.000E+00,1.000E+00,4.456E-02,5.916E+00
6.000E+01,0.000E+00,0.000E+00,1.208E-02,0.000E+00,0.000E+00,2.930E-06,5.273E-05,1.204E-02,3.602E-02,1.589E+00,1.732E+00,-6.977E-01,9.683E+00,1.759E+00,4.935E+00,4.098E-01,1.000E+00,1.000E+00,4.776E-02,4.641E+00,1.660E+00,-4.263E-01,5.468E+00,1.891E+00,4.935E+00,2.491E-01,1.000E+00,1.000E+00,9.668E-02,3.588E+00,1.681E+00,-6.305E-01,8.587E+00,1.916E+00,4.935E+00,3.862E-01,1.000E+00,1.000E+00,4.393E-02,5.975E+00
6.100E+01,0.000E+00,0.000E+00,1.298E-02,0.000E+00,0.000E+00,4.395E-06,5.762E-05,1.292E-02,3.891E-02,1.711E+00,1.716E+00,-6.757E-01,8.389E+00,1.894E+00,4.935E+00,4.277E-01,1.000E+00,1.000E+00,4.745E-02,4.662E+00,1.634E+00,-4.320E-01,5.774E+00,1.973E+00,4.935E+00,2.567E-01,1.000E+00,1.000E+00,9.685E-02,3.583E+00,1.661E+00,-6.076E-01,7.738E+00,2.052E+00,4.935E+00,3.874E-01,1.000E+00,1.000E+00,4.447E-02,5.923E+00
6.200E+01,0.000E+00,0.000E+00,1.343E-02,0.000E+00,0.000E+00,5.127E-06,6.006E-05,1.335E-02,4.036E-02,1.772E+00,1.711E+00,-6.646E-01,7.742E+00,1.962E+00,4.935E+00,4.366E-01,1.000E+00,1.000E+00,4.729E-02,4.672E+00,1.621E+00,-4.348E-01,5.928E+00,2.014E+00,4.935E+00,2.605E-01,1.000E+00,1.000E+00,9.694E-02,3.580E+00,1.654E+00,-5.962E-01,7.314E+00,2.120E+00,4.935E+00,3.880E-01,1.000E+00,1.000E+00,4.474E-02,5.897E+00
6.300E+01,0.000E+00,0.000E+00,1.388E-02,0.000E+00,0.000E+00,5.859E-06,6.250E-05,1.379E-02,4.180E-02,1.833E+00,1.709E+00,-6.536E-01,7.095E+00,2.029E+00,4.935E+00,4.455E-01,1.000E+00,1.000E+00,4.713E-02,4.683E+00,1.609E+00,-4.376E-01,6.081E+00,2.055E+00,4.935E+00,2.643E-01,1.000E+00,1.000E+00,9.702E-02,3.578E+00,1.647E+00,-5.848E-01,6.889E+00,2.188E+00,4.935E+00,3.887E-01,1.000E+00,1.000E+00,4.501E-02,5.870E+00
6.400E+01,0.000E+00,0.000E+00,1.496E-02,0.000E+00,0.000E+00,4.883E-06,7.031E-05,1.481E-02,4.478E-02,1.969E+00,1.688E+00,-6.795E-01,7.795E+00,2.096E+00,4.935E+00,4.671E-01,1.000E+00,1.000E+00,4.653E-02,4.724E+00,1.595E+00,-4.916E-01,8.221E+00,1.938E+00,4.935E+00,2.674E-01,1.000E+00,1.000E+00,9.750E-02,3.563E+00,1.619E+00,-6.081E-01,7.759E+00,2.267E+00,4.935E+00,4.035E-01,1.000E+00,1.000E+00,4.413E-02,5.958E+00
6.500E+01,0.000E+00,0.000E+00,1.550E-02,0.000E+00,0.000E+00,4.395E-06,7.422E-05,1.532E-02,4.626E-02,2.037E+00,1.679E+00,-6.925E-01,8.146E+00,2.130E+00,4.935E+00,4.778E-01,1.000E+00,1.000E+00,4.622E-02,4.745E+00,1.598E+00,-5.186E-01,9.292E+00,1.880E+00,4.935E+00,2.690E-01,1.000E+00,1.000E+00,9.774E-02,3.556E+00,1.607E+00,-6.198E-01,8.194E+00,2.306E+00,4.935E+00,4.109E-01,1.000E+00,1.000E+00,4.368E-02,6.001E+00
6.600E+01,0.000E+00,0.000E+00,1.604E-02,0.000E+00,0.000E+00,3.906E-06,7.812E-05,1.582E-02,4.775E-02,2.105E+00,1.670E+00,-7.055E-01,8.496E+00,2.164E+00,4.935E+00,4.886E-01,1.000E+00,1.000E+00,4.592E-02,4.765E+00,1.605E+00,-5.456E-01,1.036E+01,1.821E+00,4.935E+00,2.706E-01,1.000E+00,1.000E+00,9.798E-02,3.548E+00,1.595E+00,-6.315E-01,8.630E+00,2.346E+00,4.935E+00,4.183E-01,1.000E+00,1.000E+00,4.324E-02,6.045E+00
6.700E+01,0.000E+00,0.000E+00,1.743E-02,0.000E+00,0.000E+00,6.348E-06,9.424E-05,1.730E-02,5.185E-02,2.290E+00,1.625E+00,-7.300E-01,9.410E+00,2.358E+00,4.935E+00,5.183E-01,1.000E+00,1.000E+00,4.480E-02,4.846E+00,1.581E+00,-5.735E-01,1.257E+01,1.825E+00,4.911E+00,2.787E-01,1.025E+00,1.000E+00,9.670E-02,3.588E+00,1.558E+00,-6.400E-01,9.374E+00,2.487E+00,4.904E+00,4.369E-01,1.033E+00,1.000E+00,4.321E-02,6.048E+00
6.800E+01,0.000E+00,0.000E+00,1.812E-02,0.000E+00,0.000E+00,7.568E-06,1.023E-04,1.803E-02,5.390E-02,2.382E+00,1.604E+00,-7.422E-01,9.867E+00,2.455E+00,4.935E+00,5.331E-01,1.000E+00,1.000E+00,4.425E-02,4.886E+00,1.572E+00,-5.875E-01,1.368E+01,1.826E+00,4.899E+00,2.828E-01,1.038E+00,1.000E+00,9.606E-02,3.608E+00,1.541E+00,-6.443E-01,9.746E+00,2.557E+00,4.889E+00,4.461E-01,1.049E+00,1.000E+00,4.320E-02,6.049E+00
6.900E+01,0.000E+00,0.000E+00,1.881E-02,0.000E+00,0.000E+00,8.789E-06,1.104E-04,1.877E-02,5.595E-02,2.475E+00,1.584E+00,-7.544E-01,1.032E+01,2.552E+00,4.935E+00,5.479E-01,1.000E+00,1.000E+00,4.369E-02,4.926E+00,1.565E+00,-6.015E-01,1.478E+01,1.828E+00,4.888E+00,2.869E-01,1.050E+00,1.000E+00,9.543E-02,3.628E+00,1.524E+00,-6.486E-01,1.012E+01,2.628E+00,4.874E+00,4.554E-01,1.065E+00,1.000E+00,4.319E-02,6.050E+00
7.000E+01,0.000E+00,0.000E+00,2.030E-02,0.000E+00,0.000E+00,1.172E-05,1.216E-04,2.025E-02,6.060E-02,2.674E+00,1.536E+00,-8.321E-01,1.933E+01,2.400E+00,4.932E+00,5.572E-01,1.003E+00,1.000E+00,4.424E-02,4.886E+00,1.528E+00,-5.966E-01,1.498E+01,1.970E+00,4.860E+00,2.929E-01,1.081E+00,1.000E+00,9.536E-02,3.630E+00,1.472E+00,-7.153E-01,1.655E+01,2.565E+00,4.811E+00,4.694E-01,1.137E+00,1.000E+00,4.292E-02,6.078E+00
7.100E+01,0.000E+00,0.000E+00,2.104E-02,0.000E+00,0.000E+00,1.318E-05,1.272E-04,2.099E-02,6.292E-02,2.773E+00,1.536E+00,-8.709E-01,2.384E+01,2.324E+00,4.931E+00,5.619E-01,1.004E+00,1.000E+00,4.451E-02,4.866E+00,1.510E+00,-5.942E-01,1.508E+01,2.042E+00,4.847E+00,2.959E-01,1.096E+00,1.000E+00,9.533E-02,3.631E+00,1.463E+00,-7.487E-01,1.977E+01,2.534E+00,4.781E+00,4.764E-01,1.173E+00,1.000E+00,4.278E-02,6.092E+00
7.200E+01,0.000E+00,0.000E+00,2.178E-02,0.000E+00,0.000E+00,1.465E-05,1.328E-04,2.173E-02,6.524E-02,2.873E+00,1.545E+00,-9.097E-01,2.834E+01,2.248E+00,4.929E+00,5.666E-01,1.006E+00,1.000E+00,4.478E-02,4.846E+00,1.493E+00,-5.918E-01,1.518E+01,2.113E+00,4.834E+00,2.989E-01,1.111E+00,1.000E+00,9.530E-02,3.632E+00,1.460E+00,-7.820E-01,2.299E+01,2.502E+00,4.751E+00,4.834E-01,1.210E+00,1.000E+00,4.265E-02,6.106E+00
7.300E+01,0.000E+00,0.000E+00,2.299E-02,0.000E+00,0.000E+00,1.660E-05,1.372E-04,2.304E-02,6.892E-02,3.037E+00,1.475E+00,-9.209E-01,3.466E+01,2.479E+00,4.848E+00,5.812E-01,1.094E+00,1.000E+00,4.411E-02,4.896E+00,1.467E+00,-5.833E-01,1.503E+01,2.231E+00,4.786E+00,3.125E-01,1.167E+00,1.000E+00,9.477E-02,3.649E+00,1.437E+00,-7.920E-01,2.535E+01,2.575E+00,4.753E+00,4.898E-01,1.207E+00,1.000E+00,4.086E-02,6.306E+00
7.400E+01,0.000E+00,0.000E+00,2.420E-02,0.000E+00,0.000E+00,1.855E-05,1.416E-04,2.435E-02,7.259E-02,3.200E+00,1.415E+00,-9.321E-01,4.098E+01,2.711E+00,4.773E+00,5.958E-01,1.183E+00,1.000E+00,4.343E-02,4.946E+00,1.442E+00,-5.749E-01,1.487E+01,2.349E+00,4.741E+00,3.261E-01,1.222E+00,1.000E+00,9.424E-02,3.666E+00,1.415E+00,-8.020E-01,2.770E+01,2.648E+00,4.755E+00,4.962E-01,1.205E+00,1.000E+00,3.907E-02,6.506E+00
7.500E+01,0.000E+00,0.000E+00,2.551E-02,0.000E+00,0.000E+00,2.344E-05,1.504E-04,2.566E-02,7.671E-02,3.376E+00,1.381E+00,-9.133E-01,3.658E+01,2.971E+00,4.713E+00,6.048E-01,1.258E+00,1.000E+00,4.180E-02,5.077E+00,1.410E+00,-5.595E-01,1.405E+01,2.562E+00,4.713E+00,3.326E-01,1.258E+00,1.000E+00,9.512E-02,3.637E+00,1.379E+00,-7.787E-01,2.516E+01,2.902E+00,4.689E+00,5.001E-01,1.289E+00,1.000E+00,4.002E-02,6.396E+00
7.600E+01,0.000E+00,0.000E+00,2.682E-02,0.000E+00,0.000E+00,2.832E-05,1.592E-04,2.697E-02,8.083E-02,3.553E+00,1.354E+00,-8.946E-01,3.219E+01,3.230E+00,4.656E+00,6.139E-01,1.333E+00,1.000E+00,4.016E-02,5.208E+00,1.381E+00,-5.441E-01,1.323E+01,2.774E+00,4.685E+00,3.392E-01,1.294E+00,1.000E+00,9.601E-02,3.609E+00,1.350E+00,-7.554E-01,2.263E+01,3.157E+00,4.627E+00,5.039E-01,1.373E+00,1.000E+00,4.097E-02,6.287E+00
7.700E+01,0.000E+00,0.000E+00,2.837E-02,0.000E+00,4.883E-07,4.150E-05,2.002E-04,2.848E-02,8.533E-02,3.755E+00,1.305E+00,-8.874E-01,3.308E+01,3.560E+00,4.554E+00,6.260E-01,1.477E+00,1.000E+00,3.915E-02,5.298E+00,1.347E+00,-5.429E-01,1.347E+01,2.997E+00,4.643E+00,3.504E-01,1.350E+00,1.000E+00,9.308E-02,3.706E+00,1.316E+00,-7.475E-01,2.228E+01,3.416E+00,4.551E+00,5.216E-01,1.483E+00,1.000E+00,4.061E-02,6.327E+00
7.800E+01,0.000E+00,0.000E+00,2.992E-02,0.000E+00,9.766E-07,5.469E-05,2.412E-04,2.999E-02,8.982E-02,3.958E+00,1.261E+00,-8.802E-01,3.397E+01,3.889E+00,4.462E+00,6.381E-01,1.622E+00,1.000E+00,3.813E-02,5.388E+00,1.316E+00,-5.417E-01,1.371E+01,3.220E+00,4.603E+00,3.617E-01,1.406E+00,1.000E+00,9.016E-02,3.803E+00,1.286E+00,-7.396E-01,2.194E+01,3.675E+00,4.480E+00,5.394E-01,1.593E+00,1.000E+00,4.025E-02,6.368E+00
7.900E+01,0.000E+00,0.000E+00,3.099E-02,0.000E+00,4.883E-07,6.396E-05,2.642E-04,3.103E-02,9.298E-02,4.097E+00,1.179E+00,-8.694E-01,3.454E+01,4.702E+00,4.275E+00,6.561E-01,1.955E+00,1.000E+00,3.785E-02,5.414E+00,1.284E+00,-5.277E-01,1.322E+01,3.508E+00,4.517E+00,3.713E-01,1.534E+00,1.000E+00,8.963E-02,3.822E+00,1.247E+00,-7.309E-01,2.152E+01,4.052E+00,4.377E+00,5.487E-01,1.766E+00,1.000E+00,3.887E-02,6.534E+00
8.000E+01,0.000E+00,0.000E+00,3.207E-02,0.000E+00,0.000E+00,7.324E-05,2.871E-04,3.206E-02,9.614E-02,4.237E+00,1.112E+00,-8.586E-01,3.512E+01,5.514E+00,4.118E+00,6.740E-01,2.289E+00,1.000E+00,3.757E-02,5.440E+00,1.256E+00,-5.136E-01,1.274E+01,3.796E+00,4.437E+00,3.810E-01,1.662E+00,1.000E+00,8.909E-02,3.841E+00,1.213E+00,-7.222E-01,2.110E+01,4.429E+00,4.283E+00,5.579E-01,1.940E+00,1.000E+00,3.750E-02,6.700E+00
8.100E+01,0.000E+00,0.000E+00,3.218E-02,0.000E+00,0.000E+00,9.619E-05,3.311E-04,3.223E-02,9.641E-02,4.255E+00,1.068E+00,-8.442E-01,3.272E+01,6.338E+00,4.041E+00,6.838E-01,2.473E+00,1.000E+00,3.574E-02,5.625E+00,1.211E+00,-5.041E-01,1.257E+01,4.302E+00,4.312E+00,3.957E-01,1.884E+00,1.000E+00,8.738E-02,3.904E+00,1.166E+00,-7.198E-01,2.109E+01,5.044E+00,4.187E+00,5.739E-01,2.135E+00,1.000E+00,3.667E-02,6.810E+00
8.200E+01,0.000E+00,0.000E+00,3.230E-02,0.000E+00,0.000E+00,1.191E-04,3.750E-04,3.240E-02,9.669E-02,4.273E+00,1.034E+00,-8.299E-01,3.032E+01,7.163E+00,3.970E+00,6.936E-01,2.656E+00,1.000E+00,3.391E-02,5.810E+00,1.172E+00,-4.947E-01,1.240E+01,4.807E+00,4.201E+00,4.105E-01,2.106E+00,1.000E+00,8.567E-02,3.967E+00,1.125E+00,-7.175E-01,2.108E+01,5.659E+00,4.100E+00,5.899E-01,2.330E+00,1.000E+00,3.583E-02,6.921E+00
8.300E+01,0.000E+00,0.000E+00,2.960E-02,0.000E+00,4.883E-07,5.215E-04,1.091E-03,3.008E-02,8.920E-02,3.972E+00,1.008E+00,-8.225E-01,2.776E+01,8.087E+00,3.895E+00,7.032E-01,2.863E+00,1.000E+00,3.156E-02,6.097E+00,1.126E+00,-4.804E-01,1.157E+01,5.696E+00,4.075E+00,4.222E-01,2.389E+00,1.000E+00,8.304E-02,4.074E+00,1.081E+00,-7.009E-01,1.942E+01,6.650E+00,3.986E+00,5.972E-01,2.612E+00,1.000E+00,3.333E-02,7.308E+00
8.400E+01,0.000E+00,0.000E+00,2.691E-02,0.000E+00,9.766E-07,9.238E-04,1.808E-03,2.777E-02,8.172E-02,3.671E+00,9.886E-01,-8.151E-01,2.520E+01,9.012E+00,3.827E+00,7.129E-01,3.071E+00,1.000E+00,2.921E-02,6.383E+00,1.093E+00,-4.661E-01,1.075E+01,6.585E+00,3.964E+00,4.339E-01,2.671E+00,1.000E+00,8.041E-02,4.180E+00,1.048E+00,-6.844E-01,1.776E+01,7.640E+00,3.885E+00,6.046E-01,2.894E+00,1.000E+00,3.082E-02,7.695E+00
