alpha,H,He,Mg,Si,O,Mg_1,O_1,Si_2,O_2,amu/ion,thetaK_Mg,thetaTilt_Mg,thetaM_Mg,thetaN_Mg,3dK_Mg,3dTilt_Mg,3dM_Mg,3dN_Mg,energyK_Mg,energyE_Mg,thetaK_O,thetaTilt_O,thetaM_O,thetaN_O,3dK_O,3dTilt_O,3dM_O,3dN_O,energyK_O,energyE_O,thetaK_Si,thetaTilt_Si,thetaM_Si,thetaN_Si,3dK_Si,3dTilt_Si,3dM_Si,3dN_Si,energyK_Si,energyE_Si
1.000E+01,0.000E+00,0.000E+00,2.780E-03,9.766E-04,0.000E+00,0.000E+00,7.812E-07,2.180E-03,9.597E-03,3.099E-01,1.664E+00,-3.772E-02,1.550E+00,2.166E+00,4.935E+00,6.345E-02,1.000E+00,1.000E+00,2.352E-01,1.592E+00,1.684E+00,-6.818E-02,1.781E+00,1.941E+00,4.935E+00,6.854E-02,1.000E+00,1.000E+00,1.125E-01,3.159E+00,1.744E+00,5.367E-02,9.082E-01,2.565E+00,4.935E+00,5.819E-02,1.000E+00,1.000E+00,5.477E-02,5.076E+00
1.100E+01,0.000E+00,0.000E+00,2.860E-03,1.006E-03,0.000E+00,9.766E-08,6.836E-07,2.238E-03,9.772E-03,3.171E-01,1.667E+00,-5.599E-02,1.649E+00,2.132E+00,4.935E+00,7.172E-02,1.000E+00,1.000E+00,2.352E-01,1.592E+00,1.687E+00,-8.006E-02,1.830E+00,1.940E+00,4.935E+00,7.697E-02,1.000E+00,1.000E+00,1.121E-01,3.169E+00,1.701E+00,1.808E-02,1.094E+00,2.438E+00,4.935E+00,6.873E-02,1.000E+00,1.000E+00,5.509E-02,5.054E+00
1.200E+01,0.000E+00,0.000E+00,2.940E-03,1.035E-03,0.000E+00,1.953E-07,5.859E-07,2.296E-03,9.947E-03,3.242E-01,1.671E+00,-7.425E-02,1.749E+00,2.099E+00,4.935E+00,8.000E-02,1.000E+00,1.000E+00,2.352E-01,1.592E+00,1.691E+00,-9.194E-02,1.879E+00,1.938E+00,4.935E+00,8.540E-02,1.000E+00,1.000E+00,1.117E-01,3.178E+00,1.684E+00,-1.750E-02,1.279E+00,2.311E+00,4.935E+00,7.927E-02,1.000E+00,1.000E+00,5.541E-02,5.032E+00
1.300E+01,0.000E+00,0.000E+00,3.021E-03,1.064E-03,0.000E+00,2.930E-07,4.883E-07,2.354E-03,1.012E-02,3.314E-01,1.676E+00,-9.252E-02,1.848E+00,2.066E+00,4.935E+00,8.827E-02,1.000E+00,1.000E+00,2.352E-01,1.592E+00,1.694E+00,-1.038E-01,1.928E+00,1.937E+00,4.935E+00,9.383E-02,1.000E+00,1.000E+00,1.113E-01,3.188E+00,1.694E+00,-5.309E-02,1.465E+00,2.183E+00,4.935E+00,8.981E-02,1.000E+00,1.000E+00,5.574E-02,5.011E+00
1.400E+01,0.000E+00,0.000E+00,3.061E-03,1.079E-03,0.000E+00,3.418E-07,4.395E-07,2.383E-03,1.021E-02,3.350E-01,1.679E+00,-1.016E-01,1.898E+00,2.049E+00,4.935E+00,9.241E-02,1.000E+00,1.000E+00,2.352E-01,1.592E+00,1.696E+00,-1.098E-01,1.953E+00,1.936E+00,4.935E+00,9.805E-02,1.000E+00,1.000E+00,1.111E-01,3.192E+00,1.701E+00,-7.088E-02,1.558E+00,2.120E+00,4.935E+00,9.508E-02,1.000E+00,1.000E+00,5.590E-02,5.000E+00
1.500E+01,0.000E+00,0.000E+00,3.101E-03,1.093E-03,0.000E+00,3.906E-07,3.906E-07,2.412E-03,1.030E-02,3.386E-01,1.682E+00,-1.108E-01,1.948E+00,2.032E+00,4.935E+00,9.655E-02,1.000E+00,1.000E+00,2.352E-01,1.592E+00,1.697E+00,-1.157E-01,1.978E+00,1.935E+00,4.935E+00,1.023E-01,1.000E+00,1.000E+00,1.110E-01,3.197E+00,1.709E+00,-8.868E-02,1.651E+00,2.056E+00,4.935E+00,1.004E-01,1.000E+00,1.000E+00,5.606E-02,4.989E+00
1.600E+01,0.000E+00,0.000E+00,3.181E-03,1.123E-03,0.000E+00,4.883E-07,2.930E-07,2.470E-03,1.047E-02,3.457E-01,1.688E+00,-1.290E-01,2.047E+00,1.999E+00,4.935E+00,1.048E-01,1.000E+00,1.000E+00,2.352E-01,1.591E+00,1.701E+00,-1.276E-01,2.027E+00,1.934E+00,4.935E+00,1.107E-01,1.000E+00,1.000E+00,1.106E-01,3.206E+00,1.729E+00,-1.243E-01,1.836E+00,1.929E+00,4.935E+00,1.109E-01,1.000E+00,1.000E+00,5.639E-02,4.967E+00
1.700E+01,0.000E+00,0.000E+00,3.261E-03,1.152E-03,0.000E+00,5.859E-07,1.953E-07,2.527E-03,1.065E-02,3.529E-01,1.695E+00,-1.473E-01,2.146E+00,1.966E+00,4.935E+00,1.131E-01,1.000E+00,1.000E+00,2.352E-01,1.591E+00,1.704E+00,-1.395E-01,2.076E+00,1.932E+00,4.935E+00,1.191E-01,1.000E+00,1.000E+00,1.102E-01,3.216E+00,1.754E+00,-1.599E-01,2.022E+00,1.802E+00,4.935E+00,1.214E-01,1.000E+00,1.000E+00,5.671E-02,4.945E+00
1.800E+01,0.000E+00,0.000E+00,3.342E-03,1.181E-03,0.000E+00,6.836E-07,9.766E-08,2.585E-03,1.082E-02,3.601E-01,1.703E+00,-1.656E-01,2.246E+00,1.933E+00,4.935E+00,1.214E-01,1.000E+00,1.000E+00,2.353E-01,1.591E+00,1.708E+00,-1.514E-01,2.125E+00,1.931E+00,4.935E+00,1.276E-01,1.000E+00,1.000E+00,1.098E-01,3.225E+00,1.782E+00,-1.954E-01,2.208E+00,1.675E+00,4.935E+00,1.320E-01,1.000E+00,1.000E+00,5.704E-02,4.924E+00
1.900E+01,0.000E+00,0.000E+00,3.382E-03,1.196E-03,0.000E+00,7.324E-07,4.883E-08,2.614E-03,1.091E-02,3.636E-01,1.707E+00,-1.747E-01,2.295E+00,1.916E+00,4.935E+00,1.255E-01,1.000E+00,1.000E+00,2.353E-01,1.591E+00,1.709E+00,-1.573E-01,2.150E+00,1.930E+00,4.935E+00,1.318E-01,1.000E+00,1.000E+00,1.096E-01,3.230E+00,1.799E+00,-2.132E-01,2.301E+00,1.611E+00,4.935E+00,1.372E-01,1.000E+00,1.000E+00,5.720E-02,4.913E+00
2.000E+01,0.000E+00,0.000E+00,3.422E-03,1.210E-03,0.000E+00,7.812E-07,0.000E+00,2.643E-03,1.100E-02,3.672E-01,1.711E+00,-1.838E-01,2.345E+00,1.899E+00,4.935E+00,1.296E-01,1.000E+00,1.000E+00,2.353E-01,1.591E+00,1.711E+00,-1.632E-01,2.175E+00,1.929E+00,4.935E+00,1.360E-01,1.000E+00,1.000E+00,1.094E-01,3.235E+00,1.816E+00,-2.310E-01,2.393E+00,1.548E+00,4.935E+00,1.425E-01,1.000E+00,1.000E+00,5.736E-02,4.902E+00
2.100E+01,0.000E+00,0.000E+00,3.542E-03,1.245E-03,0.000E+00,7.812E-07,1.953E-07,2.735E-03,1.135E-02,3.793E-01,1.711E+00,-1.954E-01,2.446E+00,1.884E+00,4.935E+00,1.349E-01,1.000E+00,1.000E+00,2.345E-01,1.596E+00,1.709E+00,-1.837E-01,2.368E+00,1.894E+00,4.935E+00,1.438E-01,1.000E+00,1.000E+00,1.090E-01,3.245E+00,1.815E+00,-2.345E-01,2.383E+00,1.572E+00,4.935E+00,1.498E-01,1.000E+00,1.000E+00,5.693E-02,4.931E+00
2.200E+01,0.000E+00,0.000E+00,3.662E-03,1.279E-03,0.000E+00,7.812E-07,3.906E-07,2.827E-03,1.170E-02,3.913E-01,1.711E+00,-2.069E-01,2.548E+00,1.868E+00,4.935E+00,1.401E-01,1.000E+00,1.000E+00,2.338E-01,1.600E+00,1.709E+00,-2.043E-01,2.562E+00,1.859E+00,4.935E+00,1.516E-01,1.000E+00,1.000E+00,1.086E-01,3.255E+00,1.813E+00,-2.381E-01,2.372E+00,1.596E+00,4.935E+00,1.570E-01,1.000E+00,1.000E+00,5.651E-02,4.960E+00
2.300E+01,0.000E+00,0.000E+00,3.782E-03,1.313E-03,0.000E+00,7.812E-07,5.859E-07,2.919E-03,1.204E-02,4.034E-01,1.712E+00,-2.184E-01,2.649E+00,1.853E+00,4.935E+00,1.453E-01,1.000E+00,1.000E+00,2.331E-01,1.604E+00,1.711E+00,-2.248E-01,2.756E+00,1.824E+00,4.935E+00,1.593E-01,1.000E+00,1.000E+00,1.082E-01,3.265E+00,1.812E+00,-2.416E-01,2.362E+00,1.620E+00,4.935E+00,1.643E-01,1.000E+00,1.000E+00,5.608E-02,4.989E+00
2.400E+01,0.000E+00,0.000E+00,3.842E-03,1.330E-03,0.000E+00,7.812E-07,6.836E-07,2.965E-03,1.222E-02,4.094E-01,1.712E+00,-2.241E-01,2.700E+00,1.845E+00,4.935E+00,1.479E-01,1.000E+00,1.000E+00,2.327E-01,1.607E+00,1.712E+00,-2.350E-01,2.853E+00,1.807E+00,4.935E+00,1.632E-01,1.000E+00,1.000E+00,1.080E-01,3.270E+00,1.811E+00,-2.434E-01,2.357E+00,1.632E+00,4.935E+00,1.679E-01,1.000E+00,1.000E+00,5.587E-02,5.003E+00
2.500E+01,0.000E+00,0.000E+00,3.902E-03,1.348E-03,0.000E+00,7.812E-07,7.812E-07,3.011E-03,1.239E-02,4.155E-01,1.713E+00,-2.299E-01,2.750E+00,1.837E+00,4.935E+00,1.505E-01,1.000E+00,1.000E+00,2.324E-01,1.609E+00,1.714E+00,-2.453E-01,2.950E+00,1.789E+00,4.935E+00,1.671E-01,1.000E+00,1.000E+00,1.078E-01,3.275E+00,1.811E+00,-2.451E-01,2.351E+00,1.644E+00,4.935E+00,1.715E-01,1.000E+00,1.000E+00,5.565E-02,5.018E+00
2.600E+01,0.000E+00,0.000E+00,4.022E-03,1.382E-03,0.000E+00,7.812E-07,9.766E-07,3.102E-03,1.274E-02,4.275E-01,1.715E+00,-2.414E-01,2.852E+00,1.822E+00,4.935E+00,1.557E-01,1.000E+00,1.000E+00,2.316E-01,1.613E+00,1.719E+00,-2.658E-01,3.144E+00,1.754E+00,4.935E+00,1.749E-01,1.000E+00,1.000E+00,1.074E-01,3.285E+00,1.809E+00,-2.486E-01,2.341E+00,1.669E+00,4.935E+00,1.788E-01,1.000E+00,1.000E+00,5.522E-02,5.047E+00
2.700E+01,0.000E+00,0.000E+00,4.143E-03,1.416E-03,0.000E+00,7.812E-07,1.172E-06,3.194E-03,1.309E-02,4.396E-01,1.717E+00,-2.529E-01,2.953E+00,1.807E+00,4.935E+00,1.609E-01,1.000E+00,1.000E+00,2.309E-01,1.618E+00,1.726E+00,-2.863E-01,3.338E+00,1.719E+00,4.935E+00,1.827E-01,1.000E+00,1.000E+00,1.070E-01,3.295E+00,1.808E+00,-2.522E-01,2.330E+00,1.693E+00,4.935E+00,1.861E-01,1.000E+00,1.000E+00,5.480E-02,5.076E+00
2.800E+01,0.000E+00,0.000E+00,4.263E-03,1.451E-03,0.000E+00,7.812E-07,1.367E-06,3.286E-03,1.344E-02,4.516E-01,1.719E+00,-2.644E-01,3.054E+00,1.791E+00,4.935E+00,1.661E-01,1.000E+00,1.000E+00,2.302E-01,1.622E+00,1.734E+00,-3.069E-01,3.532E+00,1.684E+00,4.935E+00,1.905E-01,1.000E+00,1.000E+00,1.067E-01,3.305E+00,1.807E+00,-2.557E-01,2.320E+00,1.717E+00,4.935E+00,1.933E-01,1.000E+00,1.000E+00,5.437E-02,5.105E+00
2.900E+01,0.000E+00,0.000E+00,4.323E-03,1.468E-03,0.000E+00,7.812E-07,1.465E-06,3.332E-03,1.362E-02,4.577E-01,1.721E+00,-2.702E-01,3.105E+00,1.784E+00,4.935E+00,1.687E-01,1.000E+00,1.000E+00,2.298E-01,1.624E+00,1.738E+00,-3.171E-01,3.629E+00,1.667E+00,4.935E+00,1.944E-01,1.000E+00,1.000E+00,1.065E-01,3.310E+00,1.807E+00,-2.574E-01,2.315E+00,1.729E+00,4.935E+00,1.969E-01,1.000E+00,1.000E+00,5.416E-02,5.119E+00
3.000E+01,0.000E+00,0.000E+00,4.383E-03,1.485E-03,0.000E+00,7.812E-07,1.562E-06,3.378E-03,1.379E-02,4.637E-01,1.722E+00,-2.759E-01,3.156E+00,1.776E+00,4.935E+00,1.713E-01,1.000E+00,1.000E+00,2.294E-01,1.626E+00,1.742E+00,-3.274E-01,3.726E+00,1.649E+00,4.935E+00,1.983E-01,1.000E+00,1.000E+00,1.063E-01,3.315E+00,1.806E+00,-2.592E-01,2.309E+00,1.741E+00,4.935E+00,2.006E-01,1.000E+00,1.000E+00,5.394E-02,5.134E+00
3.100E+01,0.000E+00,0.000E+00,4.867E-03,1.421E-03,0.000E+00,1.074E-06,2.637E-06,3.773E-03,1.492E-02,5.029E-01,1.721E+00,-2.866E-01,3.255E+00,1.780E+00,4.935E+00,1.789E-01,1.000E+00,1.000E+00,2.286E-01,1.631E+00,1.732E+00,-3.331E-01,3.773E+00,1.699E+00,4.935E+00,2.047E-01,1.000E+00,1.000E+00,1.056E-01,3.334E+00,1.756E+00,-3.116E-01,3.272E+00,1.698E+00,4.935E+00,2.184E-01,1.000E+00,1.000E+00,5.357E-02,5.162E+00
3.200E+01,0.000E+00,0.000E+00,5.110E-03,1.388E-03,0.000E+00,1.221E-06,3.174E-06,3.970E-03,1.548E-02,5.225E-01,1.720E+00,-2.919E-01,3.304E+00,1.782E+00,4.935E+00,1.826E-01,1.000E+00,1.000E+00,2.282E-01,1.634E+00,1.727E+00,-3.360E-01,3.797E+00,1.724E+00,4.935E+00,2.079E-01,1.000E+00,1.000E+00,1.052E-01,3.344E+00,1.742E+00,-3.378E-01,3.753E+00,1.677E+00,4.935E+00,2.273E-01,1.000E+00,1.000E+00,5.338E-02,5.176E+00
3.300E+01,0.000E+00,0.000E+00,5.352E-03,1.356E-03,0.000E+00,1.367E-06,3.711E-06,4.167E-03,1.604E-02,5.420E-01,1.720E+00,-2.972E-01,3.353E+00,1.784E+00,4.935E+00,1.864E-01,1.000E+00,1.000E+00,2.278E-01,1.636E+00,1.722E+00,-3.389E-01,3.821E+00,1.749E+00,4.935E+00,2.112E-01,1.000E+00,1.000E+00,1.049E-01,3.354E+00,1.734E+00,-3.640E-01,4.235E+00,1.656E+00,4.935E+00,2.362E-01,1.000E+00,1.000E+00,5.319E-02,5.190E+00
3.400E+01,0.000E+00,0.000E+00,5.594E-03,1.324E-03,0.000E+00,1.514E-06,4.248E-06,4.365E-03,1.661E-02,5.616E-01,1.719E+00,-3.025E-01,3.403E+00,1.786E+00,4.935E+00,1.902E-01,1.000E+00,1.000E+00,2.274E-01,1.639E+00,1.717E+00,-3.418E-01,3.845E+00,1.774E+00,4.935E+00,2.144E-01,1.000E+00,1.000E+00,1.045E-01,3.363E+00,1.730E+00,-3.902E-01,4.716E+00,1.634E+00,4.935E+00,2.452E-01,1.000E+00,1.000E+00,5.300E-02,5.204E+00
3.500E+01,0.000E+00,0.000E+00,5.837E-03,1.292E-03,0.000E+00,1.660E-06,4.785E-06,4.562E-03,1.717E-02,5.812E-01,1.719E+00,-3.078E-01,3.452E+00,1.788E+00,4.935E+00,1.939E-01,1.000E+00,1.000E+00,2.270E-01,1.641E+00,1.713E+00,-3.447E-01,3.868E+00,1.799E+00,4.935E+00,2.176E-01,1.000E+00,1.000E+00,1.042E-01,3.373E+00,1.729E+00,-4.164E-01,5.197E+00,1.613E+00,4.935E+00,2.541E-01,1.000E+00,1.000E+00,5.281E-02,5.218E+00
3.600E+01,0.000E+00,0.000E+00,6.079E-03,1.260E-03,0.000E+00,1.807E-06,5.322E-06,4.759E-03,1.773E-02,6.008E-01,1.718E+00,-3.132E-01,3.502E+00,1.790E+00,4.935E+00,1.977E-01,1.000E+00,1.000E+00,2.266E-01,1.644E+00,1.708E+00,-3.476E-01,3.892E+00,1.823E+00,4.935E+00,2.209E-01,1.000E+00,1.000E+00,1.038E-01,3.382E+00,1.731E+00,-4.426E-01,5.679E+00,1.591E+00,4.935E+00,2.630E-01,1.000E+00,1.000E+00,5.262E-02,5.232E+00
3.700E+01,0.000E+00,0.000E+00,6.321E-03,1.227E-03,0.000E+00,1.953E-06,5.859E-06,4.957E-03,1.830E-02,6.204E-01,1.718E+00,-3.185E-01,3.551E+00,1.792E+00,4.935E+00,2.015E-01,1.000E+00,1.000E+00,2.262E-01,1.647E+00,1.703E+00,-3.504E-01,3.916E+00,1.848E+00,4.935E+00,2.241E-01,1.000E+00,1.000E+00,1.035E-01,3.392E+00,1.735E+00,-4.688E-01,6.160E+00,1.570E+00,4.935E+00,2.719E-01,1.000E+00,1.000E+00,5.244E-02,5.246E+00
3.800E+01,0.000E+00,0.000E+00,6.564E-03,1.195E-03,0.000E+00,2.100E-06,6.396E-06,5.154E-03,1.886E-02,6.400E-01,1.718E+00,-3.238E-01,3.601E+00,1.794E+00,4.935E+00,2.052E-01,1.000E+00,1.000E+00,2.258E-01,1.649E+00,1.699E+00,-3.533E-01,3.940E+00,1.873E+00,4.935E+00,2.273E-01,1.000E+00,1.000E+00,1.031E-01,3.402E+00,1.741E+00,-4.951E-01,6.641E+00,1.548E+00,4.935E+00,2.808E-01,1.000E+00,1.000E+00,5.225E-02,5.260E+00
3.900E+01,0.000E+00,0.000E+00,6.806E-03,1.163E-03,0.000E+00,2.246E-06,6.934E-06,5.351E-03,1.942E-02,6.596E-01,1.718E+00,-3.291E-01,3.650E+00,1.796E+00,4.935E+00,2.090E-01,1.000E+00,1.000E+00,2.254E-01,1.652E+00,1.694E+00,-3.562E-01,3.964E+00,1.898E+00,4.935E+00,2.306E-01,1.000E+00,1.000E+00,1.028E-01,3.411E+00,1.748E+00,-5.213E-01,7.122E+00,1.527E+00,4.935E+00,2.897E-01,1.000E+00,1.000E+00,5.206E-02,5.274E+00
4.000E+01,0.000E+00,0.000E+00,7.048E-03,1.131E-03,0.000E+00,2.393E-06,7.471E-06,5.549E-03,1.998E-02,6.791E-01,1.718E+00,-3.344E-01,3.699E+00,1.798E+00,4.935E+00,2.128E-01,1.000E+00,1.000E+00,2.250E-01,1.654E+00,1.690E+00,-3.591E-01,3.988E+00,1.923E+00,4.935E+00,2.338E-01,1.000E+00,1.000E+00,1.024E-01,3.421E+00,1.757E+00,-5.475E-01,7.604E+00,1.506E+00,4.935E+00,2.987E-01,1.000E+00,1.000E+00,5.187E-02,5.289E+00
4.100E+01,0.000E+00,0.000E+00,7.291E-03,1.098E-03,0.000E+00,2.539E-06,8.008E-06,5.746E-03,2.055E-02,6.987E-01,1.717E+00,-3.397E-01,3.749E+00,1.800E+00,4.935E+00,2.165E-01,1.000E+00,1.000E+00,2.246E-01,1.657E+00,1.686E+00,-3.620E-01,4.011E+00,1.948E+00,4.935E+00,2.370E-01,1.000E+00,1.000E+00,1.021E-01,3.430E+00,1.767E+00,-5.737E-01,8.085E+00,1.484E+00,4.935E+00,3.076E-01,1.000E+00,1.000E+00,5.168E-02,5.303E+00
4.200E+01,0.000E+00,0.000E+00,7.533E-03,1.066E-03,0.000E+00,2.686E-06,8.545E-06,5.943E-03,2.111E-02,7.183E-01,1.717E+00,-3.451E-01,3.798E+00,1.802E+00,4.935E+00,2.203E-01,1.000E+00,1.000E+00,2.242E-01,1.659E+00,1.681E+00,-3.649E-01,4.035E+00,1.973E+00,4.935E+00,2.403E-01,1.000E+00,1.000E+00,1.017E-01,3.440E+00,1.778E+00,-5.999E-01,8.566E+00,1.463E+00,4.935E+00,3.165E-01,1.000E+00,1.000E+00,5.149E-02,5.317E+00
4.300E+01,0.000E+00,0.000E+00,7.775E-03,1.034E-03,0.000E+00,2.832E-06,9.082E-06,6.141E-03,2.167E-02,7.379E-01,1.717E+00,-3.504E-01,3.848E+00,1.804E+00,4.935E+00,2.240E-01,1.000E+00,1.000E+00,2.238E-01,1.662E+00,1.677E+00,-3.677E-01,4.059E+00,1.997E+00,4.935E+00,2.435E-01,1.000E+00,1.000E+00,1.014E-01,3.450E+00,1.790E+00,-6.261E-01,9.048E+00,1.441E+00,4.935E+00,3.254E-01,1.000E+00,1.000E+00,5.130E-02,5.331E+00
4.400E+01,0.000E+00,0.000E+00,8.018E-03,1.002E-03,0.000E+00,2.979E-06,9.619E-06,6.338E-03,2.224E-02,7.575E-01,1.717E+00,-3.557E-01,3.897E+00,1.806E+00,4.935E+00,2.278E-01,1.000E+00,1.000E+00,2.234E-01,1.664E+00,1.673E+00,-3.706E-01,4.083E+00,2.022E+00,4.935E+00,2.467E-01,1.000E+00,1.000E+00,1.010E-01,3.459E+00,1.803E+00,-6.523E-01,9.529E+00,1.420E+00,4.935E+00,3.343E-01,1.000E+00,1.000E+00,5.112E-02,5.345E+00
4.500E+01,0.000E+00,0.000E+00,8.260E-03,9.695E-04,0.000E+00,3.125E-06,1.016E-05,6.535E-03,2.280E-02,7.771E-01,1.717E+00,-3.610E-01,3.947E+00,1.808E+00,4.935E+00,2.316E-01,1.000E+00,1.000E+00,2.230E-01,1.667E+00,1.669E+00,-3.735E-01,4.107E+00,2.047E+00,4.935E+00,2.499E-01,1.000E+00,1.000E+00,1.007E-01,3.469E+00,1.816E+00,-6.785E-01,1.001E+01,1.398E+00,4.935E+00,3.433E-01,1.000E+00,1.000E+00,5.093E-02,5.359E+00
4.600E+01,0.000E+00,0.000E+00,8.439E-03,1.072E-03,0.000E+00,3.125E-06,8.984E-06,6.965E-03,2.422E-02,8.194E-01,1.719E+00,-4.025E-01,4.695E+00,1.725E+00,4.935E+00,2.350E-01,1.000E+00,1.000E+00,2.200E-01,1.687E+00,1.661E+00,-3.874E-01,4.400E+00,2.039E+00,4.935E+00,2.548E-01,1.000E+00,1.000E+00,1.013E-01,3.452E+00,1.779E+00,-6.370E-01,8.169E+00,1.581E+00,4.935E+00,3.481E-01,1.000E+00,1.000E+00,4.929E-02,5.494E+00
4.700E+01,0.000E+00,0.000E+00,8.529E-03,1.123E-03,0.000E+00,3.125E-06,8.398E-06,7.180E-03,2.493E-02,8.406E-01,1.723E+00,-4.233E-01,5.069E+00,1.684E+00,4.935E+00,2.368E-01,1.000E+00,1.000E+00,2.185E-01,1.697E+00,1.658E+00,-3.943E-01,4.546E+00,2.035E+00,4.935E+00,2.572E-01,1.000E+00,1.000E+00,1.016E-01,3.444E+00,1.767E+00,-6.162E-01,7.248E+00,1.672E+00,4.935E+00,3.506E-01,1.000E+00,1.000E+00,4.848E-02,5.561E+00
4.800E+01,0.000E+00,0.000E+00,8.618E-03,1.174E-03,0.000E+00,3.125E-06,7.813E-06,7.395E-03,2.564E-02,8.618E-01,1.730E+00,-4.441E-01,5.443E+00,1.643E+00,4.935E+00,2.385E-01,1.000E+00,1.000E+00,2.169E-01,1.707E+00,1.656E+00,-4.013E-01,4.693E+00,2.031E+00,4.935E+00,2.596E-01,1.000E+00,1.000E+00,1.019E-01,3.435E+00,1.762E+00,-5.954E-01,6.327E+00,1.764E+00,4.935E+00,3.530E-01,1.000E+00,1.000E+00,4.766E-02,5.629E+00
4.900E+01,0.000E+00,0.000E+00,9.313E-03,1.115E-03,0.000E+00,3.906E-06,1.016E-05,7.996E-03,2.717E-02,9.181E-01,1.722E+00,-4.389E-01,5.312E+00,1.686E+00,4.935E+00,2.424E-01,1.000E+00,1.000E+00,2.153E-01,1.718E+00,1.651E+00,-3.898E-01,4.469E+00,2.082E+00,4.935E+00,2.584E-01,1.000E+00,1.000E+00,1.004E-01,3.478E+00,1.747E+00,-6.348E-01,8.043E+00,1.707E+00,4.935E+00,3.578E-01,1.000E+00,1.000E+00,4.790E-02,5.608E+00
5.000E+01,0.000E+00,0.000E+00,9.660E-03,1.086E-03,0.000E+00,4.297E-06,1.133E-05,8.296E-03,2.794E-02,9.463E-01,1.718E+00,-4.363E-01,5.247E+00,1.708E+00,4.935E+00,2.443E-01,1.000E+00,1.000E+00,2.145E-01,1.723E+00,1.649E+00,-3.841E-01,4.357E+00,2.107E+00,4.935E+00,2.579E-01,1.000E+00,1.000E+00,9.962E-02,3.500E+00,1.745E+00,-6.545E-01,8.901E+00,1.679E+00,4.935E+00,3.602E-01,1.000E+00,1.000E+00,4.802E-02,5.598E+00
5.100E+01,0.000E+00,0.000E+00,1.001E-02,1.056E-03,0.000E+00,4.688E-06,1.250E-05,8.597E-03,2.871E-02,9.744E-01,1.715E+00,-4.337E-01,5.181E+00,1.729E+00,4.935E+00,2.463E-01,1.000E+00,1.000E+00,2.137E-01,1.729E+00,1.648E+00,-3.784E-01,4.245E+00,2.133E+00,4.935E+00,2.573E-01,1.000E+00,1.000E+00,9.887E-02,3.522E+00,1.745E+00,-6.742E-01,9.759E+00,1.651E+00,4.935E+00,3.626E-01,1.000E+00,1.000E+00,4.813E-02,5.588E+00
5.200E+01,0.000E+00,0.000E+00,1.040E-02,8.945E-04,0.000E+00,5.469E-06,1.875E-05,9.334E-03,3.085E-02,1.034E+00,1.678E+00,-3.942E-01,4.578E+00,1.925E+00,4.935E+00,2.491E-01,1.000E+00,1.000E+00,2.142E-01,1.726E+00,1.644E+00,-3.974E-01,4.544E+00,2.125E+00,4.935E+00,2.673E-01,1.000E+00,1.000E+00,9.920E-02,3.512E+00,1.717E+00,-6.820E-01,1.036E+01,1.729E+00,4.935E+00,3.817E-01,1.000E+00,1.000E+00,4.712E-02,5.678E+00
5.300E+01,0.000E+00,0.000E+00,1.060E-02,8.137E-04,0.000E+00,5.859E-06,2.187E-05,9.703E-03,3.192E-02,1.064E+00,1.663E+00,-3.744E-01,4.277E+00,2.022E+00,4.935E+00,2.506E-01,1.000E+00,1.000E+00,2.144E-01,1.724E+00,1.643E+00,-4.070E-01,4.694E+00,2.121E+00,4.935E+00,2.724E-01,1.000E+00,1.000E+00,9.937E-02,3.507E+00,1.704E+00,-6.859E-01,1.066E+01,1.768E+00,4.935E+00,3.912E-01,1.000E+00,1.000E+00,4.662E-02,5.723E+00
5.400E+01,0.000E+00,0.000E+00,1.079E-02,7.328E-04,0.000E+00,6.250E-06,2.500E-05,1.007E-02,3.299E-02,1.094E+00,1.651E+00,-3.546E-01,3.976E+00,2.120E+00,4.935E+00,2.520E-01,1.000E+00,1.000E+00,2.147E-01,1.722E+00,1.642E+00,-4.165E-01,4.844E+00,2.117E+00,4.935E+00,2.774E-01,1.000E+00,1.000E+00,9.953E-02,3.502E+00,1.691E+00,-6.898E-01,1.096E+01,1.806E+00,4.935E+00,4.007E-01,1.000E+00,1.000E+00,4.611E-02,5.768E+00
5.500E+01,0.000E+00,0.000E+00,1.143E-02,7.523E-04,0.000E+00,5.078E-06,2.305E-05,1.079E-02,3.500E-02,1.162E+00,1.632E+00,-3.772E-01,4.321E+00,2.193E+00,4.935E+00,2.593E-01,1.000E+00,1.000E+00,2.141E-01,1.727E+00,1.646E+00,-4.271E-01,5.089E+00,2.061E+00,4.935E+00,2.745E-01,1.000E+00,1.000E+00,9.805E-02,3.547E+00,1.677E+00,-6.862E-01,1.053E+01,1.889E+00,4.935E+00,4.033E-01,1.000E+00,1.000E+00,4.547E-02,5.828E+00
5.600E+01,0.000E+00,0.000E+00,1.175E-02,7.621E-04,0.000E+00,4.492E-06,2.207E-05,1.115E-02,3.601E-02,1.197E+00,1.623E+00,-3.885E-01,4.494E+00,2.230E+00,4.935E+00,2.629E-01,1.000E+00,1.000E+00,2.138E-01,1.729E+00,1.649E+00,-4.324E-01,5.212E+00,2.033E+00,4.935E+00,2.731E-01,1.000E+00,1.000E+00,9.731E-02,3.569E+00,1.670E+00,-6.844E-01,1.032E+01,1.931E+00,4.935E+00,4.046E-01,1.000E+00,1.000E+00,4.515E-02,5.858E+00
