alpha,H,He,Ca,Mg,Si,O,Ca_1,O_1,Mg_2,O_2,Si_3,O_3,amu/ion,thetaK_Ca,thetaTilt_Ca,thetaM_Ca,thetaN_Ca,3dK_Ca,3dTilt_Ca,3dM_Ca,3dN_Ca,energyK_Ca,energyE_Ca,thetaK_Mg,thetaTilt_Mg,thetaM_Mg,thetaN_Mg,3dK_Mg,3dTilt_Mg,3dM_Mg,3dN_Mg,energyK_Mg,energyE_Mg,thetaK_O,thetaTilt_O,thetaM_O,thetaN_O,3dK_O,3dTilt_O,3dM_O,3dN_O,energyK_O,energyE_O,thetaK_Si,thetaTilt_Si,thetaM_Si,thetaN_Si,3dK_Si,3dTilt_Si,3dM_Si,3dN_Si,energyK_Si,energyE_Si
8.000E+01,0.000E+00,0.000E+00,0.000E+00,1.816E-02,4.831E-03,0.000E+00,1.829E-02,2.065E-02,1.074E-05,1.660E-05,3.167E-02,8.838E-02,3.944E+00,1.125E+00,-7.200E-01,2.524E+01,5.181E+00,4.176E+00,5.518E-01,2.159E+00,1.000E+00,6.070E-02,4.311E+00,1.181E+00,-4.388E-01,1.087E+01,4.627E+00,4.201E+00,3.618E-01,2.105E+00,1.000E+00,2.131E-01,1.733E+00,1.252E+00,-5.112E-01,1.234E+01,3.903E+00,4.399E+00,3.869E-01,1.727E+00,1.000E+00,8.709E-02,3.914E+00,1.185E+00,-7.288E-01,2.200E+01,4.740E+00,4.296E+00,5.649E-01,1.916E+00,1.000E+00,3.957E-02,6.447E+00
8.100E+01,0.000E+00,0.000E+00,0.000E+00,1.846E-02,4.164E-03,0.000E+00,1.852E-02,2.060E-02,1.074E-05,1.904E-05,3.295E-02,9.014E-02,4.005E+00,1.095E+00,-6.948E-01,2.195E+01,5.883E+00,4.074E+00,5.645E-01,2.392E+00,1.000E+00,5.933E-02,4.385E+00,1.127E+00,-4.332E-01,1.106E+01,5.387E+00,4.101E+00,3.645E-01,2.327E+00,1.000E+00,2.020E-01,1.819E+00,1.207E+00,-5.014E-01,1.200E+01,4.457E+00,4.304E+00,4.007E-01,1.900E+00,1.000E+00,8.560E-02,3.971E+00,1.141E+00,-7.188E-01,2.114E+01,5.408E+00,4.164E+00,5.808E-01,2.186E+00,1.000E+00,3.780E-02,6.670E+00
8.200E+01,0.000E+00,0.000E+00,0.000E+00,1.875E-02,3.496E-03,0.000E+00,1.875E-02,2.055E-02,1.074E-05,2.148E-05,3.424E-02,9.190E-02,4.067E+00,1.077E+00,-6.696E-01,1.866E+01,6.584E+00,3.982E+00,5.772E-01,2.624E+00,1.000E+00,5.796E-02,4.459E+00,1.082E+00,-4.276E-01,1.125E+01,6.146E+00,4.011E+00,3.672E-01,2.549E+00,1.000E+00,1.908E-01,1.905E+00,1.170E+00,-4.916E-01,1.167E+01,5.011E+00,4.216E+00,4.144E-01,2.074E+00,1.000E+00,8.411E-02,4.028E+00,1.105E+00,-7.088E-01,2.028E+01,6.075E+00,4.047E+00,5.966E-01,2.456E+00,1.000E+00,3.604E-02,6.893E+00
8.300E+01,0.000E+00,0.000E+00,0.000E+00,1.773E-02,2.605E-03,0.000E+00,1.772E-02,1.916E-02,1.025E-05,2.246E-05,3.296E-02,8.707E-02,3.840E+00,1.020E+00,-6.687E-01,1.852E+01,7.999E+00,3.827E+00,5.906E-01,3.070E+00,1.000E+00,5.451E-02,4.672E+00,1.027E+00,-4.075E-01,1.081E+01,7.470E+00,3.812E+00,3.793E-01,3.116E+00,1.000E+00,1.832E-01,1.975E+00,1.126E+00,-4.803E-01,1.130E+01,5.804E+00,4.087E+00,4.258E-01,2.361E+00,1.000E+00,8.149E-02,4.138E+00,1.071E+00,-7.030E-01,1.944E+01,6.877E+00,3.962E+00,6.052E-01,2.677E+00,1.000E+00,3.340E-02,7.299E+00
8.400E+01,0.000E+00,0.000E+00,0.000E+00,1.671E-02,1.714E-03,0.000E+00,1.669E-02,1.777E-02,9.766E-06,2.344E-05,3.169E-02,8.224E-02,3.613E+00,9.762E-01,-6.677E-01,1.838E+01,9.413E+00,3.694E+00,6.040E-01,3.516E+00,1.000E+00,5.106E-02,4.884E+00,9.854E-01,-3.874E-01,1.037E+01,8.794E+00,3.649E+00,3.913E-01,3.684E+00,1.000E+00,1.756E-01,2.045E+00,1.090E+00,-4.690E-01,1.093E+01,6.597E+00,3.972E+00,4.371E-01,2.649E+00,1.000E+00,7.887E-02,4.247E+00,1.044E+00,-6.972E-01,1.859E+01,7.679E+00,3.884E+00,6.138E-01,2.898E+00,1.000E+00,3.077E-02,7.704E+00
8.500E+01,0.000E+00,0.000E+00,0.000E+00,1.257E-02,9.282E-04,0.000E+00,1.257E-02,1.322E-02,8.301E-06,1.758E-05,2.430E-02,6.230E-02,2.726E+00,1.002E+00,-6.581E-01,1.580E+01,9.403E+00,3.748E+00,6.090E-01,3.326E+00,1.000E+00,4.533E-02,5.359E+00,9.729E-01,-3.643E-01,8.988E+00,1.017E+01,3.641E+00,3.911E-01,3.714E+00,1.000E+00,1.711E-01,2.092E+00,1.069E+00,-4.493E-01,9.714E+00,7.576E+00,3.887E+00,4.415E-01,2.887E+00,1.000E+00,7.592E-02,4.387E+00,1.031E+00,-6.841E-01,1.637E+01,8.573E+00,3.836E+00,6.246E-01,3.041E+00,1.000E+00,2.717E-02,8.472E+00
8.600E+01,0.000E+00,0.000E+00,0.000E+00,8.438E-03,1.426E-04,0.000E+00,8.458E-03,8.661E-03,6.836E-06,1.172E-05,1.692E-02,4.236E-02,1.839E+00,1.035E+00,-6.485E-01,1.322E+01,9.393E+00,3.806E+00,6.140E-01,3.137E+00,1.000E+00,3.961E-02,5.834E+00,9.741E-01,-3.411E-01,7.603E+00,1.154E+01,3.633E+00,3.909E-01,3.744E+00,1.000E+00,1.665E-01,2.139E+00,1.060E+00,-4.297E-01,8.494E+00,8.555E+00,3.810E+00,4.460E-01,3.125E+00,1.000E+00,7.298E-02,4.526E+00,1.027E+00,-6.709E-01,1.416E+01,9.466E+00,3.791E+00,6.353E-01,3.183E+00,1.000E+00,2.357E-02,9.241E+00
8.700E+01,0.000E+00,0.000E+00,0.000E+00,4.288E-03,7.129E-05,0.000E+00,4.299E-03,4.421E-03,4.688E-05,4.248E-05,8.584E-03,2.158E-02,9.368E-01,8.797E-01,-6.551E-01,1.180E+01,2.101E+01,3.617E+00,6.929E-01,3.808E+00,1.000E+00,3.312E-02,6.719E+00,1.035E+00,-5.064E-01,1.011E+01,9.305E+00,3.819E+00,5.087E-01,3.095E+00,1.000E+00,1.235E-01,3.011E+00,1.111E+00,-5.005E-01,8.223E+00,8.278E+00,3.850E+00,5.262E-01,2.998E+00,1.000E+00,6.742E-02,4.850E+00,9.886E-01,-7.223E-01,1.425E+01,1.175E+01,3.637E+00,7.103E-01,3.729E+00,1.000E+00,1.957E-02,1.066E+01
8.800E+01,0.000E+00,0.000E+00,0.000E+00,1.387E-04,0.000E+00,0.000E+00,1.406E-04,1.816E-04,8.691E-05,7.324E-05,2.510E-04,7.959E-04,3.428E-02,8.338E-01,-6.618E-01,1.039E+01,3.263E+01,3.462E+00,7.717E-01,4.479E+00,1.000E+00,2.662E-02,7.605E+00,1.135E+00,-6.716E-01,1.261E+01,7.068E+00,4.052E+00,6.264E-01,2.446E+00,1.000E+00,8.058E-02,3.882E+00,1.159E+00,-5.713E-01,7.951E+00,8.000E+00,3.893E+00,6.064E-01,2.871E+00,1.000E+00,6.186E-02,5.174E+00,9.590E-01,-7.736E-01,1.435E+01,1.404E+01,3.506E+00,7.854E-01,4.275E+00,1.000E+00,1.557E-02,1.208E+01
8.900E+01,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.953E-06,2.930E-06,2.930E-06,1.953E-06,2.930E-06,6.836E-06,9.172E-05,3.142E+00,0.000E+00,0.000E+00,0.000E+00,9.870E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.142E+00,0.000E+00,0.000E+00,0.000E+00,9.870E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.142E+00,0.000E+00,0.000E+00,0.000E+00,9.870E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.142E+00,0.000E+00,0.000E+00,0.000E+00,9.870E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
