alpha,H,He,Fe,S,Fe_1,S_1,amu/ion,thetaK_Fe,thetaTilt_Fe,thetaM_Fe,thetaN_Fe,3dK_Fe,3dTilt_Fe,3dM_Fe,3dN_Fe,energyK_Fe,energyE_Fe,thetaK_S,thetaTilt_S,thetaM_S,thetaN_S,3dK_S,3dTilt_S,3dM_S,3dN_S,energyK_S,energyE_S
21.0,0.0,0.0,0.024711303710937486,0.00034497070312499995,0.0,0.0,2.1719388870367418,1.7424933800837694,-0.10350038200052283,1.8672997559591138,1.7198099934350757,8.283185307179584,0.07752438404597548,1.0,1.0,0.07473060182531889,3.397426513445745,1.3559249855868734,-0.05348706850888929,2.7462260131836,3.5615815063848633,7.9519549619789505,0.04294628553742841,1.3894066550379016,1.2348029338122717,0.17387636179895039,1.9834271634116685
22.0,0.0,0.0,0.025101318359374975,0.00035205078125,0.0,0.0,2.208016226721668,1.7467257976674397,-0.11336017057006709,1.91203289299477,1.7078751677634711,8.283185307179584,0.08466251063013211,1.0,1.0,0.07463350036901886,3.400619359795021,1.3541744276102832,-0.05773657245375072,2.7719043972053425,3.594159688044337,7.9882960256929705,0.051943595321667105,1.3892320677724026,1.250561443710775,0.17057064339139008,2.0182859014205237
23.0,0.0,0.0,0.025491333007812464,0.000359130859375,0.0,0.0,2.244093566406594,1.7510764072976612,-0.12321995913961134,1.9567660300304264,1.6959403420918668,8.283185307179584,0.09180063721428874,1.0,1.0,0.07453639891271883,3.4038122061442975,1.352455161487593,-0.061986076398612144,2.797582781227085,3.6267378697038106,8.02482954666906,0.0609409051059058,1.3890574805069036,1.2663199536092784,0.16726492498382978,2.0531446394293793
24.0,0.0,0.0,0.025686340332031207,0.0003626708984375,0.0,0.0,2.262132236249057,1.7532949233035262,-0.12814985342438345,1.9791325985482544,1.6899729292560646,8.283185307179584,0.09536970050636706,1.0,1.0,0.07448784818456883,3.4054086293189356,1.3516070318834594,-0.06411082837104286,2.8104219732379563,3.6430269605335472,8.04316881594353,0.06543955999802514,1.388970186874154,1.27419920855853,0.1656120657800496,2.070574008433807
25.0,0.0,0.0,0.02588134765624995,0.0003662109375,0.0,0.0,2.28017090609152,1.7555416545665987,-0.1330797477091556,2.0014991670660827,1.6840055164202625,8.283185307179584,0.09893876379844538,1.0,1.0,0.07443929745641881,3.4070050524935738,1.350766450850697,-0.06623558034347357,2.8232611652488275,3.659316051363284,8.061556605089905,0.0699382148901445,1.3888828932414046,1.2820784635077818,0.16395920657626945,2.0880033774382345
26.0,0.0,0.0,0.026271362304687438,0.000373291015625,0.0,0.0,2.316248245776446,1.7601179948132928,-0.14293953627869985,2.046232304101739,1.6720706907486582,8.283185307179584,0.10607689038260201,1.0,1.0,0.07434219600011878,3.41019789884285,1.3491075812892326,-0.070485084288335,2.84893954927057,3.691894233022757,8.0984782873942,0.0789355246743832,1.3887083059759056,1.2978369734062851,0.16065348816870914,2.1228621154470897
27.0,0.0,0.0,0.026661376953124927,0.00038037109375,0.0,0.0,2.3523255854613723,1.7648019166346862,-0.1527993248482441,2.0909654411373957,1.660135865077054,8.283185307179584,0.11321501696675866,1.0,1.0,0.07424509454381875,3.4133907451921264,1.3474778590972147,-0.07473458823319643,2.874617933292313,3.7244724146822303,8.135595686313621,0.08793283445862189,1.3885337187104065,1.3135954833047887,0.15734776976114884,2.1577208534559453
28.0,0.0,0.0,0.027051391601562412,0.00038745117187500005,0.0,0.0,2.3884029251462984,1.769589959675098,-0.16265911341778835,2.135698578173052,1.6482010394054496,8.283185307179584,0.12035314355091531,1.0,1.0,0.07414799308751872,3.4165835915414027,1.3458766101272324,-0.07898409217805785,2.900296317314056,3.7570505963417036,8.172909900910009,0.09693014424286059,1.3883591314449077,1.3293539932032923,0.1540420513535885,2.192579591464801
29.0,0.0,0.0,0.027246398925781158,0.00039099121093750004,0.0,0.0,2.4064415949887614,1.772021962587189,-0.16758900770256047,2.1580651466908805,1.6422336265696473,8.283185307179584,0.12392220684299363,1.0,1.0,0.07409944235936872,3.4181800147160404,1.3450864575173036,-0.08110884415048857,2.913135509324927,3.7733396871714406,8.191641159283991,0.10142879913497993,1.3882718378121583,1.337233248152544,0.15238919214980834,2.210008960469229
30.0,0.0,0.0,0.0274414062499999,0.00039453125,0.0,0.0,2.4244802648312245,1.7744787278398162,-0.1725189019873326,2.1804317152087083,1.6362662137338453,8.283185307179584,0.12749127013507194,1.0,1.0,0.0740508916312187,3.4197764378906785,1.3443031787404855,-0.08323359612291928,2.9259747013357984,3.7896287780011773,8.210422036612758,0.10592745402709929,1.3881845441794087,1.3451125031017956,0.1507363329460282,2.227438329473656
31.0,0.0,0.0,0.028952880859374912,0.00043603515625,0.0,0.0,2.5566686340588545,1.7748045408009174,-0.19461832875457247,2.316699228793757,1.6386670649832855,8.283185307179584,0.1399629727221498,1.0,1.0,0.07395507126653125,3.4229796068750016,1.359914746892716,-0.07723166393540949,2.775429474309835,3.724881482289015,8.242172481908543,0.10760357497284062,1.3620781136552718,1.3356864081723314,0.15376519706648323,2.195144009313516
32.0,0.0,0.0,0.02970861816406242,0.000456787109375,0.0,0.0,2.6227628186726695,1.7752630296750704,-0.2056680421381924,2.3848329855862813,1.6398674906080055,8.283185307179584,0.14619882401568873,1.0,1.0,0.07390716108418754,3.4245811913671633,1.3681031229062912,-0.07423069784165459,2.700156860796853,3.692507834432934,8.258355441416219,0.10844163544571128,1.3490248983932034,1.3309733607075993,0.15527962912671073,2.1789968492334464
33.0,0.0,0.0,0.030464355468749926,0.00047753906250000004,0.0,0.0,2.6888570032864845,1.7758995276534753,-0.21671775552181236,2.4529667423788055,1.6410679162327257,8.283185307179584,0.15243467530922766,1.0,1.0,0.07385925090184382,3.426182775859325,1.3765652869443177,-0.0712297317478997,2.624884247283872,3.660134186576853,8.27474784124816,0.10927969591858194,1.335971683131135,1.3262603132428672,0.15679406118693823,2.1628496891533766
34.0,0.0,0.0,0.03122009277343743,0.0004982910156250001,0.0,0.0,2.7549511879002995,1.7767009120202397,-0.2277674689054323,2.5211004991713297,1.642268341857446,8.283185307179584,0.1586705266027666,1.0,1.0,0.0738113407195001,3.427784360351487,1.385316690866287,-0.06822876565414482,2.5496116337708905,3.627760538720772,8.291352981884803,0.1101177563914526,1.3229184678690666,1.321547265778135,0.15830849324716573,2.1467025290733064
