alpha,H,He,Mn,S,Mn_1,S_1,amu/ion,thetaK_Mn,thetaTilt_Mn,thetaM_Mn,thetaN_Mn,3dK_Mn,3dTilt_Mn,3dM_Mn,3dN_Mn,energyK_Mn,energyE_Mn,thetaK_S,thetaTilt_S,thetaM_S,thetaN_S,3dK_S,3dTilt_S,3dM_S,3dN_S,energyK_S,energyE_S
7.600E+01,0.000E+00,0.000E+00,1.854E-01,4.938E-03,0.000E+00,0.000E+00,1.613E+01,1.438E+00,-7.366E-01,2.039E+01,2.608E+00,4.743E+00,4.765E-01,1.220E+00,1.000E+00,9.543E-02,2.853E+00,1.366E+00,-4.618E-01,1.067E+01,2.843E+00,4.515E+00,2.617E-01,1.422E+00,1.093E+00,1.296E-01,2.520E+00
7.700E+01,0.000E+00,0.000E+00,1.905E-01,5.112E-03,0.000E+00,0.000E+00,1.657E+01,1.394E+00,-7.291E-01,2.009E+01,2.885E+00,4.674E+00,4.882E-01,1.309E+00,1.000E+00,9.371E-02,2.893E+00,1.347E+00,-4.662E-01,1.149E+01,2.890E+00,4.515E+00,2.716E-01,1.416E+00,1.099E+00,1.221E-01,2.652E+00
7.800E+01,0.000E+00,0.000E+00,1.955E-01,5.286E-03,0.000E+00,0.000E+00,1.701E+01,1.355E+00,-7.216E-01,1.979E+01,3.162E+00,4.609E+00,4.998E-01,1.398E+00,1.000E+00,9.199E-02,2.932E+00,1.329E+00,-4.706E-01,1.230E+01,2.938E+00,4.515E+00,2.816E-01,1.410E+00,1.105E+00,1.145E-01,2.784E+00
7.900E+01,0.000E+00,0.000E+00,1.981E-01,5.248E-03,0.000E+00,0.000E+00,1.723E+01,1.312E+00,-7.222E-01,2.043E+01,3.474E+00,4.511E+00,5.200E-01,1.543E+00,1.000E+00,8.901E-02,3.006E+00,1.317E+00,-4.513E-01,1.067E+01,3.195E+00,4.493E+00,2.925E-01,1.454E+00,1.094E+00,1.181E-01,2.718E+00
8.000E+01,0.000E+00,0.000E+00,2.007E-01,5.210E-03,0.000E+00,0.000E+00,1.746E+01,1.273E+00,-7.228E-01,2.107E+01,3.786E+00,4.421E+00,5.402E-01,1.689E+00,1.000E+00,8.602E-02,3.081E+00,1.316E+00,-4.320E-01,9.037E+00,3.453E+00,4.473E+00,3.034E-01,1.498E+00,1.083E+00,1.216E-01,2.652E+00
8.100E+01,0.000E+00,0.000E+00,1.961E-01,4.903E-03,0.000E+00,4.883E-07,1.706E+01,1.227E+00,-7.164E-01,2.079E+01,4.261E+00,4.308E+00,5.553E-01,1.892E+00,1.000E+00,8.282E-02,3.170E+00,1.281E+00,-4.645E-01,1.141E+01,3.471E+00,4.426E+00,3.269E-01,1.626E+00,1.041E+00,1.156E-01,2.769E+00
8.200E+01,0.000E+00,0.000E+00,1.916E-01,4.597E-03,0.000E+00,9.766E-07,1.667E+01,1.188E+00,-7.099E-01,2.051E+01,4.735E+00,4.206E+00,5.704E-01,2.096E+00,1.000E+00,7.961E-02,3.260E+00,1.259E+00,-4.971E-01,1.378E+01,3.489E+00,4.384E+00,3.503E-01,1.753E+00,1.000E+00,1.095E-01,2.886E+00
8.300E+01,0.000E+00,0.000E+00,1.727E-01,3.723E-03,4.883E-07,4.883E-07,1.502E+01,1.148E+00,-6.993E-01,1.940E+01,5.396E+00,4.087E+00,5.811E-01,2.361E+00,1.000E+00,7.525E-02,3.402E+00,1.264E+00,-4.925E-01,1.236E+01,3.645E+00,4.409E+00,3.499E-01,1.709E+00,1.000E+00,1.160E-01,2.762E+00
8.400E+01,0.000E+00,0.000E+00,1.538E-01,2.849E-03,9.766E-07,0.000E+00,1.338E+01,1.116E+00,-6.887E-01,1.829E+01,6.057E+00,3.981E+00,5.918E-01,2.626E+00,1.000E+00,7.088E-02,3.544E+00,1.274E+00,-4.879E-01,1.094E+01,3.801E+00,4.435E+00,3.495E-01,1.665E+00,1.000E+00,1.224E-01,2.639E+00
8.500E+01,0.000E+00,0.000E+00,1.062E-01,1.653E-03,4.883E-07,0.000E+00,9.233E+00,1.118E+00,-6.909E-01,1.714E+01,6.291E+00,3.967E+00,6.054E-01,2.663E+00,1.000E+00,6.375E-02,3.848E+00,1.302E+00,-4.897E-01,1.139E+01,3.428E+00,4.504E+00,3.424E-01,1.555E+00,1.000E+00,1.122E-01,2.846E+00
8.600E+01,0.000E+00,0.000E+00,5.858E-02,4.570E-04,0.000E+00,0.000E+00,5.086E+00,1.121E+00,-6.931E-01,1.600E+01,6.525E+00,3.953E+00,6.190E-01,2.700E+00,1.000E+00,5.661E-02,4.153E+00,1.336E+00,-4.914E-01,1.184E+01,3.054E+00,4.577E+00,3.352E-01,1.444E+00,1.000E+00,1.020E-01,3.054E+00
8.700E+01,0.000E+00,0.000E+00,2.949E-02,2.285E-04,9.766E-07,0.000E+00,2.604E+00,1.035E+00,-7.550E-01,1.579E+01,9.536E+00,3.782E+00,7.022E-01,3.212E+00,1.000E+00,4.651E-02,4.867E+00,1.178E+00,-6.530E-01,1.880E+01,4.719E+00,4.344E+00,5.105E-01,1.825E+00,1.000E+00,8.000E-02,3.882E+00
8.800E+01,0.000E+00,0.000E+00,4.043E-04,0.000E+00,1.953E-06,0.000E+00,1.213E-01,9.823E-01,-8.169E-01,1.558E+01,1.255E+01,3.638E+00,7.854E-01,3.725E+00,1.000E+00,3.641E-02,5.582E+00,1.093E+00,-8.146E-01,2.575E+01,6.384E+00,4.155E+00,6.858E-01,2.205E+00,1.000E+00,5.803E-02,4.711E+00
8.900E+01,0.000E+00,0.000E+00,1.758E-05,0.000E+00,3.906E-06,7.813E-06,4.772E-02,3.142E+00,0.000E+00,0.000E+00,0.000E+00,9.870E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.142E+00,0.000E+00,0.000E+00,0.000E+00,9.870E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
