alpha,H,He,Mg,S,Mg_1,S_1,amu/ion,thetaK_Mg,thetaTilt_Mg,thetaM_Mg,thetaN_Mg,3dK_Mg,3dTilt_Mg,3dM_Mg,3dN_Mg,energyK_Mg,energyE_Mg,thetaK_S,thetaTilt_S,thetaM_S,thetaN_S,3dK_S,3dTilt_S,3dM_S,3dN_S,energyK_S,energyE_S
49.0,0.0,0.0,0.11567285156249996,0.0019990234375,0.0,0.0,6.524257794938488,1.7548623119514108,-0.3110249821028506,3.116365955868617,1.7647344492100805,8.283185307179584,0.21699900691179,1.0,1.0,0.3137884965632015,1.2370284179347184,1.5369120207917888,-0.18641027012690708,2.5668819539518255,2.9849445131641392,8.350411703776365,0.19109526820646894,1.019636868247348,1.0496184227100804,0.11738994990898313,2.7294155431740514
50.0,0.0,0.0,0.11849707031249992,0.00210009765625,0.0,0.0,6.682026364055574,1.7549641215642313,-0.30693527325228515,3.0595558767267965,1.7744508939520784,8.283185307179584,0.21724057517533954,1.0,1.0,0.3134184890417833,1.2383150720793918,1.5342664382757256,-0.19568021338696256,2.6654912410583487,2.969598423073746,8.305864164402237,0.19489288394658538,1.0179817215664602,1.029004395810489,0.11776389256556884,2.722430256089554
51.0,0.0,0.0,0.1213212890624999,0.002201171875,0.0,0.0,6.83979493317266,1.7551909987609622,-0.30284556440171967,3.002745797584976,1.7841673386940766,8.283185307179584,0.21748214343888908,1.0,1.0,0.31304848152036513,1.2396017262240655,1.5320566962635556,-0.20495015664701804,2.7641005281648723,2.9542523329833528,8.261605624311327,0.19869049968670185,1.0163265748855725,1.0083903689108977,0.11813783522215454,2.715444969005057
52.0,0.0,0.0,0.12759912109374996,0.00237841796875,0.0,0.0,7.192429411699505,1.7460250283987087,-0.32580186377781306,3.301143947446361,1.782402037644415,8.283185307179584,0.2223467188683469,1.0,1.0,0.3122651503545468,1.2423499495391388,1.491069137174898,-0.2467601570829895,3.422812291858272,3.0376766141265046,8.315004770060007,0.2198353501494666,1.0412077347186184,1.0575586591087456,0.11727649074927199,2.731561736688542
53.0,0.0,0.0,0.13073803710937498,0.002467041015625,0.0,0.0,7.368746650962928,1.7423886651521427,-0.3372800134658598,3.450343022377054,1.7815193871195842,8.283185307179584,0.22477900658307579,1.0,1.0,0.3118734847716377,1.2437240611966756,1.4752482113664613,-0.26766515730097523,3.7521681737049724,3.0793887546980807,8.34226567759002,0.23040777538084894,1.0536483146351414,1.0821428042076695,0.11684581851283071,2.7396201205302844
54.0,0.0,0.0,0.133876953125,0.0025556640625,0.0,0.0,7.54506389022635,1.7393063947664509,-0.34875816315390645,3.5995420973077468,1.7806367365947533,8.283185307179584,0.22721129429780468,1.0,1.0,0.3114818191887286,1.2450981728542123,1.4617836421361166,-0.288570157518961,4.0815240555516725,3.1211008952696564,8.369900792829105,0.24098020061223133,1.0660888945516642,1.1067269493065937,0.11641514627638944,2.747678504372027
55.0,0.0,0.0,0.14151220703124995,0.0028232421875,0.0,0.0,7.977289360788557,1.7315033120618128,-0.34517224452761774,3.606257949056982,1.8029661858274149,8.283185307179584,0.22507054278445726,1.0,1.0,0.30976073507432444,1.2512258364037439,1.49584494105296,-0.3976275741705981,5.881425819208035,2.640775449363817,8.486271839730996,0.25788918683673856,1.0706066509929273,1.1598315697538526,0.11817678447292991,2.7151399991183736
56.0,0.0,0.0,0.14532983398437493,0.00295703125,0.0,0.0,8.193402096069661,1.7276248882461094,-0.3433792852144734,3.6096158749316,1.8141309104437455,8.283185307179584,0.22400016702778353,1.0,1.0,0.30890019301712235,1.2542896681785098,1.5318311979239625,-0.4521562824964166,6.781376701036216,2.4006127264108974,8.545194091960008,0.26634367994899216,1.072865529213559,1.1863838799774822,0.11905760357120015,2.698870746491547
57.0,0.0,0.0,0.1491474609374999,0.0030908203125,0.0,0.0,8.409514831350764,1.7237616370129536,-0.3415863259013291,3.6129738008062176,1.8252956350600762,8.283185307179584,0.22292979127110982,1.0,1.0,0.30803965095992025,1.2573534999532756,1.5787564350994323,-0.5066849908222352,7.681327582864397,2.1604500034579774,8.604613359624157,0.27479817306124577,1.0751244074341906,1.2129361902011118,0.11993842266947038,2.6826014938647202
58.0,0.0,0.0,0.15840624999999994,0.0034731445312499998,9.765625e-07,0.0,8.930446156482905,1.7145671140032221,-0.3771712385490913,4.257744044309535,1.7797373581792066,8.283185307179584,0.2285289536433441,1.0,1.0,0.3088673058078677,1.2543912592049808,1.5219128925390988,-0.4159462983839656,5.9957822619454095,2.5102056098386587,8.189636775745425,0.2592773729246128,1.141039893577073,1.1064680951005559,0.11076364418306268,2.872807767036912
59.0,0.0,0.0,0.16303564453124997,0.003664306640625,1.46484375e-06,0.0,9.190911819048974,1.7129495869837226,-0.39496369487297234,4.5801291660611945,1.756958219738772,8.283185307179584,0.23132853482946125,1.0,1.0,0.3092811332318415,1.2529101388308335,1.5062897768145769,-0.3705769521648308,5.153009601485916,2.685083413028999,7.992180189798256,0.25151697285629626,1.173997636648514,1.053234047550278,0.10617625493985883,2.9679109036230082
60.0,0.0,0.0,0.1676650390625,0.00385546875,1.953125e-06,0.0,9.451377481615044,1.7129651164353439,-0.41275615119685344,4.902514287812854,1.7341790812983373,8.283185307179584,0.2341281160155784,1.0,1.0,0.3096949606558152,1.251429018456686,1.5015800399978054,-0.3252076059456959,4.310236941026423,2.8599612162193395,7.801032573462854,0.2437565727879798,1.2069553797199553,1.0,0.10158886569665498,3.0630140402091044
61.0,0.0,0.0,0.17808251953124998,0.00418994140625,9.765625e-07,0.0,10.035774619775143,1.7098659291753007,-0.4769533140277582,6.875223035475496,1.5829971142825914,8.283185307179584,0.2369956844225794,1.0,1.0,0.3073859818086646,1.2597661174576,1.4613441453164582,-0.3390089972475147,4.962533488594568,2.9535722304390197,7.852915695751717,0.24538260375343462,1.1955566944552372,1.0123401016062503,0.10377295177048412,3.0126767689842335
62.0,0.0,0.0,0.183291259765625,0.004357177734375,4.8828125e-07,0.0,10.327973188855193,1.720900837440924,-0.5090518954432106,7.861577409306818,1.5074061307747184,8.283185307179584,0.2384294686260799,1.0,1.0,0.30623149238508934,1.2639346669580571,1.4434895518116062,-0.3459096928984241,5.288681762378641,3.0003777375488596,7.879047913935265,0.24619561923616204,1.1898573518228783,1.0185101524093754,0.10486499480739869,2.987508133371798
63.0,0.0,0.0,0.1885,0.0045244140625,0.0,0.0,10.620171757935244,1.73811600448556,-0.541150476858663,8.84793178313814,1.4318151472668454,8.283185307179584,0.23986325282958038,1.0,1.0,0.3050770029615141,1.268103216458514,1.4269100506112462,-0.3528103885493335,5.614830036162712,3.0471832446587,7.905308444747407,0.24700863471888945,1.1841580091905193,1.0246802032125006,0.10595703784431328,2.9623394977593627
64.0,0.0,0.0,0.2010625,0.0051162109375,9.765625e-07,0.0,11.332157313621604,1.7220591626302613,-0.5510378742400543,9.531403744706884,1.4530403196237764,8.283185307179584,0.24470058449154986,1.0,1.0,0.3039520692682165,1.2722489058552395,1.4479261742391079,-0.4266843383702914,7.235176019453707,2.749254953568427,7.967789591318212,0.2781505327850264,1.1435728525289937,1.0123401016062503,0.11852191766556897,2.7294780312803546
