alpha,H,He,Cr,S,Cr_1,S_1,amu/ion,thetaK_Cr,thetaTilt_Cr,thetaM_Cr,thetaN_Cr,3dK_Cr,3dTilt_Cr,3dM_Cr,3dN_Cr,energyK_Cr,energyE_Cr,thetaK_S,thetaTilt_S,thetaM_S,thetaN_S,3dK_S,3dTilt_S,3dM_S,3dN_S,energyK_S,energyE_S
18.0,0.0,0.0,0.016274536132812413,0.0002595214843749875,0.0,0.0,1.544618490140576,1.7650018587587089,-0.10801806395620736,1.8873011805272846,1.6112944099014617,8.283185307179584,0.07723664416820485,1.0,1.0,0.058674458495011045,4.115598978007219,1.4827221162556665,0.02733986683030145,1.619330169753105,3.4418612094833008,8.136042852370426,0.04676986296253345,1.345289246365701,1.2757324013475224,0.1608211886789036,2.1120174933604146
19.0,0.0,0.0,0.016362854003906156,0.00026306152343749374,0.0,0.0,1.553308186143871,1.7692149603512872,-0.11513302014029965,1.9254020529294082,1.5936738697301447,8.283185307179584,0.08001073470955142,1.0,1.0,0.05865006160640452,4.1167955532935006,1.4886234389058866,0.024371008016040193,1.6117117510290675,3.3806231845343353,8.174236934778333,0.05011056745985727,1.3303572911248116,1.278711700728531,0.16035894560884162,2.116887882819169
20.0,0.0,0.0,0.0164511718749999,0.0002666015625,0.0,0.0,1.5619978821471658,1.7735786987666762,-0.12224797632439194,1.963502925331532,1.5760533295588275,8.283185307179584,0.082784825250898,1.0,1.0,0.058625664717797996,4.1179921285797825,1.4946507248369454,0.021402149201778936,1.6040933323050302,3.3193851595853694,8.212842951997914,0.053451271957181086,1.3154253358839225,1.2816910001095394,0.1598967025387796,2.121758272277923
21.0,0.0,0.0,0.016849365234374913,0.00027929687500000003,0.0,0.0,1.5987179405618839,1.7736778377419822,-0.13325180974697443,2.02277030608293,1.580788417774731,8.283185307179584,0.08922553269326583,1.0,1.0,0.058451945713069726,4.126718283177908,1.478549001958576,0.01822021483028514,1.6519587733734538,3.40048389813892,8.12638762679331,0.05552909589256097,1.3172853962029487,1.246479625095847,0.15857989813118684,2.1370707707546517
22.0,0.0,0.0,0.017247558593749924,0.00029199218750000004,0.0,0.0,1.635437998976602,1.7739345003361604,-0.1442556431695569,2.0820376868343278,1.585523505990634,8.283185307179584,0.09566624013563366,1.0,1.0,0.05827822670834146,4.135444437776034,1.4629169843438088,0.015038280458791346,1.6998242144418776,3.481582636692471,8.040977823342295,0.05760691982794086,1.319145456521975,1.2112682500821546,0.1572630937235941,2.15238326923138
23.0,0.0,0.0,0.017645751953124934,0.00030468750000000005,0.0,0.0,1.67215805739132,1.7743378124209392,-0.1552594765921394,2.1413050675857255,1.5902585942065373,8.283185307179584,0.10210694757800148,1.0,1.0,0.05810450770361318,4.144170592374159,1.4477362225520216,0.011856346087297551,1.7476896555103014,3.5626813752460222,7.956600132391468,0.059684743763320745,1.321005516841001,1.1760568750684621,0.15594628931600132,2.167695767708108
24.0,0.0,0.0,0.01784484863281244,0.00031103515625,0.0,0.0,1.6905180865986789,1.774591199019072,-0.16076139330343064,2.1709387579614243,1.5926261383144888,8.283185307179584,0.10532730129918541,1.0,1.0,0.05801764820124905,4.148533669673222,1.4403094162475083,0.010265378901550654,1.7716223760445133,3.6032307445227976,7.914794187401412,0.060723655731010684,1.321935547000514,1.158451187561616,0.15528788711220493,2.175352016946472
25.0,0.0,0.0,0.018043945312499948,0.0003173828125,0.0,0.0,1.708878115806038,1.7748773933275115,-0.16626331001472192,2.200572448337123,1.5949936824224404,8.283185307179584,0.10854765502036932,1.0,1.0,0.05793078869888491,4.152896746972285,1.4329887038039228,0.008674411715803756,1.7955550965787253,3.643780113799573,7.8732413225098075,0.06176256769870063,1.3228655771600273,1.1408455000547697,0.15462948490840855,2.183008266184836
26.0,0.0,0.0,0.018442138671874962,0.00033007812499999997,0.0,0.0,1.745598174220756,1.7755433454352412,-0.17726714343730443,2.259839829088521,1.5997287706383436,8.283185307179584,0.11498836246273716,1.0,1.0,0.05775706969415664,4.161622901570411,1.4186568634088228,0.005492477344309962,1.843420537647149,3.7248788523531235,7.790888337677118,0.0638403916340805,1.3247256374790535,1.1056341250410773,0.1533126805008158,2.198320764661564
27.0,0.0,0.0,0.018840332031249976,0.0003427734375,0.0,0.0,1.782318232635474,1.7763262370816686,-0.18827097685988692,2.319107209839919,1.6044638588542468,8.283185307179584,0.12142906990510499,1.0,1.0,0.05758335068942837,4.170349056168536,1.4047235984964441,0.0023105429728161675,1.891285978715573,3.805977590906674,7.709528294905723,0.0659182155694604,1.3265856977980797,1.0704227500273849,0.15199587609322304,2.2136332631382927
28.0,0.0,0.0,0.01923852539062499,0.00035546875,0.0,0.0,1.8190382910501919,1.777217081439347,-0.1992748102824694,2.378374590591317,1.60919894707015,8.283185307179584,0.12786977734747282,1.0,1.0,0.0574096316847001,4.179075210766662,1.3920540899579188,-0.0008713913986776269,1.9391514197839967,3.887076329460225,7.629148481894953,0.06799603950484029,1.3284457581171059,1.0352113750136924,0.15067907168563027,2.2289457616150212
29.0,0.0,0.0,0.019437622070312494,0.00036181640625,0.0,0.0,1.837398320257551,1.777700293417607,-0.20477672699376065,2.408008280967016,1.6115664911781016,8.283185307179584,0.13109013106865675,1.0,1.0,0.05732277218233596,4.183438288065725,1.3870147916059055,-0.002462358584424524,1.9630841403182084,3.9276256987370006,7.589322235058156,0.06903495147253023,1.3293757882766188,1.0176056875068462,0.1500206694818339,2.2366020108533853
30.0,0.0,0.0,0.01963671875,0.0003681640625,0.0,0.0,1.85575834946491,1.7782073131826284,-0.2102786437050519,2.437641971342715,1.6139340352860534,8.283185307179584,0.13431048478984065,1.0,1.0,0.05723591267997183,4.1878013653647885,1.3820498960349874,-0.004053325770171421,1.9870168608524204,3.968175068013776,7.549736354717965,0.07007386344022018,1.330305818436132,1.0,0.14936226727803753,2.2442582600917493
31.0,0.0,0.0,0.020741455078125,0.00041015625,0.0,0.0,1.9605318039235358,1.7789259232008883,-0.2298517199250792,2.5554413792004427,1.621560719418654,8.283185307179584,0.14794323219960628,1.0,1.0,0.05711905037217693,4.193859543203686,1.3809696509527256,-0.00930707828351953,1.9862073551376125,4.057890196232683,7.66264265801433,0.07636439961290645,1.3268263159656515,1.0491720622852583,0.15096492241090254,2.2258512631610627
32.0,0.0,0.0,0.0212938232421875,0.00043115234375,0.0,0.0,2.012918531152849,1.7794396066328049,-0.23963825803509284,2.6143410831293066,1.6253740614849543,8.283185307179584,0.15475960590448912,1.0,1.0,0.057060619218279485,4.196888632123136,1.3804767997149834,-0.011933954540193586,1.9858026022802084,4.102747760342137,7.719826298162978,0.07950966769924958,1.325086564730411,1.0737580934278874,0.15176624997733507,2.2166477646957192
33.0,0.0,0.0,0.02184619140625,0.00045214843749999997,0.0,0.0,2.065305258382162,1.7800465512582293,-0.2494247961451065,2.67324078705817,1.6291874035512546,8.283185307179584,0.16157597960937192,1.0,1.0,0.05700218806438203,4.199917721042585,1.3800140335240272,-0.014560830796867642,1.9853978494228044,4.14760532445159,7.777502893237559,0.08265493578559273,1.3233468134951707,1.0983441245705166,0.15256757754376757,2.207444266230376
34.0,0.0,0.0,0.0223985595703125,0.00047314453125,0.0,0.0,2.117691985611475,1.7807399668966846,-0.2592113342551201,2.7321404909870335,1.6330007456175548,8.283185307179584,0.16839235331425473,1.0,1.0,0.056943756910484575,4.202946809962034,1.37958031748752,-0.017187707053541695,1.9849930965654004,4.192462888561043,7.835676968435617,0.08580020387193588,1.3216070622599303,1.1229301557131457,0.15336890511020007,2.198240767765033
35.0,0.0,0.0,0.022950927734375,0.000494140625,0.0,0.0,2.1700787128407875,1.781513393253619,-0.2689978723651338,2.7910401949158974,1.636814087683855,8.283185307179584,0.17520872701913756,1.0,1.0,0.05688532575658713,4.205975898881483,1.379174644906328,-0.019814583310215753,1.9845883437079965,4.237320452670497,7.894353092057172,0.08894547195827901,1.3198673110246901,1.1475161868557748,0.1541702326766326,2.1890372692996896
36.0,0.0,0.0,0.023503295898437502,0.00051513671875,0.0,0.0,2.2224654400701005,1.7823606751931453,-0.27878441047514746,2.8499398988447613,1.6406274297501553,8.283185307179584,0.1820251007240204,1.0,1.0,0.05682689460268968,4.209004987800931,1.3787960362245948,-0.02244145956688981,1.9841835908505927,4.28217801677995,7.953535875926066,0.09209074004462214,1.31812755978945,1.172102217998404,0.1549715602430651,2.179833770834346
37.0,0.0,0.0,0.024055664062500003,0.0005361328124999999,0.0,0.0,2.2748521672994135,1.7832759399610385,-0.2885709485851611,2.908839602773625,1.6444407718164555,8.283185307179584,0.1888414744289032,1.0,1.0,0.05676846344879223,4.21203407672038,1.3784435380458258,-0.025068335823563864,1.9837788379931887,4.327035580889404,8.01322997581553,0.09523600813096528,1.3163878085542096,1.1966882491410331,0.1557728878094976,2.170630272369003
38.0,0.0,0.0,0.024608032226562503,0.00055712890625,0.0,0.0,2.3272388945287266,1.7842535762202685,-0.2983574866951747,2.967739306702489,1.6482541138827558,8.283185307179584,0.195657848133786,1.0,1.0,0.05671003229489478,4.21506316563983,1.3781162222046976,-0.027695212080237917,1.9833740851357846,4.371893144998857,8.073440091877977,0.09838127621730841,1.3146480573189692,1.2212742802836623,0.1565742153759301,2.16142677390366
39.0,0.0,0.0,0.025160400390625004,0.000578125,0.0,0.0,2.3796256217580396,1.7852882147551918,-0.3081440248051884,3.0266390106313525,1.652067455949056,8.283185307179584,0.20247422183866884,1.0,1.0,0.056651601140997335,4.218092254559278,1.377813184887969,-0.030322088336911975,1.9829693322783806,4.41675070910831,8.134170969079127,0.10152654430365154,1.312908306083729,1.2458603114262914,0.1573755429423626,2.1522232754383164
40.0,0.0,0.0,0.0257127685546875,0.0005991210937499999,0.0,0.0,2.4320123489873526,1.7863747107768009,-0.31793056291520205,3.085538714560216,1.6558807980153563,8.283185307179584,0.20929059554355167,1.0,1.0,0.05659316998709989,4.2211213434787265,1.3775335457997568,-0.032948964593586025,1.9825645794209765,4.461608273217764,8.195427397636418,0.10467181238999468,1.3111685548484888,1.2704463425689205,0.15817687050879514,2.143019776972973
41.0,0.0,0.0,0.026265136718750002,0.0006201171875,0.0,0.0,2.4843990762166657,1.7875081275568874,-0.3277171010252157,3.14443841848908,1.6596941400816565,8.283185307179584,0.21610696924843448,1.0,1.0,0.05653473883320243,4.224150432398176,1.3772764473675188,-0.03557584085026008,1.9821598265635727,4.506465837327218,8.257214213461836,0.10781708047633781,1.3094288036132484,1.2950323737115497,0.15897819807522764,2.13381627850763
42.0,0.0,0.0,0.026817504882812503,0.00064111328125,0.0,0.0,2.5367858034459787,1.7886837214818738,-0.3375036391352293,3.203338122417944,1.6635074821479567,8.283185307179584,0.2229233429533173,1.0,1.0,0.05647630767930498,4.227179521317625,1.3770410539857223,-0.03820271710693414,1.9817550737061689,4.551323401436671,8.319536298609139,0.11096234856268095,1.307689052378008,1.3196184048541788,0.15977952564166015,2.1246127800422863
43.0,0.0,0.0,0.027369873046875,0.0006621093749999999,0.0,0.0,2.5891725306752917,1.789896928268222,-0.34729017724524297,3.2622378263468077,1.667320824214257,8.283185307179584,0.22973971665820014,1.0,1.0,0.05641787652540753,4.230208610237074,1.3768265512946511,-0.040829593363608196,1.9813503208487648,4.596180965546124,8.382398581725578,0.11410761664902408,1.3059493011427676,1.344204435996808,0.16058085320809268,2.1154092815769427
44.0,0.0,0.0,0.0279222412109375,0.00068310546875,0.0,0.0,2.6415592579046043,1.7911433503046483,-0.35707671535525665,3.3211375302756716,1.6711341662805572,8.283185307179584,0.23655609036308295,1.0,1.0,0.05635944537151008,4.233237699156524,1.3766321454920913,-0.043456469620282254,1.9809455679913608,4.641038529655578,8.445806038508096,0.11725288473536721,1.3042095499075272,1.368790467139437,0.16138218077452518,2.1062057831115997
45.0,0.0,0.0,0.028474609375,0.0007041015625,0.0,0.0,2.6939459851339174,1.7924187450219138,-0.36686325346527027,3.380037234204535,1.6749475083468577,8.283185307179584,0.24337246406796578,1.0,1.0,0.05630101421761263,4.236266788075972,1.3764570626758956,-0.046083345876956304,1.9805408151339567,4.685896093765031,8.509763692164135,0.12039815282171036,1.302469798672287,1.3933764982820662,0.16218350834095768,2.097002284646256
46.0,0.0,0.0,0.02997119140625,0.0007470703125,0.0,0.0,2.8307371559689924,1.7991812145431463,-0.3978900808114085,3.692382671605766,1.637423137680293,8.283185307179584,0.25436909101473726,1.0,1.0,0.05572860839597653,4.266806721480911,1.3931488203786255,-0.11031907607020991,2.704953524351688,3.742528540669266,8.203653920477755,0.133973183470336,1.2646396870009786,1.231290995619731,0.15818078322373538,2.1417276830249268
47.0,0.0,0.0,0.030719482421875,0.0007685546875,0.0,0.0,2.8991327413865298,1.803459912446639,-0.41340349448447755,3.848555390306381,1.6186609523470108,8.283185307179584,0.259867404488123,1.0,1.0,0.055442405485158476,4.282076688183381,1.4202284089760027,-0.1424369411668367,3.0671598789605534,3.2708447641213834,8.056380974612075,0.1407606987946488,1.2457246311653245,1.1502482442885635,0.15617942066512425,2.164090382214262
48.0,0.0,0.0,0.0314677734375,0.0007900390625,0.0,0.0,2.967528326804067,1.808272432020733,-0.4289169081575467,4.004728109006996,1.5998987670137286,8.283185307179584,0.26536571796150876,1.0,1.0,0.055156202574340424,4.297346654885851,1.460877522215962,-0.1745548062634635,3.429366233569419,2.7991609875735013,7.912834371713778,0.14754821411896163,1.2268095753296704,1.0692054929573962,0.15417805810651308,2.186453081403597
49.0,0.0,0.0,0.0331162109375,0.00086328125,0.0,0.0,3.1232928938375935,1.7865427477213398,-0.4523013312359141,4.333895173921505,1.67087042445289,8.283185307179584,0.2861187733404175,1.0,1.0,0.05514301749676612,4.298061714782502,1.471742509057829,-0.10247167334302512,2.5941818513034534,2.9204506080662447,7.959449422761038,0.12809143831864286,1.1931670558595597,1.057499078638257,0.14630862163667668,2.287315982199914
50.0,0.0,0.0,0.033940429687499996,0.00089990234375,0.0,0.0,3.2011751773543566,1.7764310759288584,-0.46399354277509774,4.4984787063787595,1.7063562531724707,8.283185307179584,0.29649530102987187,1.0,1.0,0.05513642495797896,4.298419244730827,1.4882591125891722,-0.06643010688280593,2.17658966017047,2.9810954183126164,7.983352946795751,0.11836305041848347,1.1763457961245045,1.0516458714786874,0.14237390340175848,2.3377474325980723
51.0,0.0,0.0,0.0347646484375,0.0009365234375,0.0,0.0,3.27905746087112,1.7667701535043479,-0.47568575431428145,4.663062238836014,1.7418420818920515,8.283185307179584,0.3068718287193263,1.0,1.0,0.0551298324191918,4.298776774679152,1.5160858516058422,-0.030388540422586735,1.7589974690374874,3.041740228558988,8.007665487233098,0.10863466251832408,1.159524536389449,1.0457926643191178,0.13843918516684028,2.388178882996231
52.0,0.0,0.0,0.0365,0.00097216796875,0.0,0.0,3.449665277083848,1.75241749750292,-0.5188105749909289,5.732855380602379,1.7071767338165966,8.283185307179584,0.3177380587841806,1.0,1.0,0.05489223708870093,4.311753796877416,1.4929609960108157,-0.04866416440219562,1.8702936034606168,3.2712170299429326,8.100844600132628,0.12130382751141197,1.1898404654825985,1.1161635633752864,0.14241189836714715,2.334912025703768
53.0,0.0,0.0,0.03736767578125,0.000989990234375,0.0,0.0,3.534969185190212,1.7493403207336276,-0.5403729853292526,6.267751951485561,1.6898440597788693,8.283185307179584,0.32317117381660776,1.0,1.0,0.05477343942345549,4.318242307976548,1.4821807982079735,-0.05780197639200006,1.9259416706721815,3.3859554306349047,8.148452721413003,0.12763841000795592,1.2049984300291732,1.1513490129033708,0.14439825496730058,2.308278597057537
54.0,0.0,0.0,0.0382353515625,0.0010078125,0.0,0.0,3.620273093296576,1.7483940639919457,-0.5619353956675763,6.802648522368744,1.6725113857411418,8.283185307179584,0.328604288849035,1.0,1.0,0.054654641758210054,4.32473081907568,1.4718772423519728,-0.0669397883818045,1.9815897378837461,3.500693831326877,8.196745391285447,0.13397299250449987,1.2201563945757479,1.186534462431455,0.14638461156745403,2.2816451684113055
55.0,0.0,0.0,0.04051806640625,0.0011220703125,0.0,0.0,3.8315351026042963,1.733552454189445,-0.5835870933898134,7.421760597227301,1.7074246975209126,8.283185307179584,0.3388553036141853,1.0,1.0,0.053645053458459865,4.38188452645609,1.4202492225377106,-0.21013004799748913,4.362609134075019,2.7955801383411885,8.119596398119901,0.153595037601717,1.1726471612772003,1.1075228804983517,0.14599566179900944,2.2866377387963928
56.0,0.0,0.0,0.041659423828125,0.00117919921875,0.0,0.0,3.9371661072581565,1.7268570146810935,-0.5944129422509319,7.731316634656579,1.7248813534107983,8.283185307179584,0.3439808109967605,1.0,1.0,0.053140259308584764,4.410461380146295,1.4543385803394893,-0.28172517780533146,5.5531188321706555,2.4430232918483443,8.08255073989523,0.16340606015032555,1.1488925446279263,1.0680170895318,0.14580118691478716,2.2891340239889364
57.0,0.0,0.0,0.04280078125,0.001236328125,0.0,0.0,4.042797111912017,1.7205884564494442,-0.6052387911120505,8.040872672085857,1.7423380093006837,8.283185307179584,0.34910631837933565,1.0,1.0,0.05263546515870967,4.4390382338364995,1.5137568201242506,-0.35332030761317373,6.7436285302662915,2.0904664453555,8.046530513232574,0.1732170826989341,1.1251379279786526,1.0285112985652483,0.14560671203056486,2.29163030918148
58.0,0.0,0.0,0.0452724609375,0.0013813476562499999,0.0,0.0,4.27927820269405,1.6960404544493692,-0.6263134798874952,8.89403720046753,1.806515732098168,8.283185307179584,0.36749727021549694,1.0,1.0,0.05188848863202468,4.483554420677338,1.5479300874028974,-0.3234226411728893,5.666544427372425,2.024841966302546,8.310284776396525,0.16825948525327955,1.0930830827694438,1.1094306484311796,0.14683277359579028,2.276046905400994
59.0,0.0,0.0,0.04650830078125,0.001453857421875,0.0,0.0,4.397518748085066,1.6848188704538996,-0.6368508242752176,9.320619464658366,1.83860459349691,8.283185307179584,0.37669274613357756,1.0,1.0,0.05151500036868219,4.505812514097757,1.5690720489393875,-0.30847380795274715,5.128002375925491,1.9920297267760687,8.446184166703084,0.1657806865304523,1.0770556601648393,1.149890323364145,0.147445804378403,2.2682552035107513
60.0,0.0,0.0,0.047744140625,0.0015263671875,0.0,0.0,4.515759293476083,1.674215306867684,-0.6473881686629399,9.747201728849202,1.870693454895652,8.283185307179584,0.3858882220516582,1.0,1.0,0.05114151210533969,4.528070607518177,1.5937834479304125,-0.2935249747326049,4.589460324478558,1.9592174872495913,8.584853568962261,0.16330188780762503,1.061028237560235,1.1903499982971106,0.1480588351610157,2.260463501620509
61.0,0.0,0.0,0.05129541015625,0.0016796875,0.0,0.0,4.851765331280466,1.6523475243422148,-0.6492019521095449,9.91512191052685,1.956530530832974,8.283185307179584,0.39364951709019963,1.0,1.0,0.05061322769740764,4.560783022102813,1.540056492413279,-0.2569161499803579,3.8501075765626194,2.4220338242178396,8.367734643594288,0.19054929983211788,1.0558660807342217,1.0951749991485553,0.154066374140854,2.1901406785909927
62.0,0.0,0.0,0.053071044921875,0.00175634765625,0.0,0.0,5.019768350182657,1.6417840814082103,-0.6501088438328475,9.999082001365675,1.9994490688016349,8.283185307179584,0.3975301646094703,1.0,1.0,0.05034908549344162,4.577139229395131,1.5244092877851756,-0.23861173760423438,3.4804312026046498,2.653441992701964,8.26163293489221,0.20417300584436432,1.053285002321215,1.0475874995742775,0.15707014363077315,2.154979267076235
63.0,0.0,0.0,0.0548466796875,0.0018330078125,0.0,0.0,5.187771369084849,1.6314551252791858,-0.65101573555615,10.083042092204499,2.042367606770296,8.283185307179584,0.4014108121287411,1.0,1.0,0.050084943289475596,4.593495436687449,1.5160874081073197,-0.2203073252281109,3.1107548286466806,2.884850161186088,8.157134699825077,0.21779671185661076,1.0507039239082085,1.0,0.1600739131206923,2.1198178555614766
